Player,Rec,Yds,TD,20+,40+,LNG,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts
Rod Smith,113,1343,11,14,2,65,75,66.4,1,0,0
Jimmy Smith,112,1373,8,20,0,35,68,60.7,1,0,0
Marvin Harrison,109,1524,15,19,6,68,75,68.8,0,0,0
Keyshawn Johnson,106,1266,1,19,1,47,67,63.2,2,0,0
Troy Brown,101,1199,5,11,3,60,59,58.4,0,0,0
Marty Booker,100,1071,8,12,4,66,56,56,2,0,0
David Boston,98,1598,8,28,7,61,72,73.5,1,0,0
Hines Ward,94,1003,4,13,0,34,52,55.3,1,0,0
Keenan McCardell,93,1110,6,11,2,45,58,62.4,1,0,0
Terrell Owens,93,1412,16,21,6,60,70,75.3,0,0,0
Tim Brown,91,1165,9,18,2,46,61,67,0,0,0
Kevin Johnson,84,1097,9,15,2,55,54,64.3,2,0,0
Marshall Faulk,83,765,9,5,1,65,40,48.2,1,0,0
Joe Horn,83,1265,9,23,6,56,59,71.1,1,0,0
Jerry Rice,83,1139,9,18,2,40,62,74.7,1,0,0
Randy Moss,82,1233,10,14,4,73,59,72,0,0,0
Torry Holt,81,1363,7,26,6,51,58,71.6,2,0,0
Willie Jackson,81,1046,5,14,3,63,54,66.7,0,0,0
Larry Centers,80,620,2,2,0,26,33,41.2,2,0,0
Johnnie Morton,77,1154,4,15,3,76,58,75.3,1,0,0
Qadry Ismail,74,1059,7,17,3,77,50,67.6,1,0,0
Cris Carter,73,871,6,11,4,52,44,60.3,2,0,0
Tony Gonzalez,73,917,6,13,0,36,49,67.1,0,0,0
Derrick Mason,73,1128,9,19,5,71,50,68.5,0,0,0
Shannon Sharpe,73,811,2,8,0,37,43,58.9,1,0,0
Tiki Barber,72,577,0,4,1,44,30,41.7,2,0,0
Charlie Garner,72,578,2,6,0,27,28,38.9,0,0,0
Amani Toomer,72,1054,5,14,4,60,55,76.4,1,0,0
Curtis Conway,71,1125,6,18,2,72,52,73.2,1,0,0
Darrell Jackson,70,1081,8,20,7,64,44,62.9,0,0,0
Peter Warrick,70,667,1,8,0,33,34,48.6,1,0,0
Warrick Dunn,68,557,3,4,0,31,29,42.6,0,0,0
Eric Moulds,67,904,5,13,5,80,42,62.7,1,0,0
Plaxico Burress,66,1008,6,18,2,43,48,72.7,1,0,0
Isaac Bruce,64,1106,6,23,4,51,49,76.6,3,0,0
Duce Staley,63,626,2,7,2,46,19,30.2,1,0,0
James Thrash,63,833,8,13,3,64,35,55.6,1,0,0
Ahman Green,62,594,2,5,1,42,24,38.7,0,0,0
Priest Holmes,62,614,2,5,2,67,21,33.9,2,0,0
Cory Schlesinger,60,466,0,4,0,38,15,25,1,0,0
Ricky Williams,60,511,1,7,2,42,19,31.7,2,0,0
Frank Wycheck,60,672,4,10,0,30,36,60,0,0,0
Laveranues Coles,59,868,7,14,1,40,42,71.2,0,0,0
LaDainian Tomlinson,59,367,0,1,0,27,12,20.3,3,0,0
Byron Chamberlain,57,666,3,9,1,47,28,49.1,1,0,0
Darnay Scott,57,819,2,10,2,49,40,70.2,0,0,0
Michael Westbrook,57,664,4,8,1,76,32,56.1,0,0,0
Wayne Chrebet,56,750,1,13,0,36,44,78.6,0,0,0
Oronde Gadsden,55,674,3,7,2,61,34,61.8,1,0,0
James McKnight,55,684,3,10,1,40,31,56.4,3,0,0
Peerless Price,55,895,7,16,4,70,37,67.3,1,0,0
Kevin Dyson,54,825,7,14,4,68,37,68.5,0,0,0
J.J. Stokes,54,585,7,5,1,47,33,61.1,0,0,0
Raghib Ismail,53,834,2,14,3,80,30,56.6,0,0,0
Curtis Martin,53,320,0,3,0,27,13,24.5,0,0,0
Jay Riemersma,53,590,3,8,0,36,33,62.3,0,0,0
Bill Schroeder,53,918,9,15,5,67,42,79.2,1,0,0
Antonio Freeman,52,818,6,12,2,63,40,76.9,0,0,0
Joey Galloway,52,699,3,10,4,47,33,63.5,1,0,0
Jeff Graham,52,811,5,13,2,61,41,78.8,1,0,0
Donald Hayes,52,597,2,6,1,48,33,63.5,1,0,0
Ike Hilliard,52,659,6,10,0,38,36,69.2,0,0,0
Desmond Clark,51,566,6,6,0,39,31,60.8,3,0,0
Joe Jurevicius,51,706,3,10,1,46,36,70.6,0,0,0
Terance Mathis,51,564,2,3,0,34,34,66.7,0,0,0
David Patten,51,749,4,11,2,91,34,66.7,1,0,0
Muhsin Muhammad,50,585,1,7,1,43,26,52,2,0,0
Chris Chambers,48,883,7,18,3,74,35,72.9,0,0,0
Marcus Pollard,47,739,8,14,2,86,34,72.3,0,0,0
Rod Gardner,46,741,4,8,5,85,28,60.9,1,0,0
Bob Christian,45,392,2,4,1,42,19,42.2,0,0,0
Dez White,45,428,0,4,0,32,23,51.1,0,0,0
Shaun Alexander,44,343,2,2,0,28,15,34.1,0,0,0
Jamel White,44,418,1,4,2,45,18,40.9,0,0,0
Wesley Walls,43,452,5,6,0,25,20,46.5,0,0,0
Todd Pinkston,42,586,4,10,3,62,23,54.8,0,0,0
Michael Pittman,42,264,0,1,0,27,10,23.8,0,0,0
Travis Taylor,42,560,3,6,1,63,27,64.3,0,0,0
Garrison Hearst,41,347,1,2,1,60,15,36.6,1,0,0
Chad Lewis,41,422,6,5,0,33,20,48.8,1,0,0
Frank Sanders,41,618,2,8,3,68,32,78,1,0,0
Richie Anderson,40,252,2,2,0,22,12,30,1,0,0
Eric Johnson,40,362,3,3,0,24,22,55,1,0,0
Ricky Proehl,40,563,5,12,0,37,31,77.5,0,0,0
Lamont Warren,40,336,1,2,0,36,15,37.5,1,0,0
Greg Comella,39,253,1,3,0,26,11,28.2,2,0,0
Az-Zahir Hakim,39,374,3,4,0,33,21,53.8,2,0,0
Koren Robinson,39,536,1,8,2,42,25,64.1,2,0,0
Ernie Conwell,38,431,4,6,1,47,20,52.6,2,0,0
Isaac Byrd,37,492,1,8,1,42,26,70.3,0,0,0
Eddie George,37,279,0,2,0,25,11,29.7,0,0,0
Shawn Jefferson,37,539,2,9,1,48,27,73,0,0,0
Tony Martin,37,548,3,6,1,63,29,78.4,0,0,0
David Sloan,37,409,7,8,0,27,24,64.9,0,0,0
Anthony Becht,36,321,5,2,0,24,19,52.8,0,0,1
