Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Brock Olivo,40,1,40,0,1,1,40,0,0
Reggie Jones,31.5,4,126,0,1,1,74,0,0
Aaron Stecker,28.8,9,259,0,7,1,86,0,0
J.R. Redmond,28.5,2,57,0,2,0,30,0,0
Correll Buckhalter,28,1,28,0,1,0,28,0,0
Michael Pittman,26.8,6,161,0,5,1,44,0,0
Ronney Jenkins,26.6,58,1541,2,38,5,93,0,1
Kevin Kasper,26.6,14,372,0,12,0,37,0,0
Dennis Northcutt,26,1,26,0,1,0,26,0,0
Dorsey Levens,25.9,14,362,0,10,1,53,0,0
Steve Smith,25.6,56,1431,2,32,7,99,0,5
Dominic Rhodes,25.4,14,356,1,10,1,88,0,0
Desmond Howard,25.4,57,1446,0,37,4,91,0,1
Glyn Milburn,25.3,6,152,0,4,0,37,0,1
Elvis Joseph,25.2,17,428,1,11,1,95,0,1
Eric Metcalf,25,1,25,0,1,0,25,0,1
Brian Mitchell,25,41,1025,1,25,3,94,0,1
Quincy Morgan,25,7,175,0,5,1,51,0,2
Jermaine Lewis,24.7,42,1039,0,24,3,76,0,1
Stacey Mack,24.5,2,49,0,1,0,31,0,0
Darrick Vaughn,24.4,61,1491,1,43,3,96,0,3
Deuce McAllister,24.2,45,1091,0,29,3,63,0,0
Fred McAfee,24,6,144,0,3,0,34,0,0
Michael L. Lewis,23.8,32,762,0,20,2,68,0,0
Reggie Swinton,23.7,56,1327,0,42,3,77,0,1
Troy Walters,23.6,18,425,0,11,1,40,0,0
Chris Cole,23.5,48,1127,0,32,2,52,0,1
Michael Bates,23.5,49,1150,0,34,2,41,0,3
Laveranues Coles,23.4,9,211,0,7,0,34,0,0
Autry Denson,23.2,23,534,0,17,0,37,0,1
Terry Kirby,23.2,46,1066,1,31,2,90,0,1
Troy Edwards,23.1,20,462,0,11,2,81,0,0
Jason Brookins,23,1,23,0,1,0,23,0,0
Marc Edwards,23,1,23,0,1,0,23,0,0
Trevor Insley,23,1,23,0,1,0,23,0,0
Arnold Jackson,23,2,46,0,2,0,24,0,0
David Dunn,22.9,20,458,0,16,1,40,0,0
Terrence Wilkins,22.9,44,1007,0,32,1,50,0,0
MarTay Jenkins,22.9,49,1120,0,36,3,70,0,5
Craig Yeast,22.9,29,663,0,15,1,50,0,1
Chris Coleman,22.8,11,251,0,5,0,34,0,0
Vinny Sutherland,22.8,50,1140,0,34,2,65,0,0
Kevin McDougal,22.6,16,362,0,12,1,40,0,0
Chris Chambers,22.5,36,811,0,21,3,47,0,2
Dante Hall,22.5,43,969,0,24,3,71,0,1
Isaac Byrd,22.5,10,225,0,8,0,26,0,0
Michael Wiley,22.5,4,90,0,1,1,40,0,1
Charlie Rogers,22.4,50,1120,0,25,3,64,0,1
Benjamin Gay,22.3,23,513,0,13,2,42,0,1
Frank Murphy,22.2,20,445,0,13,0,39,0,2
Patrick Pass,22.2,10,222,0,6,0,33,0,0
