Player,FF,FR,FR TD
Champ Bailey,1,1,0
Ronde Barber,1,2,0
Kevan Barlow,1,0,0
Eric Barton,1,0,0
Ainsley Battles,1,2,1
Robert Bean,1,1,0
Rogers Beckett,1,1,0
Monty Beisel,1,0,0
Kendrell Bell,1,0,0
Marcus Bell,1,0,0
Myron Bell,1,1,0
Tim Biakabutuka,1,0,0
Blaine Bishop,1,0,0
Dre' Bly,1,1,0
Vaughn Booker,1,0,0
Dorian Boose,1,0,0
David Bowens,1,0,0
Stephen Boyd,1,0,0
Chad Bratzke,1,1,0
Derrick Brooks,1,0,0
Jamal Brooks,1,0,0
Eric Brown,1,1,0
Ray Buchanan,1,1,0
Brentson Buckner,1,0,0
Keith Burns,1,2,0
Devin Bush,1,1,0
Glenn Cadrez,1,1,0
Keion Carpenter,1,0,0
Tony Carter,1,0,0
Marty Carter,1,0,0
Byron Chamberlain,1,0,0
Frank Chamberlin,1,0,0
Chris Claiborne,1,1,0
Chris Cole,1,0,0
Marcus Coleman,1,1,0
Clifton Crosby,1,1,0
Phillip Crosby,1,0,0
Canute Curtis,1,1,0
James Darling,1,0,0
Don Davis,1,0,0
Eric Davis,1,1,0
Thabiti Davis,1,0,0
Jason Doering,1,0,0
Santana Dotson,1,0,0
Jamie Duncan,1,0,0
Andre Dyson,1,0,0
Chad Eaton,1,1,0
Donnie Edwards,1,3,0
Troy Edwards,1,1,1
Shaun Ellis,1,0,0
Luther Elliss,1,0,0
Josh Evans,1,0,0
Nick Ferguson,1,1,0
Brian Finneran,1,0,0
Bryce Fisher,1,0,0
Jason Fisk,1,1,0
Jay Foreman,1,2,0
Rob Fredrickson,1,0,0
Byron Frisch,1,0,0
Daryl Gardener,1,0,0
Barry Gardner,1,0,0
Sean Gilbert,1,0,0
Chris Gizzi,1,0,0
Aaron Glenn,1,1,0
Randall Godfrey,1,0,0
Ian Gold,1,2,0
Jeff Gooch,1,0,0
Herbert Goodman,1,0,0
Orantes Grant,1,1,0
Barrett Green,1,0,0
Victor Green,1,1,0
Robert Griffith,1,0,0
Clark Haggans,1,0,0
Karl Hankton,1,0,0
Terry Hardy,1,0,0
Nick Harper,1,1,0
Derrick Harris,1,1,1
Walt Harris,1,2,0
Chris Hayes,1,0,0
Rodney Heath,1,1,0
Dale Hellestrae,1,0,0
Kim Herring,1,0,0
Vonnie Holliday,1,3,0
Rob Holmberg,1,0,0
Kenny Holmes,1,4,0
Chris Hudson,1,0,0
Orlando Huff,1,0,0
Larry Izzo,1,1,0
Brad Jackson,1,1,0
Lenzie Jackson,1,0,0
Terry Jackson,1,0,0
Tyoka Jackson,1,1,0
Tory James,1,0,0
Ed Jasper,1,0,0
DeRon Jenkins,1,0,0
Travis Jervey,1,0,0
Bryan Johnson,1,0,0
Ellis Johnson,1,0,0
Ted Johnson,1,1,0
Greg Jones,1,0,0
Marcus Jones,1,1,0
Mike A. Jones,1,0,0
Robert Jones,1,0,0
Bhawoh Jue,1,0,0
Eric Kelly,1,0,0
Eddie Kennison,1,0,0
Kwamie Lassiter,1,0,0
Charles Lee,1,0,0
Ray Lewis,1,1,0
Earl Little,1,0,0
Mike Logan,1,1,0
John Lynch,1,1,0
Billy Lyon,1,0,0
Jermane Mayberry,1,0,0
Gerald McBurrows,1,1,0
Dexter McCleon,1,1,1
George McCullough,1,0,0
Ed McDaniel,1,0,0
Willie McGinest,1,0,0
Ronald McKinnon,1,2,1
James McKnight,1,0,0
Ryan McNeil,1,0,0
Adam Meadows,1,0,0
Ray Mickens,1,1,0
Mike Minter,1,2,0
Kevin Mitchell,1,0,0
John Mobley,1,3,0
Zeke Moreno,1,0,0
Michael Myers,1,1,0
Robert Newkirk,1,0,0
Richard Newsome,1,1,0
Dat Nguyen,1,0,0
Hardy Nickerson,1,1,0
Dennis Northcutt,1,0,0
Chukie Nwokorie,1,3,1
Jeff Ogden,1,0,0
Chike Okeafor,1,0,0
Terrell Owens,1,0,0
Jason Perry,1,1,0
Antonio Pierce,1,1,0
Kavika Pittman,1,1,0
Anthony Pleasant,1,0,0
Pierson Prioleau,1,0,0
Kelvin Pritchett,1,0,0
Trevor Pryce,1,0,0
Shelton Quarles,1,0,0
Jamie Reader,1,1,0
Izell Reese,1,0,0
Coby Rhinehart,1,0,0
Damien Richardson,1,0,0
Shaun Rogers,1,0,0
Tyrone Rogers,1,0,0
Dwayne Rudd,1,0,0
Warren Sapp,1,2,0
Talance Sawyer,1,2,0
Brad Scioli,1,0,0
Jason Sehorn,1,1,0
Bobby Setzer,1,0,0
Sam Shade,1,1,0
Darren Sharper,1,1,0
Dainon Sidney,1,0,0
Michael Sinclair,1,1,0
Aaron Smith,1,0,0
Darrin Smith,1,0,0
Dwight Smith,1,2,0
Larry Smith,1,1,0
Paul Smith,1,1,0
Rod Smith,1,0,0
Takeo Spikes,1,0,0
Glen Steele,1,1,0
Markus Steele,1,0,0
Sam Sword,1,0,0
George Teague,1,0,0
David Terrell,1,1,0
Hollis Thomas,1,1,0
Raynoch Thompson,1,0,0
Pat Tillman,1,0,0
Travares Tillman,1,1,0
Mao Tosi,1,0,0
Keith Traylor,1,0,0
Troy Vincent,1,1,0
Gary Walker,1,1,0
Keith Washington,1,1,0
Nate Wayne,1,2,0
Jason Webster,1,0,0
Dean Wells,1,0,0
Greg Wesley,1,2,0
Joe Wesley,1,0,0
Chuck Wiley,1,0,0
Aeneas Williams,1,3,0
Darryl Williams,1,1,0
Ricky Williams,1,0,0
K.D. Williams,1,1,0
Tyrone M. Williams,1,0,0
Tyrone Williams,1,1,0
Willie Williams,1,1,0
Reinard Wilson,1,2,0
Antoine Winfield,1,1,0
Cedric Woodard,1,0,0
Jerome Woods,1,0,0
LeVar Woods,1,1,0
Charles Woodson,1,0,0
Darren Woodson,1,1,0
Rod Woodson,1,1,0
Kenny Wright,1,0,0
Kenyatta Wright,1,1,0
Renaldo Wynn,1,0,0
Bryant Young,1,0,0
Brian Young,1,0,0
Peppi Zellner,1,1,0
Amos Zereoue,1,0,0
Donnie Abraham,0,1,0
Flozell Adams,0,0,0
Keith Adams,0,0,0
Chidi Ahanotu,0,1,0
Hakim Akbar,0,0,0
David Akers,0,0,0
Ethan Albright,0,0,0
Allen Aldridge,0,0,0
Derrick Alexander,0,0,0
Shaun Alexander,0,0,0
Brian Allen,0,0,0
Larry Allen,0,0,0
Taje Allen,0,0,0
Terry Allen,0,0,0
Will Allen,0,1,0
Mike Alstott,0,0,0
Ashley Ambrose,0,1,0
Morten Andersen,0,0,0
Richie Anderson,0,0,0
Joe Andruzzi,0,0,0
JoJuan Armour,0,0,0
Trace Armstrong,0,0,0
LaVar Arrington,0,2,0
Larry Atkins,0,0,0
Reggie Austin,0,0,0
Obafemi Ayanbadejo,0,0,0
Kole Ayi,0,0,0
Jeff Backus,0,0,0
Brad Badger,0,0,0
Robert Bailey,0,0,0
Rodney Bailey,0,0,0
Jason Baker,0,0,0
Tim Baker,0,0,0
Tony Banks,0,0,0
Alex Bannister,0,1,0
Brad Banta,0,0,0
Tiki Barber,0,0,0
Shawn Barber,0,0,0
Bryan Barker,0,0,0
Tom Barndt,0,1,0
William Bartee,0,0,0
Mike Bartrum,0,0,0
Idrees Bashir,0,0,0
Marco Battaglia,0,0,0
Pat Batteaux,0,0,0
Fred Baxter,0,0,0
Gary Baxter,0,0,0
Aaron Beasley,0,1,1
Anthony Becht,0,0,0
Brad Bedell,0,0,0
Jason Bell,0,0,0
Marcus Bell,0,0,0
Jay Bellamy,0,0,0
Jason Belser,0,0,0
Drew Bennett,0,0,0
Brandon Bennett,0,0,0
Donnell Bennett,0,0,0
Michael Bennett,0,0,0
Tommy Bennett,0,0,0
Mitch Berger,0,0,0
Eddie Berlin,0,0,0
Bertrand Berry,0,2,0
Josh Bidwell,0,0,0
Greg Biekert,0,1,0
David Binn,0,0,0
Cory Bird,0,0,0
Avion Black,0,1,0
Marty Booker,0,0,0
Michael Booker,0,0,0
Alfonso Boone,0,1,0
David Boston,0,0,0
Matt Bowen,0,0,0
Tim Bowens,0,0,0
Andy Bowers,0,0,0
R.J. Bowers,0,0,0
Fabien Bownes,0,0,0
James Boyd,0,0,0
Brant Boyer,0,0,0
Corey Bradford,0,0,0
Ronnie Bradford,0,0,0
Kyle Brady,0,0,0
Tom Brady,0,0,0
Rich Braham,0,0,0
O.J. Brigance,0,0,0
Jeremy Brigham,0,0,0
Zack Bronson,0,1,0
Jason Brookins,0,0,0
Bobby Brooks,0,0,0
Rodregis Brooks,0,0,0
Luther Broughton,0,0,0
Delvin Brown,0,0,0
Gilbert Brown,0,0,0
Kris Brown,0,0,0
Lance Brown,0,0,0
Ray Brown,0,0,0
Lomas Brown,0,0,0
Na Brown,0,0,0
Ralph Brown,0,0,0
Ruben Brown,0,0,0
Tim Brown,0,0,0
Troy Brown,0,0,0
John Browning,0,0,0
Isaac Bruce,0,0,0
Mark Brunell,0,0,0
Fernando Bryant,0,0,0
Shawn Bryson,0,0,0
Correll Buckhalter,0,1,0
Terrell Buckley,0,0,0
Keith Bulluck,0,2,0
Derrick Burgess,0,1,0
Tom Burke,0,1,0
Rob Burnett,0,1,0
Plaxico Burress,0,0,0
Jeff Burris,0,0,0
Shane Burton,0,0,0
Lewis Bush,0,0,0
Steve Bush,0,0,0
Jerametrius Butler,0,0,0
LeRoy Butler,0,0,0
Lamar Campbell,0,1,0
Matt Campbell,0,0,0
Trung Canidate,0,0,0
James Cannida,0,0,0
Leonardo Carson,0,2,0
Dwayne Carswell,0,0,0
Robert Carswell,0,0,0
Chris Carter,0,2,0
Cris Carter,0,0,0
Dale Carter,0,0,0
Dyshod Carter,0,0,0
Ki-Jana Carter,0,0,0
Kevin Carter,0,0,0
Tom Carter,0,0,0
Tim Carter,0,0,0
Tyrone Carter,0,1,1
Johndale Carty,0,0,0
Aveion Cason,0,0,0
Quinton Caver,0,0,0
Larry Centers,0,0,0
Marq Cerqua,0,0,0
Chris Chambers,0,0,0
Roger Chanoine,0,0,0
Doug Chapman,0,0,0
Lamar Chapman,0,0,0
Martin Chase,0,0,0
Matt Chatham,0,0,0
Corey Chavous,0,0,0
Je'Rod Cherry,0,0,0
Larry Chester,0,1,0
Randy Chevrier,0,0,0
Bob Christian,0,0,0
Kendrick Clancy,0,0,0
Travis Claridge,0,0,0
Darius Clark,0,0,0
Desmond Clark,0,0,0
Phil Clarke,0,0,0
Felipe Claybrooks,0,0,0
Anthony Clement,0,0,0
Rich Coady,0,0,0
Tay Cody,0,0,0
Dustin Cohen,0,0,0
Chris Coleman,0,0,0
Fred Coleman,0,1,0
Rod Coleman,0,1,0
Laveranues Coles,0,0,0
Stalin Colinet,0,1,0
Bobby Collins,0,0,0
Calvin Collins,0,0,0
Chris Combs,0,0,0
Greg Comella,0,0,0
Bill Conaty,0,0,0
Albert Connell,0,0,0
Curtis Conway,0,0,0
Ernie Conwell,0,0,0
Chris Cooper,0,0,0
Jarrod Cooper,0,0,0
Jose Cortez,0,0,0
Chad Cota,0,1,0
Tim Couch,0,0,0
Sam Cowart,0,0,0
Delbert Cowsette,0,0,0
Bryan Cox,0,1,0
Jason Craft,0,0,0
Casey Crawford,0,0,0
Ray Crockett,0,0,0
Henri Crockett,0,0,0
Zack Crockett,0,0,0
Germane Crowell,0,0,0
Alge Crumpler,0,0,0
Darrel Crutchfield,0,0,0
Daunte Culpepper,0,0,0
Donte Curry,0,0,0
Matt Cushing,0,0,0
Lional Dalton,0,0,0
Chartric Darby,0,1,0
J.P. Darche,0,0,0
Donovin Darius,0,0,0
John Davis,0,0,0
Rob Davis,0,0,0
Russell Davis,0,0,0
Terrell Davis,0,0,0
JaJuan Dawson,0,0,0
Phil Dawson,0,0,0
Ron Dayne,0,0,0
James Dearth,0,0,0
Jerry DeLoach,0,0,0
Rick DeMulling,0,0,0
Anthony Denman,0,0,0
Pat Dennis,0,0,0
Autry Denson,0,0,0
Jared DeVries,0,0,0
David Diaz-Infante,0,0,0
Ryan Diem,0,0,0
Na'il Diggs,0,0,0
Corey Dillon,0,0,0
Adrian Dingle,0,0,0
Gerald Dixon,0,0,0
Ron Dixon,0,0,0
Tony Dixon,0,0,0
Matt Dominguez,0,0,0
Kevin Donnalley,0,0,0
Anthony Dorsett,0,0,0
Dameane Douglas,0,0,0
Marques Douglas,0,0,0
Eric Downing,0,0,0
Chris Draft,0,0,0
Scott Dragos,0,0,0
Tyronne Drakeford,0,0,0
Donald Driver,0,0,0
Tony Driver,0,0,0
Shane Dronett,0,1,0
Reuben Droughns,0,0,0
Ron Dugans,0,0,0
David Dunn,0,0,0
Warrick Dunn,0,0,0
Tim Dwight,0,0,0
Deon Dyer,0,0,0
Kevin Dyson,0,0,0
Paul Edinger,0,0,0
Antuan Edwards,0,0,0
Marc Edwards,0,0,0
Mario Edwards,0,1,0
Ron Edwards,0,0,0
Ebenezer Ekuban,0,0,0
Jason Elam,0,0,0
Shane Elam,0,0,0
Ed Ellis,0,0,0
Percy Ellsworth,0,0,0
Bert Emanuel,0,0,0
Carlos Emmons,0,0,0
Heath Evans,0,0,0
Demetric Evans,0,0,0
Jason Fabini,0,0,0
Carl Fair,0,0,0
Terry Fair,0,0,0
Alan Faneca,0,0,0
Danny Farmer,0,0,0
Mario Fatafehi,0,0,0
Kevin Faulk,0,0,0
Marshall Faulk,0,0,0
Christian Fauria,0,0,0
Greg Favors,0,0,0
Jay Feely,0,0,0
James Fenderson,0,0,0
Frank Ferrara,0,0,0
John Fiala,0,1,0
Jay Fiedler,0,0,0
Mark Fields,0,0,0
Jim Finn,0,0,0
Dave Fiore,0,0,0
Mike Flanagan,0,0,0
Jim Flanigan,0,0,0
Zeron Flemister,0,0,0
Jamar Fletcher,0,0,0
Terrell Fletcher,0,0,0
Erik Flowers,0,0,0
Lee Flowers,0,0,0
Mike Flynn,0,0,0
Albert Fontenot,0,0,0
Jerry Fontenot,0,0,0
Henry Ford,0,0,0
Todd Fordham,0,0,0
Larry Foster,0,0,0
Hank Fraley,0,0,0
Bubba Franks,0,0,0
Antonio Freeman,0,0,0
Arturo Freeman,0,1,0
Scott Frost,0,1,0
Chris Fuamatu-Ma'afala,0,0,0
Mondriel Fulcher,0,0,0
Curtis Fuller,0,0,0
Oronde Gadsden,0,0,0
Scott Galyon,0,1,0
Trent Gamble,0,0,0
Kendall Gammon,0,0,0
Wayne Gandy,0,0,0
Rich Gannon,0,0,0
Frank Garcia,0,0,0
Jeff Garcia,0,0,0
Chris Gardocki,0,0,0
Kelvin Garmon,0,0,0
Charlie Garner,0,0,0
Sam Garnes,0,0,0
Winfield Garnett,0,0,0
Olandis Gary,0,0,0
Willie Gary,0,0,0
Sam Gash,0,0,0
Benjamin Gay,0,0,0
Trevor Gaylor,0,0,0
Eddie George,0,0,0
Reggie Germany,0,0,0
Damon Gibson,0,0,0
David Gibson,0,0,0
Derrick Gibson,0,0,0
Oliver Gibson,0,1,0
Steve Gleason,0,1,0
Jason Glenn,0,0,0
Tarik Glenn,0,0,0
Mike Goff,0,0,0
Nick Goings,0,0,0
Jack Golden,0,0,0
Tony Gonzalez,0,0,0
Darrien Gordon,0,0,0
Toby Gowin,0,0,0
Scott Gragg,0,0,0
Aaron Graham,0,0,0
Jay Graham,0,0,0
Jeff Graham,0,0,0
Shayne Graham,0,0,0
Bill Gramatica,0,0,0
Deon Grant,0,0,0
Ernest Grant,0,0,0
Paul Grasmanis,0,0,0
Elvis Grbac,0,0,0
Ahman Green,0,0,0
Darrell Green,0,0,0
Donny Green,0,0,0
Jacquez Green,0,0,0
Mike Green,0,0,0
Ray Green,0,0,0
Trent Green,0,0,0
Morlon Greenwood,0,0,0
Donovan Greer,0,0,0
Kelly Gregg,0,0,0
Damian Gregory,0,0,0
Brian Griese,0,0,0
Cornelius Griffin,0,1,0
Mike Gruttadauria,0,0,0
Brock Gutierrez,0,0,0
Az-Zahir Hakim,0,0,0
Jermaine Haley,0,0,0
Cory Hall,0,1,0
Dante Hall,0,0,0
James Hall,0,2,1
Lamont Hall,0,0,0
John Hall,0,0,0
Travis Hall,0,1,0
Darren Hambrick,0,1,0
Troy Hambrick,0,1,0
Bobby Hamilton,0,1,0
Conrad Hamilton,0,0,0
Keith Hamilton,0,0,0
Uhuru Hamiter,0,0,0
Casey Hampton,0,1,0
Jermaine Hampton,0,0,0
William Hampton,0,1,0
Norman Hand,0,0,0
Phil Hansen,0,0,0
Chris Hanson,0,0,0
Jason Hanson,0,0,0
Patrick Hape,0,0,0
Kevin Hardy,0,1,0
Deveron Harper,0,0,0
Al Harris,0,0,0
Corey Harris,0,0,0
Jackie Harris,0,0,0
Antwan Harris,0,0,0
Lloyd Harrison,0,0,0
Marvin Harrison,0,0,0
Shaunard Harts,0,0,0
Edgerton Hartwell,0,0,0
Matt Hasselbeck,0,0,0
James Hasty,0,0,0
Tim Hauck,0,1,0
Michael Hawkes,0,1,0
Duane Hawthorne,0,0,0
Michael Hawthorne,0,0,0
Donald Hayes,0,0,0
Reggie Hayward,0,0,0
Jeff Hazuga,0,0,0
Todd Heap,0,0,0
Steve Heiden,0,0,0
Nate Hemsley,0,0,0
Jamie Henderson,0,0,0
William Henderson,0,0,0
Tommy Hendricks,0,0,0
Anthony Henry,0,0,0
Craig Hentrich,0,0,0
Chris Hetherington,0,0,0
Renaldo Hill,0,0,0
Ike Hilliard,0,0,0
John Hilliard,0,0,0
Jimmy Hitchcock,0,0,0
Nate Hobgood-Chittick,0,0,0
Sedrick Hodge,0,0,0
James Hodgins,0,0,0
Robert Holcombe,0,0,0
Curtis Holden,0,0,0
John Holecek,0,0,0
Rashad Holman,0,0,0
Priest Holmes,0,0,0
Torry Holt,0,0,0
Brad Hoover,0,0,0
Brad Hopkins,0,0,0
Joe Horn,0,0,0
Kevin Houser,0,0,0
T.J. Houshmandzadeh,0,0,0
Bobbie Howard,0,1,0
Reggie Howard,0,0,0
Willie Howard,0,0,0
John Howell,0,0,0
Corey Hulsey,0,0,0
Deon Humphrey,0,0,0
Cletidus Hunt,0,1,0
Trevor Insley,0,0,0
Ken Irvin,0,0,0
Qadry Ismail,0,0,0
Raghib Ismail,0,0,0
Steve Israel,0,0,0
Jabari Issa,0,0,0
Corey Ivy,0,0,0
Chidi Iwuoma,0,0,0
Darrell Jackson,0,0,0
Grady Jackson,0,1,0
Jarious Jackson,0,0,0
Raymond Jackson,0,0,0
Sheldon Jackson,0,0,0
Nate Jacquet,0,0,0
Edgerrin James,0,0,0
Sebastian Janikowski,0,0,0
Patrick Jeffers,0,0,0
Shawn Jefferson,0,0,0
Billy Jenkins,0,0,0
Kerry Jenkins,0,0,0
Kris Jenkins,0,1,0
MarTay Jenkins,0,0,0
Ronney Jenkins,0,1,0
Brandon Jennings,0,0,0
Brian Jennings,0,0,0
Jonas Jennings,0,0,0
Ligarius Jennings,0,0,0
John Jett,0,0,0
Chad Johnson,0,0,0
Charles Johnson,0,0,0
Eric Johnson,0,0,0
Eric Johnson,0,0,0
J.J. Johnson,0,0,0
Jerry Johnson,0,0,0
Kevin Johnson,0,0,0
Keyshawn Johnson,0,0,0
Pat Johnson,0,0,0
Riall Johnson,0,0,0
Rob Johnson,0,0,0
Leon Johnson,0,0,0
Dhani Jones,0,0,0
Fred Jones,0,0,0
Henry Jones,0,0,0
John Jones,0,0,0
Lenoy Jones,0,0,0
Thomas Jones,0,0,0
Andrew Jordan,0,0,0
Antony Jordan,0,0,0
Leander Jordan,0,0,0
Randy Jordan,0,0,0
Kerry Joseph,0,0,0
Matt Joyce,0,0,0
Trey Junkin,0,0,0
Joe Jurevicius,0,0,0
Isaiah Kacyvenski,0,0,0
Kevin Kaesviharn,0,0,0
N. D. Kalu,0,0,0
John Kasay,0,0,0
Kevin Kasper,0,0,0
Ben Kelly,0,0,0
Brian Kelly,0,0,0
Maurice Kelly,0,0,0
Kenoy Kennedy,0,0,0
Lincoln Kennedy,0,0,0
Danny Kight,0,0,0
Terry Killens,0,0,0
Cedric Killings,0,0,0
Andre King,0,0,0
Lamar King,0,1,0
Erron Kinney,0,0,0
Terry Kirby,0,0,0
Travis Kirschke,0,0,0
Jon Kitna,0,0,0
Jimmy Kleinsasser,0,0,0
Marcus Knight,0,0,0
Roger Knight,0,0,0
Tom Knight,0,0,0
Micah Knorr,0,1,0
Aaron Koch,0,0,0
Ross Kolodziej,0,0,0
Rob Konrad,0,0,0
Scott Kowalkowski,0,0,0
Brian Kozlowski,0,0,0
Dan Kreider,0,0,0
Clint Kriewaldt,0,0,0
Ryan Kuehl,0,0,0
Justin Kurpeikis,0,0,0
Jason Kyle,0,1,0
Matt LaBounty,0,0,0
Carnell Lake,0,1,0
Jevon Langford,0,0,0
Kareem Larrimore,0,0,0
Leif Larsen,0,0,0
Ty Law,0,0,0
George Layne,0,0,0
Shane Lechler,0,0,0
Lance Legree,0,1,0
Matt Lepsis,0,0,0
Leon Lett,0,0,0
Otis Leverette,0,0,0
Damione Lewis,0,1,0
Jonas Lewis,0,0,0
Kevin Lewis,0,0,0
Michael L. Lewis,0,0,0
Brody Liddiard,0,0,0
Rian Lindell,0,0,0
Everett Lindsay,0,0,0
Chris Liwienski,0,0,0
Kevin Lockett,0,0,0
Kevin Long,0,0,0
Ryan Longwell,0,0,0
Al Lucas,0,0,0
Justin Lucas,0,0,0
Ken Lucas,0,1,0
Todd Lyght,0,1,0
Keith Lyle,0,0,0
Rick Lyle,0,1,0
Dustin Lyman,0,0,0
J.P. Machado,0,0,0
Stacey Mack,0,0,0
David Macklin,0,0,0
Sam Madison,0,0,0
Joel Makovicka,0,0,0
Kris Mangum,0,0,0
Patrick Mannelly,0,0,0
Peyton Manning,0,1,0
Brandon Manumaleuna,0,0,0
Torrance Marshall,0,1,0
Cecil Martin,0,0,0
Curtis Martin,0,0,0
David Martin,0,0,0
Steve Martin,0,2,0
Mike Maslowski,0,0,0
Derrick Mason,0,0,0
Eddie Mason,0,0,0
Brad Maynard,0,0,0
Fred McAfee,0,2,0
Chris McAlister,0,0,0
Deuce McAllister,0,0,0
Tod McBride,0,0,0
Keenan McCardell,0,0,0
Norris McCleary,0,0,0
Central McClellion,0,0,0
Todd McClure,0,0,0
Andy McCollum,0,0,0
Fred McCrary,0,0,0
Michael McCrary,0,0,0
Emmanuel McDaniel,0,1,0
Jeremy McDaniel,0,0,0
Sean McDermott,0,0,0
Kevin McDougal,0,0,0
Ray McElroy,0,0,0
Anthony McFarland,0,0,0
Wane McGarity,0,0,0
Scott McGarrahan,0,0,0
Chester McGlockton,0,0,0
Reggie McGrew,0,0,0
Keith McKenzie,0,0,0
Mike McKenzie,0,0,0
Alvin McKinley,0,0,0
Dennis McKinley,0,0,0
Jeremy McKinney,0,0,0
Steve McKinney,0,0,0
Mike McMahon,0,0,0
Todd McMillon,0,0,0
Steve McNair,0,0,0
Rondell Mealey,0,1,1
Rob Meier,0,0,0
Than Merrill,0,0,0
Ahmad Merritt,0,0,0
Eric Metcalf,0,0,0
Willie Middlebrooks,0,0,0
Frank Middleton,0,0,0
John Milem,0,0,0
Itula Mili,0,0,0
Jim Miller,0,0,0
Lawyer Milloy,0,1,0
Kory Minor,0,0,0
Travis Minor,0,0,0
Paul Miranda,0,1,0
Anthony Mitchell,0,0,0
Brandon Mitchell,0,0,0
Brian Mitchell,0,0,0
Donald Mitchell,0,0,0
Freddie Mitchell,0,0,0
Jeff Mitchell,0,0,0
Tywan Mitchell,0,0,0
Kenny Mixon,0,0,0
Chris Mohr,0,0,0
Mike Mohring,0,0,0
Alex Molden,0,0,0
Mario Monds,0,0,0
Rod Monroe,0,0,0
Scottie Montgomery,0,0,0
Pete Monty,0,0,0
Dave Moore,0,0,0
Herman Moore,0,0,0
Larry Moore,0,0,0
Marty Moore,0,0,0
Brian Moorman,0,0,0
Sean Moran,0,0,0
Dan Morgan,0,1,0
Don Morgan,0,0,0
Quincy Morgan,0,0,0
Aric Morris,0,0,0
Rob Morris,0,0,0
Sammy Morris,0,0,0
Harold Morrow,0,1,0
Johnnie Morton,0,0,0
Mike Morton,0,0,0
Kelvin Moses,0,0,0
Randy Moss,0,0,0
Santana Moss,0,0,0
Eric Moulds,0,0,0
Muhsin Muhammad,0,0,0
