Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Kurt Warner,4830,8.8,546,375,68.7,36,22,101.4,233,42.7,81,11,65,38,233
Peyton Manning,4131,7.6,547,343,62.7,26,23,84.1,201,36.8,55,11,86,29,232
Brett Favre,3921,7.7,510,314,61.6,32,15,94.1,187,36.7,53,13,67,22,151
Aaron Brooks,3832,6.9,558,312,55.9,26,22,76.4,183,32.8,55,13,63,50,330
Rich Gannon,3828,7,549,361,65.8,27,9,95.5,194,35.3,45,5,49,27,155
Trent Green,3783,7.2,523,296,56.6,17,24,71.1,176,33.6,51,12,67,39,198
Kerry Collins,3764,6.6,568,327,57.6,19,16,77.1,189,33.3,52,7,76,36,206
Jake Plummer,3653,7,525,304,57.9,18,14,79.6,177,33.7,52,11,68,29,204
Jeff Garcia,3538,7,504,316,62.7,32,12,94.8,183,36.3,40,10,61,26,114
Doug Flutie,3464,6.6,521,294,56.4,15,18,72,166,31.9,43,4,78,25,168
Brad Johnson,3406,6.1,559,340,60.8,13,11,77.7,179,32,34,1,47,44,269
Steve McNair,3350,7.8,431,264,61.2,21,12,90.2,159,36.9,51,10,71,37,251
Mark Brunell,3309,7,473,289,61.1,19,13,84.1,164,34.7,37,2,44,57,387
Jay Fiedler,3290,7.3,450,273,60.7,20,19,80.3,152,33.8,41,7,74,27,178
Donovan McNabb,3233,6.6,493,285,57.8,25,12,84.3,136,27.6,44,9,64,39,273
Jon Kitna,3216,5.5,581,313,53.9,12,22,61.2,171,29.4,32,2,49,25,185
Kordell Stewart,3109,7,442,266,60.2,14,11,81.7,145,32.8,44,6,90,29,175
Tim Couch,3040,6.7,454,272,59.9,17,21,73.1,134,29.5,39,7,78,51,353
Elvis Grbac,3033,6.5,467,265,56.8,15,18,71.1,149,31.9,37,6,77,28,215
Chris Weinke,2931,5.4,540,293,54.3,11,19,62,137,25.4,31,4,48,26,177
Chris Chandler,2847,7.8,365,223,61.1,16,14,84.1,127,34.8,34,9,94,41,261
Tom Brady,2843,6.9,413,264,63.9,18,12,86.5,143,34.6,32,6,91,41,216
Brian Griese,2827,6.3,451,275,61,23,19,78.5,150,33.3,25,2,65,38,241
Vinny Testaverde,2752,6.2,441,260,59,15,14,75.3,144,32.6,38,1,40,18,122
Daunte Culpepper,2612,7.1,366,235,64.2,14,13,83.3,126,34.4,34,5,57,33,186
Charlie Batch,2392,7,341,198,58.1,12,12,76.8,107,31.4,37,5,76,33,176
Tony Banks,2386,6.4,370,198,53.5,10,10,71.3,106,28.6,30,6,85,29,173
Jim Miller,2299,5.8,395,228,57.7,13,10,74.9,106,26.8,27,7,66,11,72
Alex Van Pelt,2056,6.7,307,178,58,12,11,76.4,99,32.2,26,6,80,14,73
Matt Hasselbeck,2023,6.3,321,176,54.8,7,8,70.9,91,28.4,26,4,64,38,251
Rob Johnson,1465,6.8,216,134,62,5,7,76.2,70,32.4,19,4,61,31,196
Quincy Carter,1072,6.1,176,90,51.1,5,7,63,46,26.1,14,6,64,12,56
Trent Dilfer,1014,8.3,122,73,59.8,7,4,92,43,35.2,17,7,54,10,72
Ty Detmer,906,6,151,92,60.9,3,10,56.9,43,28.5,8,0,27,12,75
Todd Bouman,795,8.9,89,51,57.3,8,4,98.3,32,36,9,4,80,4,27
Mike Vick,785,7,113,50,44.2,2,3,62.7,34,30.1,11,4,52,21,113
Shane Matthews,694,5.4,129,84,65.1,5,6,72.3,44,34.1,6,0,34,6,48
Mike McMahon,671,5.8,115,53,46.1,3,1,69.9,34,29.6,7,1,69,21,122
Randall Cunningham,573,6.4,89,54,60.7,3,2,81.3,31,34.8,6,0,30,12,66
Anthony Wright,529,5.4,98,48,49,5,5,61.1,23,23.5,5,2,80,5,30
Neil O'Donnell,496,6.5,76,42,55.3,2,2,73.1,19,25,3,0,35,6,58
Ryan Leaf,494,5.6,88,45,51.1,1,3,57.7,24,27.3,8,0,38,12,82
Spergon Wynn,418,4.3,98,48,49,1,6,38.6,20,20.4,2,1,47,10,65
Drew Bledsoe,400,6.1,66,40,60.6,2,2,75.3,18,27.3,4,1,58,5,21
Jonathan Quinn,361,5.9,61,32,52.5,1,1,69.1,17,27.9,6,1,45,6,43
Clint Stoerner,314,6.4,49,26,53.1,3,5,53.8,17,34.7,5,0,28,5,22
Gus Frerotte,308,6.4,48,30,62.5,3,0,101.7,19,39.6,5,0,26,3,21
Drew Brees,221,8.2,27,15,55.6,1,0,94.8,11,40.7,4,1,40,2,12
Shaun King,210,6.8,31,21,67.7,0,1,73.3,10,32.3,2,1,42,3,29
Travis Brown,201,6.1,33,15,45.4,1,2,50.2,11,33.3,3,0,34,1,2
