Player,Rush Yds,Att,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM
Priest Holmes,1555,327,8,11,1,41,80,24.5,2
Curtis Martin,1513,333,10,9,1,47,77,23.1,2
Stephen Davis,1432,356,5,8,0,32,74,20.8,6
Ahman Green,1387,304,9,11,4,83,57,18.8,5
Marshall Faulk,1382,260,12,8,4,71,70,26.9,2
Shaun Alexander,1318,309,14,8,4,88,61,19.7,4
Corey Dillon,1315,340,10,9,2,96,69,20.3,5
Ricky Williams,1245,313,6,2,1,46,58,18.5,6
LaDainian Tomlinson,1236,339,10,7,1,54,67,19.8,5
Garrison Hearst,1206,252,4,7,1,43,53,21,0
Anthony Thomas,1183,278,7,8,1,46,57,20.5,0
Antowain Smith,1157,287,12,7,2,44,58,20.2,4
Dominic Rhodes,1104,233,9,6,2,77,57,24.5,5
Jerome Bettis,1072,225,4,9,3,48,46,20.4,3
Emmitt Smith,1021,261,3,7,1,44,47,18,1
Lamar Smith,968,313,6,1,0,25,47,15,4
Eddie George,939,315,5,4,0,27,38,12.1,8
Stacey Mack,877,213,9,7,1,54,48,22.5,2
Tiki Barber,865,166,4,8,0,36,40,24.1,3
Michael Pittman,846,241,5,7,1,42,42,17.4,5
Charlie Garner,839,211,1,2,0,38,31,14.7,2
Maurice Smith,760,237,5,6,2,58,34,14.4,1
Travis Henry,729,213,4,2,0,25,34,16,5
Terrell Davis,701,167,0,4,1,57,39,23.4,2
Ron Dayne,690,180,7,4,2,61,38,21.1,2
James Stewart,685,143,1,8,0,38,23,16.1,0
Michael Bennett,682,172,2,3,0,31,23,13.4,0
Mike Alstott,680,165,10,3,0,39,40,24.2,0
Mike Anderson,678,175,4,3,1,62,32,18.3,1
Richard Huntley,665,165,2,1,0,25,28,17,2
Edgerrin James,662,151,3,5,0,29,40,26.5,2
Terry Allen,658,168,3,5,0,26,32,19,1
Duce Staley,604,166,2,2,1,44,29,17.5,2
Correll Buckhalter,586,129,2,4,1,48,28,21.7,2
Troy Hambrick,579,113,2,4,2,80,27,23.9,1
James Jackson,554,195,2,1,0,22,30,15.4,1
Jason Brookins,551,151,5,4,0,25,31,20.5,3
Kordell Stewart,537,96,5,5,2,48,33,34.4,8
Kevan Barlow,512,125,4,3,0,25,26,20.8,1
Donovan McNabb,482,82,2,2,0,33,27,32.9,2
James Allen,469,135,1,0,0,19,25,18.5,1
Chris Fuamatu-Ma'afala,453,120,3,4,1,46,27,22.5,0
Warrick Dunn,447,158,3,2,0,21,20,12.7,2
Jamel White,443,126,5,1,1,51,27,21.4,1
Trung Canidate,441,78,6,5,2,45,18,23.1,1
Amos Zereoue,441,85,1,5,0,32,25,29.4,3
Daunte Culpepper,416,71,5,3,0,34,31,43.7,7
