Team,FR TD,SFTY,INT TD
Broncos,4,0,4
Bills,2,0,0
Vikings,2,0,1
Jets,2,1,0
Steelers,2,0,4
Redskins,2,0,4
Cowboys,1,1,2
Oilers,1,0,0
Raiders,1,2,2
Dolphins,1,0,2
Saints,1,0,3
Giants,1,0,0
Cardinals,1,0,1
49ers,1,1,2
Seahawks,1,1,7
Falcons,0,2,1
Bears,0,1,1
Bengals,0,1,4
Browns,0,0,0
Lions,0,0,0
Packers,0,0,2
Colts,0,1,1
Chiefs,0,0,2
Rams,0,3,3
Patriots,0,1,0
Eagles,0,0,0
Chargers,0,0,4
Buccaneers,0,0,1
