Team,FF,FR,FR TD
Falcons,19,20,0
Cowboys,18,16,1
Vikings,18,17,2
Rams,17,22,0
Jets,17,18,2
Seahawks,17,25,1
Broncos,16,24,4
Redskins,16,21,2
Bears,15,13,0
Colts,14,13,0
Dolphins,14,12,1
Giants,14,16,1
Browns,13,15,0
Saints,13,10,1
Patriots,12,8,0
49ers,12,12,1
Raiders,11,14,1
Bills,10,21,2
Lions,10,11,0
Buccaneers,10,14,0
Eagles,9,11,0
Chargers,9,17,0
Bengals,8,15,0
Cardinals,8,12,1
Oilers,7,11,1
Packers,6,15,0
Steelers,4,10,2
Chiefs,3,11,0
