Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Warren Moon,4690,7.2,655,404,61.7,23,21,81.7,231,35.3,58,7,61,23,174
Dan Marino,3970,7.2,549,318,57.9,25,13,85.8,199,36.2,44,6,54,27,182
Jim Kelly,3844,8.1,474,304,64.1,33,17,97.6,190,40.1,45,10,77,31,227
Mark Rypien,3564,8.5,421,249,59.1,28,11,97.9,169,40.1,49,14,82,7,59
Bernie Kosar,3487,7.1,494,307,62.2,18,9,87.8,161,32.6,42,9,71,41,232
Jim Everett,3438,7,490,277,56.5,11,20,68.9,172,35.1,40,4,78,30,200
Ken O'Brien,3300,6.8,489,287,58.7,10,11,76.6,163,33.3,42,3,53,33,273
John Elway,3253,7.2,451,242,53.7,13,12,75.4,147,32.6,49,9,71,45,305
Jim Harbaugh,3121,6.5,478,275,57.5,15,16,73.7,160,33.5,31,4,84,24,163
Chris Miller,3103,7.5,413,220,53.3,26,18,80.6,141,34.1,45,9,80,23,145
Hugh Millen,3073,7.5,409,246,60.2,9,18,72.5,136,33.2,43,7,60,54,379
Steve DeBerg,2965,6.8,434,256,59,17,14,79.3,156,35.9,29,6,63,19,161
Jeff George,2910,6,485,292,60.2,10,12,73.8,154,31.8,31,2,49,56,481
John Friesz,2896,6,487,262,53.8,12,15,67.1,148,30.4,29,5,58,32,214
Boomer Esiason,2883,7,413,233,56.4,13,16,72.5,139,33.7,39,9,53,25,190
Troy Aikman,2754,7.6,363,237,65.3,11,10,86.7,148,40.8,35,3,61,32,224
Jay Schroeder,2562,7.2,357,189,52.9,15,16,71.4,113,31.6,36,9,78,31,238
Steve Young,2517,9,279,180,64.5,17,8,101.8,109,39.1,35,8,97,13,79
Jim McMahon,2239,7.2,311,187,60.1,12,11,80.3,97,31.2,28,6,75,21,128
Rich Gannon,2166,6.1,354,211,59.6,12,6,81.5,117,33,18,3,50,19,91
Dave Krieg,2080,7.3,285,187,65.6,11,12,82.5,100,35.1,25,3,60,32,216
Tom Tupa,2053,6.5,315,165,52.4,6,13,62,92,29.2,22,5,62,24,197
Jeff Hostetler,2032,7.1,285,179,62.8,5,4,84.1,95,33.3,25,5,55,20,100
Vinny Testaverde,1994,6.1,326,166,50.9,8,15,59,101,31,21,2,87,35,234
Neil O'Donnell,1963,6.9,286,156,54.6,11,7,78.8,99,34.6,23,4,89,30,214
Jeff Kemp,1753,5.9,295,151,51.2,9,17,55.7,82,27.8,15,4,57,20,99
Bobby Hebert,1676,6.8,248,149,60.1,9,8,79,69,27.8,17,5,65,16,134
Steve Walsh,1638,6.4,255,141,55.3,11,6,79.5,86,33.7,22,1,41,3,26
Erik Kramer,1635,6.2,265,136,51.3,11,8,71.8,81,30.6,17,2,73,14,74
Steve Bono,1617,6.8,237,141,59.5,11,4,88.5,86,36.3,14,5,78,11,91
Mike Tomczak,1490,6.3,238,128,53.8,11,9,72.6,74,31.1,18,2,75,13,105
Don Majkowski,1362,6,226,115,50.9,3,8,59.3,59,26.1,16,0,39,30,152
Bubby Brister,1350,7.1,190,103,54.2,9,9,72.9,59,31,17,4,65,15,145
Rodney Peete,1339,6.9,194,116,59.8,5,9,69.9,67,34.5,12,1,68,11,42
Phil Simms,993,7,141,82,58.2,8,4,87,53,37.6,14,0,38,14,79
Steve Beuerlein,909,6.6,137,68,49.6,5,2,77.2,43,31.4,12,2,66,6,49
Chris Chandler,846,5.5,154,78,50.6,5,10,51,43,27.9,4,1,45,17,134
Wade Wilson,825,6.8,122,72,59,3,10,53.5,40,32.8,12,3,46,8,42
Stan Gelbaugh,674,5.7,118,61,51.7,3,10,42.1,34,28.8,8,0,34,10,94
Billy Joe Tolliver,531,6.5,82,40,48.8,4,2,75.8,21,25.6,6,2,75,7,29
Jeff Carlson,404,6.2,65,31,47.7,1,6,34.4,19,29.2,9,0,36,11,73
Blair Kiel,361,7.2,50,29,58,3,2,83.8,17,34,7,0,35,2,13
Tom Hodson,345,5.1,68,36,52.9,1,4,47.7,18,26.5,3,0,32,9,57
Mark Vlasic,316,7.2,44,28,63.6,2,0,100.2,16,36.4,3,0,30,2,16
Donald Hollas,310,5.6,55,32,58.2,1,4,49.8,15,27.3,2,0,23,7,57
Frank Reich,305,7.4,41,27,65.8,6,2,107.2,18,43.9,6,0,29,4,42
Brad Goebel,267,4.8,56,30,53.6,0,6,27,12,21.4,4,0,26,6,37
Todd Marinovich,243,6.1,40,23,57.5,3,0,100.3,14,35,3,0,26,0,0
Erik Wilhelm,217,5.2,42,24,57.1,0,2,51.4,8,19,1,0,29,1,8
Jeff Rutledge,189,8.6,22,11,50,1,0,94.7,9,40.9,3,1,40,2,20
Peter Tom Willis,171,9.5,18,11,61.1,1,1,88,8,44.4,3,1,42,2,9
Mike Pagel,150,5.6,27,11,40.7,2,0,83.9,7,25.9,3,0,30,0,0
Mark Herrmann,137,7.2,19,11,57.9,0,3,40.8,8,42.1,2,0,26,0,0
Vince Evans,127,9.1,14,6,42.9,1,2,59.8,3,21.4,1,1,80,2,11
Cody Carlson,114,9.5,12,7,58.3,1,0,118.1,5,41.7,2,1,68,1,9
Pat Ryan,98,3.8,26,10,38.5,0,4,10.3,5,19.2,1,0,32,4,21
Scott Secules,90,6.9,13,8,61.5,1,1,75.8,5,38.5,0,0,17,1,6
Bob Gagliano,76,3.3,23,9,39.1,0,1,30.3,6,26.1,0,0,17,3,22
Troy Taylor,76,7.6,10,5,50,1,1,69.2,3,30,1,1,51,0,0
Mike Buck,61,30.5,2,1,50,0,1,56.2,1,50,1,1,61,0,0
Kelly Stouffer,57,3.8,15,6,40,0,1,23.5,3,20,0,0,19,2,9
Todd Philcox,49,6.1,8,4,50,0,1,29.7,2,25,1,0,28,0,0
Craig Heyward,44,44,1,1,100,0,0,118.8,1,100,1,1,44,0,0
Jeff Gossett,34,34,1,1,100,0,0,118.8,1,100,1,0,34,0,0
Gary Kubiak,33,6.6,5,3,60,0,0,79.6,2,40,0,0,14,1,8
Bill Musgrave,33,6.6,5,4,80,1,0,133.8,2,40,0,0,15,0,0
Dan McGwire,27,3.9,7,3,42.9,0,1,14.3,1,14.3,0,0,13,0,0
Al Toon,27,27,1,1,100,0,0,118.8,1,100,1,0,27,0,0
Darrin Nelson,25,25,1,1,100,1,0,158.3,1,100,1,0,25,0,0
Steve Sewell,24,8,3,1,33.3,0,0,63.2,1,33.3,1,0,24,0,0
Craig Kupp,23,3.3,7,3,42.9,0,0,51.5,1,14.3,0,0,11,2,23
Barry Helton,22,22,1,1,100,0,0,118.8,1,100,1,0,22,0,0
Randall Cunningham,19,4.8,4,1,25,0,0,46.9,1,25,0,0,19,2,16
Jack Trudeau,19,2.7,7,2,28.6,0,1,0,1,14.3,0,0,11,1,6
Earnest Byner,18,4.5,4,1,25,1,0,85.4,1,25,0,0,18,0,0
Jim Jensen,17,17,1,1,100,0,0,118.8,1,100,0,0,17,0,0
Blair Thomas,16,16,1,1,100,1,0,158.3,1,100,0,0,16,0,0
Jon Vaughn,13,6.5,2,1,50,1,0,110.4,1,50,0,0,13,0,0
Marcus Allen,11,5.5,2,1,50,1,0,106.2,1,50,0,0,11,0,0
Rod Bernstine,11,11,1,1,100,1,0,152.1,1,100,0,0,11,0,0
Brian Hansen,11,11,1,1,100,1,0,152.1,1,100,0,0,11,0,0
Shawn McCarthy,11,11,1,1,100,0,0,112.5,0,0,0,0,11,0,0
Browning Nagle,10,5,2,1,50,0,0,64.6,1,50,0,0,10,0,0
Lee Johnson,3,3,1,1,100,0,0,79.2,0,0,0,0,3,0,0
Neal Anderson,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Keith Byars,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Rich Camarillo,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Brett Favre,0,0,4,0,0,0,2,0,0,0,0,0,0,1,11
Irving Fryar,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Rusty Hilger,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Mark Ingram,0,0,1,0,0,0,0,39.6,0,0,0,0,0,1,2
Hassan Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dave Meggett,0,0,1,0,0,0,0,39.6,0,0,0,0,0,1,0
Eric Metcalf,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
Harry Sydney,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Anthony Thompson,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Harvey Williams,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
