Player,KO,Yds,Ret Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Chip Lohmiller,102,6359,1153,34,33.3,66,17.5,0,0,1,0
Brad Daluiso,83,5006,1009,30,36.1,49,20.6,0,0,2,0
Mike Cofer,80,4878,1288,13,16.2,66,19.5,0,0,1,1
Ken Willis,80,4546,1169,3,3.8,69,16.9,0,1,5,1
Morten Andersen,79,5152,851,43,54.4,35,24.3,0,0,1,2
David Treadwell,75,4202,1096,8,10.7,62,17.7,0,0,2,0
Jeff Jaeger,74,4300,1059,15,20.3,58,18.3,0,0,0,1
Nick Lowery,74,4453,1142,13,17.6,56,20.4,0,0,4,0
Roger Ruzek,73,4485,1121,14,19.2,59,19,0,0,0,0
Norm Johnson,72,4434,1397,6,8.3,66,21.2,0,0,0,1
Eddie Murray,71,3729,1095,2,2.8,63,17.4,0,1,3,0
Pete Stoyanovich,71,4277,1106,11,15.5,57,19.4,0,0,0,0
Gary Anderson,69,4379,825,25,36.2,43,19.2,0,0,1,0
John Kasay,69,3943,819,15,21.7,47,17.4,0,1,1,0
Fuad Reveiz,69,4089,851,21,30.4,43,19.8,0,1,3,0
Lee Johnson,67,4134,741,27,40.3,38,19.5,0,0,1,0
Louie Aguiar,66,3577,865,5,7.6,53,16.3,0,1,2,1
John Carney,66,3936,1034,12,18.2,52,19.9,0,0,2,0
Matt Stover,66,3929,1002,15,22.7,49,20.4,0,0,2,0
Chris Jacke,63,3773,942,15,23.8,46,20.5,0,0,1,0
Matt Bahr,59,3281,777,11,18.6,46,16.9,0,0,1,0
Tony Zendejas,58,3456,657,13,22.4,38,17.3,0,0,5,0
Greg Davis,56,3352,958,11,19.6,42,22.8,0,0,1,1
Ian Howfield,53,3266,723,11,20.8,41,17.6,0,0,1,0
Steve Christie,52,3174,702,18,34.6,31,22.6,0,0,0,0
Kevin Butler,51,2874,852,4,7.8,45,18.9,0,0,1,0
Dean Biasucci,45,2501,557,8,17.8,32,17.4,0,0,3,0
Charlie Baumann,36,2074,553,3,8.3,33,16.8,0,0,0,0
Al Del Greco,31,1739,344,4,12.9,22,15.6,0,0,4,0
Jason Staurovsky,28,1616,413,5,17.9,23,18,0,0,0,0
Chris Gardocki,16,898,282,2,12.5,13,21.7,0,0,1,0
Scott Norwood,16,892,279,2,12.5,14,19.9,0,0,0,0
Pat Leahy,12,301,56,1,8.3,7,8,0,0,0,0
Raul Allegre,10,614,163,1,10,9,18.1,0,0,0,0
Bryan Wagner,5,0,0,1,20,0,0,0,0,0,0
Shawn McCarthy,4,197,58,0,0,4,14.5,0,0,0,0
Bryan Barker,1,64,29,0,0,1,29,0,0,0,0
Jim Breech,1,9,0,0,0,0,0,0,0,0,0
Jeff Feagles,1,56,25,0,0,1,25,0,0,0,0
Brian Hansen,1,48,20,0,0,1,20,0,0,0,0
Dale Hatcher,1,53,14,0,0,1,14,0,0,0,0
Harry Newsome,1,78,0,0,0,0,0,0,0,1,0
Mark Royals,1,49,18,0,0,1,18,0,0,0,0
Rohn Stark,1,42,16,0,0,1,16,0,0,0,0
Rick Tuten,1,215,39,0,0,4,9.8,0,0,0,0
