Player,Rec,Yds,TD,20+,40+,LNG,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts
Haywood Jeffires,100,1181,7,15,3,44,57,57,3,0,0
Michael Irvin,93,1523,8,25,3,66,79,85,3,0,0
Drew Hill,90,1109,4,11,2,61,55,61.1,2,0,0
Marv Cook,82,808,3,8,1,49,34,41.5,2,0,0
Andre Reed,81,1113,10,18,2,55,62,76.5,0,0,0
Andre Rison,81,976,12,13,0,39,51,63,1,0,0
Jerry Rice,80,1206,14,14,7,73,54,67.5,1,0,0
Al Toon,74,963,0,16,0,32,45,60.8,0,0,0
Bill Brooks,72,888,4,12,1,46,47,65.3,0,0,0
Cris Carter,72,962,5,15,3,50,44,61.1,1,0,0
Art Monk,71,1049,8,14,4,64,51,71.8,2,0,0
Brian Blades,70,1003,2,11,3,52,50,71.4,1,0,0
Gary Clark,70,1340,10,21,8,82,52,74.3,0,0,0
Mark Clayton,70,1053,12,12,1,43,62,88.6,0,0,0
Mark Duper,70,1085,5,14,3,43,54,77.1,0,0,0
Ernest Givins,70,996,5,17,1,49,50,71.4,2,0,0
Rob Moore,70,987,5,14,3,53,47,67.1,2,0,0
Sterling Sharpe,69,961,4,15,1,58,48,69.6,0,0,0
Irving Fryar,68,1014,3,13,3,56,49,72.1,1,0,0
Eric Martin,66,803,4,10,0,30,46,69.7,2,0,0
Henry Ellard,64,1052,3,19,0,38,58,90.6,0,0,0
Webster Slaughter,64,906,3,13,3,62,45,70.3,0,0,0
John Taylor,64,1011,9,11,5,97,43,67.2,0,0,0
Floyd Turner,64,927,8,12,4,65,39,60.9,1,0,0
Fred Barnett,62,948,4,14,5,75,42,67.7,2,0,0
Keith Byars,62,564,3,6,0,37,21,33.9,3,0,0
Thurman Thomas,62,631,5,6,1,50,30,48.4,1,0,0
Wendell Davis,61,945,6,14,4,75,47,77,0,0,0
Ernie Jones,61,957,4,12,3,53,42,68.8,1,0,0
John L. Williams,61,499,1,3,0,35,21,34.4,0,0,0
Jessie Hester,60,753,5,9,1,49,44,73.3,3,0,0
Eddie Brown,59,827,2,12,3,53,39,66.1,0,0,0
Ronnie Harmon,59,555,1,6,0,36,28,47.5,2,0,0
Jay Novacek,59,664,4,6,1,49,37,62.7,3,0,0
Steve Jordan,57,638,2,8,0,25,41,71.9,1,0,0
James Lofton,57,1072,8,15,6,77,45,79,2,0,0
Tony Paige,57,469,1,3,0,26,19,33.3,1,0,0
Lawrence Dawsey,55,818,3,9,1,65,42,76.4,0,0,0
Robert Delpino,55,617,1,6,2,78,29,52.7,1,0,0
Curtis Duncan,55,588,4,6,1,42,34,61.8,0,0,0
Louis Lipps,55,671,2,6,0,35,37,67.3,1,0,0
Ricky Proehl,55,766,2,11,2,62,35,63.6,0,0,0
Tom Waddle,55,599,3,3,0,37,32,58.2,2,0,0
Ethan Horton,53,650,5,6,2,52,30,56.6,1,0,0
Brett Perriman,52,668,1,9,1,42,27,51.9,0,0,0
Anthony Carter,51,553,5,5,2,46,27,52.9,0,0,0
Mark Ingram,51,824,3,14,2,41,35,68.6,1,0,0
Tim McGee,51,802,4,15,4,52,34,66.7,1,0,0
Michael Haynes,50,1122,11,18,11,80,38,76,0,0,0
Tommy Kane,50,763,2,8,3,60,32,64,1,0,0
Dave Meggett,50,412,3,4,0,22,25,50,1,0,0
Mike Pritchard,50,624,2,7,0,29,30,60,2,0,0
Merril Hoge,49,379,1,1,0,25,18,36.7,2,0,0
Emmitt Smith,49,258,1,0,0,14,10,20.4,3,0,0
Leroy Hoard,48,567,9,7,2,71,29,60.4,0,0,0
Keith Jackson,48,569,5,7,1,73,26,54.2,2,0,0
Neal Anderson,47,368,3,3,0,26,23,48.9,1,0,0
Mark Carrier,47,698,2,15,0,35,36,76.6,2,0,0
Robert Clark,47,640,6,3,1,68,38,80.8,0,0,0
Mervyn Fernandez,46,694,1,8,2,59,31,67.4,0,0,0
Vince Workman,46,371,4,2,0,25,19,41.3,0,0,0
Ricky Sanders,45,580,5,5,2,45,34,75.6,0,0,0
Keith McKeller,44,434,3,4,0,29,24,54.6,0,0,0
Anthony Miller,44,649,3,8,3,58,28,63.6,1,0,0
Mike Young,44,629,2,10,1,52,29,65.9,1,0,0
Rodney Hampton,43,283,0,0,0,19,16,37.2,1,0,0
Randal Hill,43,495,1,4,0,31,29,67.4,0,0,0
Robb Thomas,43,495,1,4,0,39,24,55.8,0,0,0
Mike Farr,42,431,1,3,0,34,22,52.4,1,0,0
Anthony Johnson,42,344,0,1,0,24,20,47.6,1,0,0
Perry Kemp,42,583,2,9,0,39,20,47.6,2,0,0
Nate Lewis,42,554,3,5,1,49,32,76.2,0,0,0
Tim Barnett,41,564,5,5,4,63,28,68.3,0,0,0
Eric Dickerson,41,269,1,1,0,26,13,31.7,0,0,0
Eric Green,41,582,6,10,1,49,29,70.7,2,0,0
Greg McMurtry,41,614,2,12,1,40,29,70.7,1,0,0
Barry Sanders,41,307,1,3,0,34,18,43.9,0,0,0
James Brooks,40,348,2,2,1,40,16,40,1,0,0
Kevin Mack,40,255,2,1,0,22,11,27.5,0,0,0
Willie Green,39,592,7,7,1,73,27,69.2,0,0,0
Reggie Langhorne,39,505,2,10,1,40,21,53.8,0,0,0
Steve Sewell,38,436,2,8,1,60,20,52.6,1,0,0
Craig McEwen,37,399,3,3,0,30,27,73,0,0,0
Todd McNair,37,342,1,2,0,36,16,43.2,2,0,0
Tim Brown,36,554,5,10,2,78,26,72.2,0,0,0
Emile Harry,35,431,3,3,0,36,29,82.9,0,0,0
Brad Muster,35,287,1,1,0,21,15,42.9,0,0,0
Jim Price,35,410,2,4,0,27,23,65.7,2,0,0
Earnest Byner,34,308,0,3,0,31,18,52.9,0,0,0
Tom Rathman,34,286,0,2,0,32,13,38.2,0,0,0
Ken Clark,33,245,0,2,0,23,10,30.3,1,0,0
Mark Jackson,33,603,1,10,4,71,24,72.7,1,0,0
Herschel Walker,33,204,0,0,0,19,10,30.3,1,0,0
Calvin Williams,33,326,3,2,0,30,18,54.6,1,0,0
Flipper Anderson,32,530,1,5,2,54,25,78.1,2,0,0
Don Beebe,32,414,6,5,0,34,23,71.9,1,0,0
Quinn Early,32,541,2,8,3,52,20,62.5,1,0,0
Damone Johnson,32,253,2,1,0,27,12,37.5,0,0,0
Hassan Jones,32,384,1,2,1,43,21,65.6,1,0,0
Dwight Stone,32,649,5,8,6,89,22,68.8,0,0,0
Brian Brennan,31,325,1,2,0,30,17,54.8,0,0,0
Ron Hall,31,284,0,2,0,24,11,35.5,1,0,0
Rodney Holman,31,445,2,8,0,39,19,61.3,1,0,0
Stephen Baker,30,525,4,7,2,52,23,76.7,0,0,0
Keith Henderson,30,303,0,2,0,23,15,50,0,0,0
Blair Thomas,30,195,1,0,0,18,10,33.3,1,0,0
Roy Green,29,364,0,4,1,42,19,65.5,0,0,0
Johnny Johnson,29,225,2,1,1,51,9,31,0,0,0
