Player,Avg,Ret,Yds,PRet T,20+,40+,Lng,FC,FUM
Cliff Hicks,16.9,12,203,0,3,2,59,7,1
Mel Gray,15.4,25,385,1,5,2,78,14,2
Mitchell Price,14.5,14,203,1,4,1,78,6,0
Brian Mitchell,13.3,45,600,2,8,3,69,21,5
Nate Lewis,11.8,5,59,0,1,0,26,5,0
Kelvin Martin,11.6,21,244,1,2,1,85,8,2
Rod Woodson,11.4,28,320,0,5,1,40,12,2
Tim Brown,11.4,29,330,1,3,1,75,10,1
Jeff Query,11.2,14,157,0,1,0,28,3,1
Dave Meggett,10.2,28,287,1,1,1,70,9,4
Stephen Hobbs,10,1,10,0,0,0,10,0,0
Tony Martin,10,1,10,0,0,0,10,0,0
Ernest Givins,9.7,11,107,0,2,0,29,0,1
Kitrick Taylor,9.6,28,269,0,3,1,48,18,2
Kevin Clark,9.6,7,67,0,0,0,18,1,1
Derrick Shepard,9.5,6,57,0,0,0,14,3,0
Willie Drewrey,9.5,38,360,0,4,0,33,15,3
Chris Warren,9.3,32,298,1,3,1,59,19,2
Vai Sikahema,9.2,26,239,0,1,1,62,4,2
Jerry Gray,9,1,9,0,0,0,9,1,0
Fred Jones,9,12,108,0,1,0,25,2,3
Nate Odomes,9,1,9,0,0,0,9,0,1
Scott Miller,8.9,28,248,0,1,0,32,10,4
Vernon Turner,8.7,23,201,0,3,0,29,4,3
John Taylor,8.6,31,267,0,3,0,24,14,2
Darryl Henley,8.5,13,110,0,0,0,16,4,1
Vince Buck,8.4,31,260,0,1,1,52,13,0
Eric Metcalf,8.3,12,100,0,1,0,30,1,0
Brian Jordan,8.3,14,116,0,0,0,13,9,0
Deion Sanders,8.1,21,170,0,1,0,23,9,1
Ray Horton,8,1,8,0,0,0,8,0,0
John Jackson,7.9,31,244,0,0,0,19,3,3
Rod Harris,7.8,53,416,0,2,1,40,9,4
Johnny Bailey,7.8,36,281,0,3,0,37,11,4
Leo Lewis,7.5,30,225,0,1,1,44,15,3
Jerome Henderson,7.4,27,201,0,2,0,39,10,2
Vance Johnson,7.2,24,174,0,1,0,20,14,1
Anthony Edwards,7,1,7,0,0,0,7,1,0
Shane Garrett,7,1,7,0,0,0,7,0,0
Terance Mathis,6.8,23,157,0,1,0,25,10,2
Troy Stradford,6.8,22,150,0,0,0,18,4,0
Clarence Verdin,6.6,25,165,0,1,0,22,10,2
Webster Slaughter,6.6,17,112,0,0,0,17,3,1
Ricky Proehl,6.5,4,26,0,0,0,14,0,0
Anthony Morgan,6.3,3,19,0,0,0,11,0,0
Pat Coleman,6.3,22,138,0,2,0,24,8,3
Tom Waddle,6.2,5,31,0,0,0,11,3,0
Mark Ingram,6.1,8,49,0,0,0,13,1,1
Keith Cash,6,1,6,0,0,0,6,0,0
Larry Centers,6,5,30,0,0,0,12,2,2
Jeff Graham,5.8,8,46,0,0,0,13,2,0
Brian Brennan,5.5,2,11,0,0,0,11,6,1
Michael Barber,5.4,13,70,0,0,0,15,5,0
Derek Loville,5.3,3,16,0,0,0,18,1,0
Al Edwards,5.3,13,69,0,1,0,21,9,2
Sanjay Beach,5.3,10,53,0,0,0,15,0,1
Irving Fryar,5,2,10,0,0,0,10,4,1
Dwayne Harper,5,1,5,0,0,0,5,0,0
Paul Skansi,5,1,5,0,0,0,5,0,0
Gill Fenerty,4.6,12,55,0,0,0,13,7,0
Ricky Nattiel,4.3,10,43,0,0,0,17,2,2
Alan Grant,3,2,6,0,0,0,6,2,0
Mark Green,3,3,9,0,0,0,8,1,2
Erric Pegram,3,1,3,0,0,0,3,0,0
Bobby Morse,2,1,2,0,0,0,2,0,0
Carl Carter,1,1,1,0,0,0,1,0,0
Brian Davis,1,1,1,0,0,0,1,0,0
Shawn Vincent,1,1,1,0,0,0,1,0,0
Darrick Brownlow,0,1,0,0,0,0,0,0,0
Steve Jackson,0,1,0,0,0,0,0,0,1
Lynn James,0,1,0,0,0,0,0,0,1
Melvin Jenkins,0,1,0,0,0,0,0,0,1
E.J. Junior,0,1,0,0,0,0,0,0,0
Kevin Lewis,0,1,0,0,0,0,0,0,1
Ernie Mills,0,1,0,1,0,0,0,0,0
David Pool,0,1,0,0,0,0,0,0,1
Marcus Robertson,0,1,0,0,0,0,0,0,1
Vince Workman,0,1,0,0,0,0,0,0,1
Tony Zackery,0,1,0,0,0,0,0,0,1
Curtis Duncan,-1,1,-1,0,0,0,0,3,1
