Player,Rush Yds,Att,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM
Emmitt Smith,1563,365,12,7,2,75,77,21.1,5
Barry Sanders,1548,342,16,11,6,69,91,26.6,5
Thurman Thomas,1407,288,7,11,0,33,62,21.5,4
Rodney Hampton,1059,256,10,5,1,44,58,22.7,4
Earnest Byner,1048,274,5,4,0,32,45,16.4,3
Gaston Green,1037,261,4,7,3,63,45,17.2,3
Christian Okoye,1031,225,9,5,1,48,67,29.8,5
Leonard Russell,959,266,4,5,0,24,54,20.3,8
Mark Higgs,905,231,4,4,0,24,57,24.7,3
Marion Butts,834,193,6,7,1,44,39,20.2,3
Herschel Walker,825,198,10,4,2,71,49,24.8,1
Rod Bernstine,766,159,8,2,1,63,48,30.2,1
Reggie Cobb,752,196,7,4,1,59,44,22.4,2
Neal Anderson,747,210,6,5,1,42,41,19.5,4
John L. Williams,741,188,4,3,1,42,34,18.1,2
Harold Green,731,158,2,5,1,75,27,17.1,2
Blair Thomas,728,189,3,3,0,25,41,21.7,2
Kevin Mack,726,197,8,2,1,51,46,23.4,1
Allen Pinkett,720,171,9,4,0,32,45,26.3,2
Robert Delpino,688,214,9,2,0,36,40,18.7,2
Barry Word,684,160,4,4,0,37,36,22.5,1
Ricky Ervins,680,145,3,3,1,65,30,20.7,1
Brad Baxter,666,184,11,1,0,31,47,25.5,6
Johnny Johnson,666,196,4,4,0,21,42,21.4,2
Kenneth Davis,624,129,4,4,1,78,41,31.8,0
Merril Hoge,610,165,2,1,0,24,31,18.8,1
Roger Craig,590,162,1,0,0,15,21,13,2
James Brooks,571,152,2,2,0,25,29,19.1,5
Terry Allen,563,120,2,2,1,55,29,24.2,4
Keith Henderson,561,137,2,1,0,25,21,15.3,4
Ronnie Harmon,544,89,1,3,0,33,19,21.4,0
Eric Dickerson,536,167,2,3,0,28,21,12.6,6
Fred McAfee,494,109,2,3,0,34,23,21.1,2
Barry Foster,488,96,1,3,1,56,19,19.8,5
Gill Fenerty,477,139,3,3,1,54,22,15.8,1
Darrell Thompson,471,141,1,1,1,40,24,17,1
Lorenzo White,465,110,4,1,0,20,39,35.4,2
Steve Broussard,449,99,4,3,0,36,24,24.2,1
Harvey Williams,447,97,1,1,0,21,21,21.6,1
James Joseph,440,135,3,3,0,24,24,17.8,2
Steve Young,415,66,4,1,0,21,28,42.4,3
Brad Muster,412,90,6,1,0,24,25,27.8,0
Keith Byars,383,94,1,1,0,28,23,24.5,2
Dexter Carter,379,85,2,3,1,53,17,20,3
Greg Lewis,376,99,4,3,0,27,21,21.2,3
Anthony Thompson,376,126,1,2,0,22,19,15.1,3
Ken Clark,366,114,0,1,0,25,19,16.7,3
Mike Rozier,361,96,0,0,0,19,15,15.6,2
Erric Pegram,349,101,1,1,0,34,13,12.9,1
Johnny Hector,345,62,0,1,1,47,19,30.6,0
Jim Harbaugh,338,70,2,1,0,20,28,40,4
Keith Woodside,326,84,1,2,0,29,16,19,2
