Team,FF,FR,FR TD
Lions,10,8,0
49ers,9,4,0
Bears,8,7,0
Oilers,7,14,1
Vikings,7,9,1
Jets,7,9,0
Falcons,6,15,1
Bills,6,8,0
Browns,6,11,0
Chiefs,6,10,0
Rams,6,7,0
Raiders,6,11,1
Dolphins,6,8,0
Patriots,6,11,0
Saints,6,13,0
Giants,6,6,0
Steelers,6,8,0
Seahawks,6,8,0
Packers,5,11,1
Colts,5,5,0
Chargers,5,12,0
Buccaneers,5,10,0
Cowboys,4,10,1
Broncos,4,7,0
Eagles,4,12,1
Redskins,4,13,0
Cardinals,3,9,0
Bengals,1,6,0
