Team,FR TD,SFTY,INT TD
Falcons,1,0,0
Cowboys,1,0,1
Packers,1,0,0
Oilers,1,0,0
Raiders,1,0,3
Vikings,1,1,1
Eagles,1,0,1
Bills,0,0,0
Bears,0,1,1
Bengals,0,1,2
Browns,0,0,1
Broncos,0,2,0
Lions,0,0,1
Colts,0,0,1
Chiefs,0,0,3
Rams,0,0,0
Dolphins,0,0,2
Patriots,0,1,1
Saints,0,0,0
Giants,0,1,1
Jets,0,0,1
Cardinals,0,0,0
Steelers,0,1,0
Chargers,0,2,0
49ers,0,0,1
Seahawks,0,0,1
Buccaneers,0,0,0
Redskins,0,0,0
