Team,FF,FR,FR TD
Jets,23,20,1
Seahawks,23,20,1
Dolphins,20,18,1
Patriots,20,24,3
Chargers,18,16,0
Lions,17,18,0
Vikings,17,22,1
Buccaneers,17,22,0
Colts,16,17,1
Packers,15,25,1
Saints,15,16,2
Bears,14,20,1
Raiders,14,13,0
49ers,13,17,3
Oilers,12,20,0
Rams,12,16,0
Cardinals,11,14,0
Bills,9,15,1
Broncos,9,12,0
Giants,9,13,0
Redskins,8,11,0
Browns,7,9,0
Chiefs,7,14,1
Eagles,7,14,0
Steelers,7,14,0
Falcons,6,12,1
Bengals,6,19,0
Cowboys,5,15,0
