Team,FF,FR,FR TD
Bears,27,0,0
Dolphins,27,0,0
Chiefs,23,0,0
Broncos,22,0,0
Cowboys,21,0,0
Cardinals,21,0,0
Colts,20,0,0
Falcons,19,0,0
Rams,19,0,0
Eagles,19,0,0
Buccaneers,19,0,0
Lions,18,1,0
Seahawks,18,0,0
Giants,17,0,0
Chargers,17,0,0
49ers,17,0,0
Bills,16,0,0
Packers,16,0,0
Panthers,15,0,0
Saints,15,0,0
Bengals,14,1,0
Vikings,14,2,0
Patriots,14,0,0
Ravens,13,0,0
Texans,13,0,0
Jets,13,0,0
Steelers,13,1,0
Redskins,12,0,0
Titans,10,0,0
Raiders,9,1,0
Browns,8,1,0
Jaguars,8,0,0
