Team,FGM,Att,FG %,1-19 > A-M,20-29 > A-M,30-39 > A-M,40-49 > A-M,50-59 > A-M,60+ > A-M,Lng,FG Blk
Dolphins,30,37,81.1,0_0,9_9,16_14,4_4,0_0,0_0,53,0
Redskins,30,40,75,2_2,9_9,15_9,12_8,0_0,0_0,53,0
Saints,29,34,85.3,0_0,10_10,10_8,11_8,0_0,0_0,52,0
Steelers,28,36,77.8,0_0,13_12,15_12,6_4,0_0,0_0,49,3
Chargers,26,32,81.2,0_0,14_13,7_5,8_7,0_0,0_0,50,2
Bills,24,30,80,2_2,9_9,6_3,8_7,0_0,0_0,54,2
Cowboys,24,35,68.6,0_0,7_6,14_10,10_5,0_0,0_0,53,1
Chiefs,23,25,92,0_0,10_9,9_9,4_3,0_0,0_0,52,0
Packers,22,29,75.9,0_0,7_5,10_9,9_6,0_0,0_0,53,0
Browns,21,29,72.4,1_1,11_11,8_6,6_2,0_0,0_0,51,0
Lions,21,26,80.8,0_0,5_5,10_10,6_4,0_0,0_0,52,1
Oilers,21,27,77.8,3_3,9_8,6_5,8_4,0_0,0_0,54,0
Broncos,20,25,80,1_1,10_9,8_6,5_4,0_0,0_0,46,3
Bears,19,26,73.1,1_1,8_8,10_9,4_0,0_0,0_0,50,0
Bengals,19,28,67.9,0_0,8_8,7_7,11_4,0_0,0_0,48,1
Vikings,19,25,76,0_0,6_4,7_7,8_5,0_0,0_0,52,1
Jets,19,30,63.3,3_3,3_2,9_6,14_8,0_0,0_0,47,2
Falcons,18,22,81.8,0_0,6_6,5_4,7_4,0_0,0_0,54,1
Giants,18,23,78.3,2_2,2_2,11_10,6_4,0_0,0_0,47,0
49ers,18,27,66.7,0_0,8_7,8_5,10_6,0_0,0_0,46,0
Colts,16,29,55.2,0_0,3_3,11_6,12_6,0_0,0_0,52,0
Eagles,16,25,64,2_2,3_3,6_4,13_6,0_0,0_0,50,3
Rams,15,20,75,2_2,4_3,9_7,5_3,0_0,0_0,49,1
Raiders,15,26,57.7,0_0,5_3,6_4,9_5,0_0,0_0,54,3
Seahawks,14,22,63.6,0_0,5_4,11_8,6_2,0_0,0_0,43,0
Cardinals,13,26,50,0_0,10_6,4_3,9_4,0_0,0_0,49,1
Buccaneers,12,22,54.6,0_0,3_3,8_3,11_6,0_0,0_0,47,0
Patriots,11,17,64.7,2_2,4_4,7_3,4_2,0_0,0_0,44,1
