Team,FGM,Att,FG %,1-19 > A-M,20-29 > A-M,30-39 > A-M,40-49 > A-M,50-59 > A-M,60+ > A-M,Lng,FG Blk
Rams,33,39,84.6,0_0,12_11,14_12,9_7,0_0,0_0,53,2
Raiders,33,41,80.5,0_0,8_8,14_13,12_8,0_0,0_0,59,0
Eagles,32,38,84.2,0_0,12_12,12_10,11_9,0_0,0_0,50,1
Dolphins,30,41,73.2,1_1,9_9,5_5,18_11,0_0,0_0,60,2
Jets,30,39,76.9,1_1,11_10,16_14,6_3,0_0,0_0,56,1
Steelers,29,37,78.4,3_3,11_10,6_6,13_8,0_0,0_0,53,0
Falcons,28,31,90.3,0_0,11_11,9_8,10_8,1_1,0_0,51,1
Texans,27,30,90,0_0,8_8,11_11,7_5,0_0,0_0,57,0
Chargers,27,33,81.8,0_0,7_7,11_10,10_9,0_0,0_0,50,1
Ravens,26,29,89.7,0_0,11_11,9_8,8_7,0_0,0_0,49,0
Colts,26,28,92.9,0_0,8_8,10_9,10_9,0_0,0_0,48,1
Panthers,25,29,86.2,0_0,9_9,2_2,14_11,0_0,0_0,55,0
Bears,25,30,83.3,1_1,9_9,9_8,7_4,0_0,0_0,54,1
Lions,25,30,83.3,0_0,4_4,7_7,13_9,0_0,0_0,55,0
Saints,25,31,80.6,1_1,8_5,13_11,7_6,0_0,0_0,52,0
Seahawks,25,30,83.3,2_2,12_10,7_7,7_5,0_0,0_0,51,0
Bengals,24,31,77.4,1_1,12_10,9_9,5_2,4_2,0_0,54,1
Cowboys,24,32,75,0_0,8_8,7_4,11_8,6_4,0_0,53,0
Titans,24,26,92.3,0_0,6_6,9_8,8_8,0_0,0_0,55,0
Cardinals,24,27,88.9,0_0,8_8,6_6,10_8,0_0,0_0,55,0
Redskins,24,35,68.6,1_1,10_8,7_4,14_11,0_0,0_0,49,1
Browns,23,28,82.1,3_3,7_7,10_10,5_3,0_0,0_0,48,0
Buccaneers,23,28,82.1,0_0,6_6,10_10,10_6,0_0,0_0,53,2
Broncos,22,25,88,0_0,4_4,10_10,8_6,0_0,0_0,59,0
Packers,22,28,78.6,1_1,8_7,5_4,10_8,0_0,0_0,56,2
Jaguars,22,28,78.6,2_2,3_3,7_6,14_9,0_0,0_0,59,1
Patriots,22,25,88,1_1,7_7,12_11,4_3,0_0,0_0,43,0
Niners,22,27,81.5,0_0,10_10,8_6,6_4,0_0,0_0,51,1
Chiefs,20,26,76.9,0_0,6_6,9_7,8_6,0_0,0_0,53,1
Giants,19,23,82.6,0_0,12_12,4_2,4_3,0_0,0_0,53,0
Vikings,17,18,94.4,0_0,7_7,9_8,2_2,0_0,0_0,48,0
Bills,16,21,76.2,1_1,6_6,6_5,3_2,0_0,0_0,51,0
