Team,3rd Att,3rd Md,4th Att,4th Md,Rush 1st,Rush 1st%,Scrm Plys
Falcons,0,0,0,0,124,23.9,1052
Bills,0,0,0,0,114,23.9,972
Bears,0,0,0,0,76,19.5,977
Bengals,0,0,0,0,126,25.6,1060
Browns,0,0,0,0,114,22.9,1008
Cowboys,0,0,0,0,93,20.5,1028
Broncos,0,0,0,0,140,25.4,1055
Lions,0,0,0,0,128,25,1071
Packers,0,0,0,0,130,25.3,1021
Oilers,0,0,0,0,94,21.8,983
Colts,0,0,0,0,109,24.4,1017
Chiefs,0,0,0,0,162,26.6,1041
Rams,0,0,0,0,100,24.2,1041
Raiders,0,0,0,0,124,23.3,1055
Dolphins,0,0,0,0,155,27.8,1071
Vikings,0,0,0,0,85,19.5,954
Patriots,0,0,0,0,119,24,962
Saints,0,0,0,0,97,22,979
Giants,0,0,0,0,95,20.9,1072
Jets,0,0,0,0,123,23.8,1040
Eagles,0,0,0,0,85,18.2,1086
Cardinals,0,0,0,0,111,23.8,1015
Steelers,0,0,0,0,109,21.1,1069
Chargers,0,0,0,0,135,25.9,1075
49ers,0,0,0,0,90,20.4,1014
Seahawks,0,0,0,0,134,26.3,1040
Buccaneers,0,0,0,0,105,22,1025
Redskins,0,0,0,0,113,25.6,981
