Team,FF,FR,FR TD
Ravens,21,0,0
Jaguars,19,0,0
Vikings,19,0,0
Jets,19,0,0
Niners,19,0,0
Bengals,18,0,0
Lions,17,0,0
Saints,17,0,0
Redskins,17,0,0
Rams,16,0,0
Bills,15,0,0
Browns,15,0,0
Titans,15,0,0
Bears,14,0,0
Colts,14,0,0
Falcons,13,0,0
Cowboys,13,0,0
Packers,13,0,0
Texans,13,0,0
Chiefs,13,0,0
Giants,13,0,0
Seahawks,13,0,0
Buccaneers,13,0,0
Panthers,12,0,0
Cardinals,12,0,0
Broncos,11,0,0
Patriots,10,0,0
Eagles,10,0,0
Steelers,10,0,0
Dolphins,9,0,0
Raiders,7,0,0
Chargers,7,0,0
