Team,KO,Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Redskins,111,6141,17,15.3,83,19.4,0,1,0,0
Cowboys,94,5802,16,17,78,23.2,0,0,0,0
49ers,91,5546,13,14.3,78,21.4,0,0,0,0
Raiders,89,5470,20,22.5,68,18,0,1,0,0
Packers,87,4506,6,6.9,70,18.3,0,0,0,0
Chiefs,85,4923,9,10.6,75,20.4,0,0,0,0
Seahawks,85,5060,22,25.9,59,16.1,0,0,0,0
Dolphins,82,5065,26,31.7,54,19,0,1,0,0
Steelers,81,5058,15,18.5,65,23.2,0,0,0,1
Browns,79,4433,15,19,59,19.1,0,1,0,1
Lions,79,4507,8,10.1,71,16.1,0,0,0,0
Cardinals,79,4357,8,10.1,66,19.7,0,2,0,1
Chargers,77,4367,5,6.5,68,20.4,0,0,0,0
Falcons,76,4417,13,17.1,60,20.2,0,0,0,0
Rams,75,4322,3,4,71,18.7,0,0,0,0
Bengals,74,4361,5,6.8,68,19.1,0,0,0,0
Saints,74,4779,30,40.5,44,21.3,0,0,0,0
Giants,74,4346,5,6.8,67,19.3,0,0,0,0
Broncos,73,4330,23,31.5,46,17.9,0,1,0,0
Vikings,73,4048,0,0,70,20,0,0,0,0
Bears,70,3909,3,4.3,66,18.6,0,0,0,0
Jets,70,4241,20,28.6,50,21.2,0,0,0,0
Colts,68,3906,6,8.8,61,18.7,0,0,0,0
Oilers,67,3774,5,7.5,60,21,0,0,0,0
Bills,63,3666,9,14.3,53,17.9,0,0,0,0
Buccaneers,63,3548,10,15.9,49,20.9,0,1,0,0
Patriots,62,3545,5,8.1,54,20,0,0,0,0
Eagles,57,3379,10,17.5,45,17.9,0,0,0,0
