Player,INT,INT TD,INT Yds,Lng
Tyrone Braxton,9,1,128,69
Keith Lyle,9,0,152,68
Ashley Ambrose,8,1,63,31
Terrell Buckley,6,1,164,91
Mark Collins,6,0,45,23
Marquez Pope,6,1,98,55
Eugene Robinson,6,0,107,39
Aeneas Williams,6,1,89,65
Rod Woodson,6,1,121,43
Donnell Woolford,6,1,37,28
Donnie Abraham,5,0,27,21
LeRoy Butler,5,1,149,90
Tom Carter,5,0,24,24
Chad Cota,5,0,63,35
Eric Davis,5,0,57,36
Doug Evans,5,1,102,63
Rodney Harrison,5,0,56,29
Antonio Langham,5,0,59,28
Darryll Lewis,5,1,103,53
Todd Lyght,5,1,43,25
Terry McDaniel,5,1,150,56
Ryan McNeil,5,0,14,15
Darren Perry,5,1,115,28
Jason Sehorn,5,1,61,24
Kevin Smith,5,0,45,24
Jimmy Spencer,5,0,48,34
Orlando Thomas,5,0,57,34
Eric Turner,5,0,1,1
Darryl Williams,5,1,148,79
Darren Woodson,5,0,43,21
Jason Belser,4,2,81,44
Willie Clay,4,0,50,35
Aaron Glenn,4,2,113,100
Robert Griffith,4,0,67,41
Merton Hanks,4,0,7,8
Levon Kirkland,4,0,12,6
Anthony Parker,4,2,128,92
Marcus Robertson,4,0,44,27
Kurt Schulz,4,0,24,19
George Teague,4,0,47,22
Steve Tovar,4,0,42,24
Mike Zordich,4,0,54,28
Steve Atwater,3,0,11,11
Jay Bellamy,3,0,18,16
Robert Blackmon,3,0,48,38
Jeff Brady,3,0,20,8
Dale Carter,3,0,17,17
Marty Carter,3,0,34,29
Toi Cook,3,0,28,22
Eugene Daniel,3,1,35,35
Brian Dawkins,3,0,41,30
Dedrick Dodge,3,0,27,26
Percy Ellsworth,3,0,62,33
James Francis,3,1,61,42
Corey Fuller,3,0,3,2
Kurt Gouveia,3,0,41,21
Darrell Green,3,1,84,68
Calvin Jackson,3,1,82,61
Greg Jackson,3,0,24,10
George Koonce,3,1,84,75
Ty Law,3,1,45,38
John Lynch,3,0,26,25
Lorenzo Lynch,3,0,75,35
Anthony Newman,3,0,40,21
Louis Oliver,3,0,110,60
Stanley Richard,3,0,47,42
Bill Romanowski,3,0,1,1
Terrance Shaw,3,0,78,36
Phillippi Sparks,3,0,23,19
Bobby Taylor,3,0,-1,-1
Pat Terrell,3,0,6,6
William Thomas,3,0,47,37
Zach Thomas,3,1,64,27
Troy Vincent,3,1,144,90
Brian Washington,3,0,39,34
Brent Alexander,2,0,3,3
Jessie Armstead,2,0,23,23
Bennie Blades,2,1,112,98
Chad Brown,2,0,20,16
Ray Buchanan,2,0,32,32
Jesse Campbell,2,0,14,14
Mark Carrier,2,0,0,0
Willie Clark,2,1,83,83
Ray Crockett,2,0,34,34
Anthony Davis,2,0,37,30
Travis Davis,2,0,0,0
Charles Dimry,2,0,1,1
Chris Doleman,2,0,1,1
Brad Edwards,2,0,15,15
Deon Figures,2,0,13,13
Darrien Gordon,2,0,55,55
Victor Green,2,0,27,18
Kevin Hardy,2,0,19,13
Roger Harper,2,0,30,15
Walt Harris,2,0,0,0
Jerome Henderson,2,0,7,7
Jimmy Hitchcock,2,0,14,14
Bobby Houston,2,0,3,3
Chris Hudson,2,0,25,21
Alfred Jackson,2,0,4,4
Tory James,2,0,15,15
Melvin Johnson,2,0,24,24
Rod Jones,2,0,2,2
Albert Lewis,2,0,0,0
Anthony Marshall,2,0,20,20
Manny Martin,2,0,35,31
Tim McDonald,2,0,14,14
Mark McMillian,2,0,4,4
Lawyer Milloy,2,0,14,14
Alex Molden,2,0,2,2
Mike Morton,2,0,13,13
Greg Myers,2,0,10,10
Craig Newsome,2,0,22,20
Hardy Nickerson,2,0,24,17
Bo Orlando,2,0,0,0
Marvcus Patton,2,0,26,23
Darryl Pounds,2,0,11,11
Ricky Reynolds,2,0,7,7
Kevin Ross,2,0,7,7
Deion Sanders,2,0,3,2
Corey Sawyer,2,0,0,0
Junior Seau,2,0,18,10
Otis Smith,2,0,20,11
Matt Stevens,2,0,0,0
Dave Thomas,2,0,7,8
Scott Turner,2,0,16,12
Bracy Walker,2,0,35,35
Dewayne Washington,2,1,27,27
Lionel Washington,2,0,17,23
Corey Widmer,2,0,8,4
Shawn Wooden,2,0,15,15
Vashone Adams,1,0,16,16
Ray Agnew,1,1,34,34
Trev Alberts,1,0,19,19
Eric Allen,1,0,33,33
Jerry Ball,1,1,66,66
Willie Beamon,1,0,20,20
Aaron Beasley,1,0,0,0
Cornelius Bennett,1,0,3,3
Blaine Bishop,1,0,6,6
Marc Boutte,1,0,0,0
Tony Brackens,1,0,27,27
Ronnie Bradford,1,0,0,0
Derrick Brooks,1,0,6,6
J.B. Brown,1,0,29,29
Larry Brown,1,0,4,4
Jeff Burris,1,0,28,28
James Burton,1,0,11,11
Devin Bush,1,0,2,2
Mike Caldwell,1,1,45,45
Darren Carrington,1,0,21,21
Vinnie Clark,1,0,15,15
Marcus Coleman,1,0,23,23
Todd F. Collins,1,0,7,7
Mike Croel,1,0,16,16
Cris Dishman,1,0,7,7
Gerald Dixon,1,0,10,10
Torin Dorn,1,0,40,40
Maurice Douglass,1,1,32,32
Corey Dowden,1,0,5,5
