Player,KO,Yds,Ret Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Adam Vinatieri,89,5709,1667,9,10.1,80,20.8,0,0,0,0
John Kasay,88,5698,1429,12,13.6,71,20.1,2,0,3,0
Jeff Wilkins,85,5316,1382,9,10.6,75,18.4,0,0,1,0
Jason Elam,84,5518,1602,8,9.5,76,21.1,0,0,0,1
Scott Blanton,82,5063,1610,3,3.7,76,21.2,1,0,2,0
Al Del Greco,82,5058,1675,2,2.4,78,21.5,2,0,0,0
Chris Gardocki,82,5540,1666,14,17.1,67,24.9,1,0,0,0
Matt Stover,80,4879,1402,6,7.5,70,20,2,1,2,0
Cole Ford,78,5020,1129,19,24.4,55,20.5,2,1,1,0
Norm Johnson,78,4911,1487,7,9,68,21.9,1,1,2,1
Mike Hollis,76,4781,1674,2,2.6,71,23.6,1,1,2,0
Todd Peterson,76,4869,1628,2,2.6,71,22.9,2,1,1,0
John Carney,75,5094,1497,15,20,59,25.4,0,0,1,0
Chris Boniol,74,4565,1431,2,2.7,70,20.4,1,0,1,0
Steve Christie,73,4529,1239,6,8.2,64,19.4,3,2,0,0
Joe Nedney,73,4799,1058,20,27.4,48,22,3,1,2,0
Craig Hentrich,72,4614,1322,6,8.3,61,21.7,2,0,2,0
Morten Andersen,71,4717,1296,16,22.5,52,24.9,2,0,1,1
Mitch Berger,71,4889,1309,17,23.9,52,25.2,0,0,2,0
Chip Lohmiller,69,4360,1200,10,14.5,54,22.2,2,1,3,2
Jason Hanson,66,4356,1283,12,18.2,51,25.2,3,1,1,0
Brad Daluiso,65,4339,948,20,30.8,42,22.6,1,0,2,0
Lee Johnson,65,4197,1444,7,10.8,55,26.2,0,0,3,1
Doug Brien,61,3837,1155,6,9.8,52,22.2,2,0,1,0
Todd Sauerbrun,61,3677,885,9,14.8,45,19.7,4,1,3,0
Michael Husted,59,3921,972,8,13.6,51,19.1,0,0,0,0
Gary Anderson,57,3350,1158,1,1.8,52,22.3,3,1,1,0
Don Silvestri,52,3382,1131,8,15.4,44,25.7,0,0,0,1
Pete Stoyanovich,49,2878,972,1,2,46,21.1,2,0,1,0
Kevin Butler,38,2249,759,1,2.6,35,21.7,2,0,0,1
Greg Davis,31,1898,531,2,6.4,26,20.4,2,1,1,0
Tom Hutton,26,1632,557,3,11.5,21,26.5,0,0,2,0
Louie Aguiar,19,1149,328,0,0,18,18.2,1,1,0,0
Chris Jacke,19,1247,327,3,15.8,15,21.8,0,0,1,0
Doug Pelfrey,15,775,198,0,0,14,14.1,1,0,0,0
Nick Lowery,14,913,334,1,7.1,13,25.7,0,0,0,0
Jeff Jaeger,9,560,230,2,22.2,7,32.9,0,0,0,1
Carlos Huerta,3,174,80,0,0,3,26.7,0,0,0,0
Dan Stryzinski,2,77,18,0,0,1,18,1,1,0,0
Tommy Thompson,2,128,32,0,0,2,16,0,0,0,0
Jeff Gossett,1,33,0,0,0,0,0,0,0,0,0
Brian Hansen,1,61,20,0,0,1,20,0,0,0,0
Sean Landeta,1,49,10,0,0,1,10,0,0,0,0
Josh Miller,1,62,22,0,0,1,22,0,0,0,0
Chris Mohr,1,51,16,0,0,1,16,0,0,0,0
Mark Royals,1,60,15,0,0,1,15,0,0,0,0
Scott Sisson,1,9,5,0,0,1,5,1,0,0,0
Tom Tupa,1,40,16,0,0,1,16,0,0,0,0
Rick Tuten,1,53,14,0,0,1,14,0,0,0,0
