Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Elvis Grbac,1236,6.3,197,122,61.9,8,10,72.2,55,27.9,15,1,40,6,30
Steve McNair,1197,8.4,143,88,61.5,6,4,90.6,47,32.9,15,5,83,9,45
Neil O'Donnell,1147,6.1,188,110,58.5,4,7,67.8,54,28.7,10,3,78,18,127
Rodney Peete,992,7.4,134,80,59.7,3,5,74.6,47,35.1,10,4,62,11,53
Sean Salisbury,984,6.1,161,82,50.9,5,8,59.6,39,24.2,13,5,56,13,109
Steve Beuerlein,879,7.2,123,69,56.1,8,2,93.5,44,35.8,12,1,40,18,136
Paul Justin,839,6.6,127,74,58.3,2,0,83.4,39,30.7,8,0,38,7,58
Erik Kramer,781,5.2,150,73,48.7,3,6,54.3,37,24.7,8,1,58,7,53
Craig Erickson,780,7.9,99,55,55.6,4,2,86.3,34,34.3,14,1,61,11,72
Todd Collins,739,7.5,99,55,55.6,4,5,71.9,27,27.3,11,3,95,11,53
Jeff George,698,7,99,56,56.6,3,3,76.1,31,31.3,9,3,67,11,84
Billy Joe Hobert,667,6.4,104,57,54.8,4,5,67.3,36,34.6,9,1,51,9,52
Glenn Foley,559,5.1,110,54,49.1,3,7,46.7,28,25.4,7,1,46,9,65
Don Majkowski,554,5.4,102,55,53.9,3,3,67.2,29,28.4,2,0,27,10,61
Rich Gannon,491,5.5,90,54,60,6,1,92.4,32,35.6,2,0,25,5,42
Steve Walsh,344,4.5,77,33,42.9,0,5,29.4,18,23.4,1,0,32,4,27
Bill Musgrave,276,5.3,52,31,59.6,0,2,57.8,12,23.1,2,1,46,4,32
Doug Nussmeier,272,5.4,50,28,56,1,1,69.8,11,22,2,2,57,3,17
Jamie Martin,241,7.1,34,23,67.6,3,2,92.9,13,38.2,2,0,22,4,34
Danny Kanell,227,3.8,60,23,38.3,1,1,48.4,12,20,2,0,25,7,48
Bernie Kosar,208,6.5,32,24,75,1,0,102.1,11,34.4,1,0,20,6,34
Jeff Brohm,189,5.6,34,21,61.8,1,0,86.5,8,23.5,2,1,49,2,10
Shane Matthews,158,9.3,17,13,76.5,1,0,124.1,8,47.1,2,0,26,1,3
Jim Miller,123,4.9,25,13,52,0,0,65.9,6,24,0,0,17,2,7
Kordell Stewart,100,3.3,30,11,36.7,0,2,18.8,4,13.3,0,0,15,3,37
Eric Zeier,97,4.6,21,10,47.6,1,1,57,8,38.1,0,0,15,4,26
Erik Wilhelm,90,6.9,13,7,53.8,1,2,61.9,5,38.5,1,0,38,3,16
David Klingler,87,3.6,24,10,41.7,0,0,51.9,4,16.7,1,0,20,4,16
Wade Wilson,79,4.4,18,8,44.4,0,1,34.3,4,22.2,1,0,20,1,7
Mark Rypien,76,5.8,13,10,76.9,1,0,116.2,5,38.5,0,0,16,0,0
Casey Weldon,76,8.4,9,5,55.6,0,1,44,2,22.2,1,1,42,2,10
Kerwin Bell,75,15,5,5,100,1,0,158.3,4,80,2,0,30,0,0
Todd Sauerbrun,63,31.5,2,2,100,0,0,118.8,2,100,1,1,47,0,0
Browning Nagle,59,4.5,13,6,46.2,1,2,45.5,3,23.1,0,0,17,4,20
Jeff Lewis,58,3.4,17,9,52.9,0,1,35.9,3,17.6,0,0,11,1,7
Jason Garrett,44,14.7,3,3,100,0,0,118.8,1,33.3,1,0,32,0,0
Gino Torretta,41,2.6,16,5,31.2,1,1,35.4,1,6.2,1,0,32,3,17
Jim McMahon,39,9.8,4,3,75,0,0,105.2,3,75,1,0,24,0,0
Steve Stenstrom,37,9.2,4,3,75,0,0,103.1,1,25,1,0,28,1,5
Curtis Conway,33,33,1,1,100,1,0,158.3,1,100,1,0,33,0,0
Jay Walker,31,15.5,2,2,100,0,0,118.8,2,100,0,0,19,0,0
Danan Hughes,30,30,1,1,100,0,0,118.8,1,100,1,0,30,0,0
Terry Kirby,24,12,2,1,50,1,0,133.3,1,50,1,0,24,0,0
Tyrone Wheatley,24,24,1,1,100,1,0,158.3,1,100,1,0,24,0,0
Harvey Williams,18,9,2,1,50,1,0,120.8,1,50,0,0,18,0,0
Isaac Bruce,15,7.5,2,1,50,0,1,35.4,1,50,0,0,15,0,0
Carl Pickens,12,12,1,1,100,0,0,116.7,1,100,0,0,12,0,0
Scott Milanovich,9,3,3,2,66.7,0,0,70.1,0,0,0,0,8,0,0
Alex Van Pelt,9,1.8,5,2,40,0,0,47.9,0,0,0,0,5,0,0
Daryl Hobbs,7,7,1,1,100,0,0,95.8,0,0,0,0,7,0,0
Scott Zolak,5,5,1,1,100,0,0,87.5,0,0,0,0,5,0,0
Abdul-Karim al-Jabbar,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Marcus Allen,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Aaron Craver,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Stan Gelbaugh,0,0,2,0,0,0,0,39.6,0,0,0,0,0,1,11
Marrio Grier,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Craig Hentrich,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Bobby Hoying,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
Earnest Hunter,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Dave Meggett,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Brian Mitchell,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Lawrence Phillips,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
Jerry Rice,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Barry Sanders,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Tom Tupa,0,0,2,0,0,0,0,39.6,0,0,0,0,0,0,0
Chris Walsh,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Sherman Williams,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Mark Royals,-8,-8,1,1,100,0,0,79.2,0,0,0,0,-8,0,0
