Player,Rush Yds,Att,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM
Warren Moon,6,9,0,0,0,5,3,33.3,1
Doug Nussmeier,6,3,0,0,0,6,0,0,0
Reggie Rivers,6,2,0,0,0,3,0,0,0
Dwight Stone,6,1,0,0,0,6,1,100,0
Tamarick Vanover,6,4,0,0,0,6,0,0,0
Derrick Harris,5,3,0,0,0,3,1,33.3,0
Wade Wilson,5,4,0,0,0,8,1,25,0
Isaac Bruce,4,1,0,0,0,4,0,0,0
Oscar Gray,4,2,0,0,0,2,1,50,0
Erik Kramer,4,8,0,0,0,3,3,37.5,1
Darnay Scott,4,3,0,0,0,8,0,0,0
Dale Carter,3,1,0,0,0,3,0,0,0
Jim Everett,3,22,0,0,0,3,3,13.6,6
John Kidd,3,1,0,0,0,3,0,0,0
Jermaine Ross,3,1,1,0,0,3,1,100,0
Todd Sauerbrun,3,1,0,0,0,3,1,100,0
Frank Wycheck,3,2,0,0,0,3,0,0,0
Robert Brooks,2,4,0,0,0,6,0,0,0
Keith Byars,2,2,0,0,0,3,0,0,0
Chris Calloway,2,1,0,0,0,2,0,0,0
Lee DeRamus,2,1,0,0,0,2,0,0,0
Willie Jackson,2,1,0,0,0,2,0,0,0
Eric Lynch,2,2,0,0,0,2,0,0,1
Shane Matthews,2,1,1,0,0,2,1,100,0
Carl Pickens,2,2,0,0,0,2,0,0,0
Deion Sanders,2,3,0,0,0,3,0,0,0
Michael Westbrook,2,2,0,0,0,2,0,0,0
John Friesz,1,12,0,0,0,3,0,0,4
Willie Green,1,1,0,0,0,1,0,0,0
Brian Hansen,1,1,0,0,0,1,0,0,0
Randall McDaniel,1,2,0,0,0,1,0,0,0
Ronald Moore,1,1,0,0,0,1,0,0,0
Aaron Pierce,1,1,1,0,0,1,1,100,0
Rod Smith,1,1,0,0,0,1,0,0,0
Derrick Alexander,0,3,0,0,0,12,1,33.3,0
Leo Araguz,0,1,0,0,0,0,0,0,0
Andre Coleman,0,2,0,0,0,7,0,0,0
Jeff Feagles,0,1,0,0,0,0,0,0,1
Michael Haynes,0,0,0,0,0,0,0,0,0
Sean Landeta,0,2,0,0,0,0,0,0,1
Greg Montgomery,0,1,0,0,0,0,0,0,1
Heath Shuler,0,1,0,0,0,0,0,0,1
Matt Turk,0,1,0,0,0,0,0,0,1
Klaus Wilmsmeyer,0,0,0,0,0,0,0,0,0
Robert Wilson,0,1,0,0,0,0,0,0,0
Kerwin Bell,-1,1,0,0,0,-1,0,0,0
Jim McMahon,-1,4,0,0,0,2,1,25,1
Muhsin Muhammad,-1,1,0,0,0,-1,0,0,0
J.T. Thomas,-1,1,0,0,0,-1,0,0,0
Casey Weldon,-1,2,0,0,0,-1,0,0,1
Jahine Arnold,-3,1,0,0,0,-3,0,0,0
Jermaine Lewis,-3,1,0,0,0,-3,0,0,0
Dan Marino,-3,11,0,0,0,7,0,0,2
Karl Williams,-3,1,0,0,0,-3,0,0,0
Scott Zolak,-3,4,0,0,0,-1,0,0,0
Henry Bailey,-4,1,0,0,0,-4,0,0,0
Irving Fryar,-4,1,0,0,0,-4,0,0,0
Terry Guess,-4,2,0,0,0,-1,0,0,0
Ronald McKinnon,-4,1,0,0,0,-4,0,0,0
Jim Miller,-4,2,0,0,0,-4,0,0,1
Bill Musgrave,-4,12,0,0,0,6,1,8.3,2
Frank Sanders,-4,2,0,0,0,1,0,0,0
Alex Van Pelt,-5,3,0,0,0,-1,0,0,0
Mike Tomczak,-7,22,0,0,0,6,3,13.6,1
Anthony Edwards,-8,1,0,0,0,-8,0,0,0
Courtney Hawkins,-13,1,0,0,0,-13,0,0,1
Shayne Edge,-16,1,0,0,0,-16,0,0,0
John Jett,-23,1,0,0,0,-23,0,0,0
