Player,Rush Yds,Att,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM
Barry Sanders,1553,307,11,12,4,54,79,25.7,4
Terrell Davis,1538,345,13,6,2,71,92,26.7,5
Jerome Bettis,1431,320,11,6,2,50,76,23.8,6
Ricky Watters,1411,353,13,6,4,56,73,20.7,5
Eddie George,1368,335,8,8,3,76,67,20,3
Terry Allen,1353,347,21,8,1,49,71,20.5,2
Adrian Murrell,1249,301,6,7,2,78,65,21.6,5
Emmitt Smith,1204,327,12,3,1,42,75,22.9,2
Curtis Martin,1152,316,14,3,1,57,76,24,3
Anthony Johnson,1120,300,6,3,0,29,58,19.3,2
Abdul-Karim al-Jabbar,1116,307,11,3,0,29,64,20.8,4
Jamal Anderson,1055,232,5,4,0,32,46,19.8,3
Thurman Thomas,1033,281,8,3,0,36,66,23.5,1
Edgar Bennett,899,222,2,2,0,23,50,22.5,2
Napoleon Kaufman,874,150,1,9,2,77,31,20.7,3
Chris Warren,855,203,5,6,3,51,33,16.3,3
Garrison Hearst,847,225,0,3,0,24,42,18.7,1
Marcus Allen,830,206,9,3,0,35,55,26.7,2
Rodney Hampton,827,254,1,2,0,25,43,16.9,3
Raymont Harris,748,194,4,5,0,23,40,20.6,3
Bam Morris,737,172,4,0,0,19,47,27.3,0
James Stewart,723,190,8,4,0,34,37,19.5,2
Leonard Russell,713,219,7,1,0,21,42,19.2,6
Robert Smith,692,162,3,5,1,57,25,15.4,2
Lamar Smith,680,153,8,7,0,29,39,25.5,3
Greg Hill,645,135,4,4,0,28,30,22.2,1
Earnest Byner,634,159,4,2,1,42,35,22,1
LeShon Johnson,634,141,3,4,3,70,22,15.6,3
Lawrence Phillips,632,193,4,2,0,38,31,16.1,2
Marshall Faulk,587,198,7,1,1,43,41,20.7,1
Mario Bates,584,164,4,3,0,33,32,19.5,4
Darick Holmes,571,189,4,1,0,37,36,19,2
Dorsey Levens,566,121,5,1,0,24,31,25.6,2
Terry Kirby,559,134,3,4,0,31,23,17.2,1
Errict Rhett,539,176,3,2,0,35,30,17,3
Harold Green,523,127,4,1,0,35,30,23.6,2
Erric Pegram,509,97,1,3,0,27,32,33,1
Natrone Means,507,152,2,1,0,35,27,17.8,3
Rashaan Salaam,496,143,3,2,0,32,27,18.9,2
Leroy Hoard,492,125,3,3,0,25,33,26.4,3
Ray Zellars,475,120,4,2,1,63,28,23.3,2
Harvey Williams,431,121,0,1,1,44,12,9.9,3
Larry Centers,425,116,2,1,0,24,20,17.2,1
Tyrone Wheatley,400,112,1,2,0,37,21,18.8,5
Mark Brunell,396,80,3,2,0,33,25,31.2,7
Mike Alstott,377,96,3,1,0,39,21,21.9,2
Reggie Brooks,368,112,2,2,1,56,17,15.2,1
Charlie Garner,346,66,1,3,1,46,16,24.2,0
Joe Aska,326,62,1,6,0,38,13,21,0
Craig Heyward,321,72,3,1,0,34,16,22.2,0
Jeff Blake,317,72,2,0,0,18,25,34.7,3
Irving Spikes,316,87,3,4,1,49,16,18.4,1
Steve Young,310,52,4,3,0,33,19,36.5,2
Leeland McElroy,305,89,1,2,0,32,9,10.1,2
Terrell Fletcher,282,77,0,0,0,19,13,16.9,0
Eric Bieniemy,269,56,2,1,0,33,20,35.7,1
Sherman Williams,269,69,0,2,0,27,9,13,2
Ki-Jana Carter,264,91,8,2,0,31,20,22,1
Vaughn Hebron,262,49,0,3,1,47,10,20.4,1
John Elway,249,50,4,2,0,22,19,38,2
Robert Green,249,60,0,0,0,19,10,16.7,3
Derrick Fenner,245,67,4,0,0,17,23,34.3,0
Aaron Craver,232,59,2,2,0,28,9,15.2,1
Lamont Warren,230,67,1,1,1,53,12,17.9,3
Tim Biakabutuka,229,71,0,0,0,17,10,14.1,0
Derek Loville,229,70,2,0,0,16,13,18.6,0
Tony Banks,212,61,0,1,0,22,15,24.6,10
Kimble Anders,201,54,2,0,0,15,11,20.4,0
Brian Mitchell,193,39,0,1,0,32,12,30.8,0
Jim Harbaugh,192,48,1,1,0,21,15,31.2,2
Tommy Vardell,192,58,2,0,0,17,12,20.7,0
Rick Mirer,191,33,2,2,0,33,11,33.3,0
Vinny Testaverde,188,34,2,1,0,22,13,38.2,2
William Floyd,186,47,2,0,0,12,17,36.2,2
Clif Groce,184,46,0,2,0,24,8,17.4,2
Winslow Oliver,183,47,0,0,0,16,7,14.9,1
Jeff Hostetler,179,37,1,0,0,17,12,32.4,3
Kordell Stewart,171,39,5,1,1,80,17,43.6,1
Dave Brown,170,50,0,0,0,18,8,16,3
Steve McNair,169,31,2,1,0,24,18,58.1,2
Donnell Bennett,166,36,0,1,0,34,5,13.9,0
Aaron Hayden,166,55,0,0,0,13,11,20,1
Zack Crockett,164,31,0,1,0,25,6,19.4,2
Anthony Lynn,164,24,0,1,1,67,6,25,0
Amp Lee,161,51,0,0,0,12,5,9.8,0
Rodney Thomas,151,49,1,1,0,24,9,18.4,0
Richie Anderson,150,47,1,0,0,11,15,31.9,0
Stephen Davis,139,23,2,1,0,39,7,30.4,0
Scottie Graham,138,57,0,0,0,12,4,7,0
Brett Favre,136,49,2,1,0,23,18,36.7,2
Greg Robinson,134,32,1,1,0,24,8,25,1
Ronnie Harmon,131,29,1,2,0,25,9,31,0
William Henderson,130,39,0,0,0,14,12,30.8,0
Joey Galloway,127,15,0,1,1,51,5,33.3,0
Trent Dilfer,124,32,0,0,0,19,9,28.1,3
Dave Meggett,122,40,0,0,0,12,8,20,0
Chris Chandler,113,28,0,0,0,16,6,21.4,3
Marc Logan,111,20,2,2,0,36,8,40,1
Freddie Bradley,109,32,0,0,0,17,5,15.6,0
Carwell Gardner,108,26,0,0,0,19,4,15.4,0
Steve Broussard,106,15,1,1,0,26,4,26.7,1
Jerry Ellison,106,35,0,0,0,13,9,25.7,1
Travis Jervey,106,26,0,0,0,12,4,15.4,4
Marrio Grier,105,27,1,1,0,26,8,29.6,0
Leslie Shepherd,96,6,2,2,0,32,4,66.7,0
Gary Downs,94,29,0,1,0,27,4,13.8,0
Michael Hicks,92,27,0,1,0,23,5,18.5,1
Brad Johnson,90,34,1,0,0,13,13,38.2,3
Kent Graham,87,21,0,0,0,19,9,42.9,1
Ron Rivers,86,19,0,1,0,26,6,31.6,0
Reggie Cobb,85,25,1,0,0,9,5,20,0
Scott Mitchell,83,37,4,0,0,9,15,40.5,1
Herschel Walker,83,10,1,1,0,39,4,40,0
Rich Gannon,81,12,0,0,0,19,7,58.3,0
Raghib Ismail,80,8,1,1,0,35,4,50,0
Bernie Parmalee,80,25,0,0,0,17,3,12,0
Charles Way,79,22,1,0,0,18,4,18.2,0
Jerry Rice,77,11,1,1,0,38,4,36.4,0
Andre Hastings,71,4,0,1,0,37,3,75,0
Vince Workman,70,24,0,0,0,11,4,16.7,0
Jon Witman,69,17,0,0,0,15,3,17.6,0
Dexter Carter,66,19,1,0,0,18,6,31.6,0
Jim Kelly,66,19,2,1,0,22,8,42.1,0
Ty Detmer,59,31,1,0,0,9,8,25.8,3
Bobby Hebert,59,15,1,1,0,25,5,33.3,1
Lorenzo Neal,58,21,1,0,0,11,5,23.8,0
Boomer Esiason,52,15,1,0,0,13,6,40,2
Ricky Whittle,52,20,0,0,0,15,3,15,1
Torrance Small,51,4,1,1,0,22,2,50,0
Curtis Conway,50,8,0,0,0,19,2,25,0
Tim Tindale,49,14,0,0,0,15,3,21.4,1
Daryl Johnston,48,22,0,0,0,7,5,22.7,0
Jeff Cothran,44,15,1,0,0,9,4,26.7,0
Earnest Hunter,44,15,0,0,0,9,2,13.3,3
Eric Moulds,44,12,0,0,0,11,2,16.7,0
Jeff Brohm,43,16,0,1,0,22,2,12.5,1
Tony Carter,43,11,0,1,0,23,5,45.4,0
Todd Collins,43,21,0,0,0,10,4,19,1
Troy Aikman,42,35,1,0,0,10,10,28.6,2
Terry Glenn,42,5,0,1,0,26,2,40,0
Glenn Foley,40,7,0,0,0,12,2,28.6,1
John Lynch,40,1,0,1,1,40,1,100,0
Quinn Early,39,3,0,1,0,29,1,33.3,0
Jeff Lewis,39,4,0,0,0,18,2,50,0
Keith Lyle,39,3,0,1,0,20,3,100,0
Anthony Miller,39,3,1,1,0,26,1,33.3,0
Kevin Turner,39,18,0,0,0,7,5,27.8,1
Kerry Collins,38,32,0,0,0,14,8,25,2
Don Majkowski,38,14,0,0,0,12,3,21.4,3
Dino Philyaw,38,12,1,0,0,8,2,16.7,0
David Klingler,36,4,0,0,0,14,2,50,1
Tim Brown,35,6,0,0,0,15,3,50,0
Johnnie Morton,35,9,0,0,0,18,1,11.1,0
Todd McNair,32,9,0,0,0,9,0,0,0
Jerald Moore,32,11,0,0,0,14,1,9.1,0
Rodney Peete,31,20,1,0,0,11,5,25,1
Frank Reich,31,18,0,0,0,10,5,27.8,7
Steve Tasker,31,9,0,0,0,11,3,33.3,1
Derek Brown,30,13,0,0,0,12,1,7.7,0
Neil O'Donnell,30,6,0,0,0,17,2,33.3,0
Chuck Evans,29,13,0,0,0,9,0,0,0
Jeff Gossett,28,3,0,0,0,18,1,33.3,1
Stan Humphries,28,21,0,0,0,7,7,33.3,3
Jerris McPhail,28,6,0,0,0,10,2,33.3,0
Tommy Barnhardt,27,2,0,1,0,25,1,50,0
Drew Bledsoe,27,24,0,0,0,8,7,29.2,2
Steve Bono,27,26,0,0,0,17,1,3.8,0
Stanley Pritchett,27,7,0,0,0,16,2,28.6,1
Larry Izzo,26,1,0,1,0,26,1,100,0
Leroy Thompson,25,14,0,0,0,10,2,14.3,0
Keith Elias,24,9,0,0,0,8,0,0,0
Ernie Mills,24,2,0,0,0,15,1,50,0
Erik Wilhelm,24,6,0,0,0,18,1,16.7,0
Le'Shai Maston,22,8,0,0,0,7,1,12.5,0
Brian Milne,22,8,1,0,0,5,2,25,0
Andre Reed,22,8,0,0,0,13,4,50,1
Elvis Grbac,21,23,2,0,0,12,6,26.1,0
Michael Timpson,21,3,0,0,0,13,1,33.3,0
Tim Lester,20,8,1,0,0,5,2,25,1
Steve Beuerlein,17,12,0,0,0,13,1,8.3,2
Fred McAfee,17,7,0,0,0,5,0,0,0
Terry Richardson,17,5,0,0,0,8,1,20,0
Craig Erickson,16,11,0,0,0,12,2,18.2,4
Gus Frerotte,16,28,0,0,0,17,4,14.3,5
Willie Davis,15,1,0,0,0,15,1,100,0
Sam Gash,15,8,0,0,0,3,1,12.5,0
Marvin Harrison,15,3,0,0,0,15,1,33.3,0
Cedric Smith,15,14,1,0,0,3,4,28.6,0
Jamie Martin,14,7,0,0,0,11,1,14.3,1
Sean Salisbury,14,6,0,0,0,11,2,33.3,1
Billy Joe Hobert,13,2,0,0,0,14,1,50,0
Brett Perriman,13,1,0,0,0,13,1,100,0
Mike Pritchard,13,2,0,0,0,7,0,0,0
Dave Krieg,12,16,1,0,0,2,9,56.2,3
Gino Torretta,12,2,0,0,0,13,1,50,0
Floyd Turner,12,2,0,0,0,6,1,50,0
Kevin R. Williams,11,4,0,0,0,9,1,25,0
Jeff George,10,5,0,0,0,5,0,0,2
Tony Richardson,10,4,0,0,0,4,2,50,0
Steve Walsh,10,6,0,0,0,13,2,33.3,1
David Palmer,9,2,0,0,0,8,0,0,0
Jason Bratton,8,4,0,0,0,5,1,25,0
Joe Horn,8,1,0,0,0,8,0,0,0
Richard Huntley,8,2,0,0,0,5,0,0,0
Eric Metcalf,8,3,0,0,0,4,0,0,0
Mack Strong,8,5,0,0,0,4,0,0,0
Eric Zeier,8,2,0,0,0,5,0,0,0
Howard Griffith,7,12,1,0,0,3,1,8.3,0
Tim Hall,7,3,0,0,0,4,0,0,0
Mercury Hayes,7,2,0,0,0,5,1,50,0
Paul Justin,7,2,0,0,0,6,2,100,0
O.J. McDuffie,7,2,0,0,0,7,1,50,0
Shawn Jefferson,6,1,0,0,0,6,1,100,0
Danny Kanell,6,7,0,0,0,13,1,14.3,1
Bernie Kosar,6,1,0,0,0,6,1,100,0
