Player,Avg,Ret,Yds,PRet T,20+,40+,Lng,FC,FUM
Karl Williams,21.1,13,274,1,4,2,88,2,1
Charlie Jones,21,1,21,0,1,0,21,1,0
Ray Buchanan,16.8,12,201,0,2,1,82,3,0
Amani Toomer,16.6,18,298,2,3,2,87,10,0
Nate Singleton,16,2,32,0,1,0,21,0,0
Desmond Howard,15.1,58,875,3,13,4,92,16,1
Derrick Alexander,15,1,15,0,0,0,15,0,0
Scott Miller,15,1,15,0,0,0,15,0,0
Darrien Gordon,14.9,36,537,1,7,2,81,13,2
Eddie Kennison,14.6,29,423,2,7,4,78,16,2
Rod Smith,12.3,23,283,0,4,0,36,15,1
Todd Kinchen,11.5,26,300,0,5,1,40,4,5
Winslow Oliver,11.5,52,598,1,6,1,84,17,3
Dave Meggett,11.3,52,588,1,8,2,60,9,3
Brian Mitchell,11.2,23,258,0,4,1,71,16,0
Arthur Marshall,11.1,13,144,0,3,0,36,9,0
Eric Metcalf,11,27,296,0,6,0,39,9,3
Chris Hudson,10.9,32,348,0,5,2,60,12,3
Jeff Burris,10.6,27,286,0,4,1,45,7,1
Malcolm Floyd,10.6,7,74,0,1,0,32,3,1
Chris Penn,10.6,14,148,0,1,0,20,4,1
Joey Galloway,10.5,15,158,1,1,1,88,5,0
Ronnie Harris,10.2,19,194,0,1,0,35,10,0
Marvin Harrison,9.8,18,177,0,3,0,31,9,1
David Palmer,9.8,22,216,1,1,1,69,20,3
O.J. McDuffie,9.6,22,212,0,0,0,19,24,3
Jermaine Lewis,9.4,36,339,0,4,1,46,13,2
Brian Stablein,9.3,6,56,0,1,0,30,2,0
Mel Gray,9.3,22,205,0,3,1,40,15,2
Anthony Edwards,9.2,5,46,0,1,0,20,1,0
Bobby Engram,9.1,31,282,0,1,0,34,19,0
Kelvin Martin,9.1,41,373,0,3,0,22,10,0
Dale Carter,9,2,18,0,0,0,15,0,0
Steve Tasker,9,2,18,0,0,0,12,1,0
Dexter Carter,8.8,36,317,0,2,1,52,17,3
Marcus Dowdell,8.7,34,297,0,3,0,35,8,5
Mark Seay,8.7,35,305,0,3,1,56,14,2
Tyrone Poole,8.7,3,26,0,0,0,12,0,0
Tim Brown,8.5,32,272,0,2,0,36,21,2
Russell Copeland,8.5,14,119,0,0,0,19,7,2
Kevin R. Williams,8.5,2,17,0,0,0,9,0,0
Daryl Hobbs,8.4,10,84,0,1,0,35,3,4
Amp Lee,8.4,10,84,0,0,0,18,11,0
Glyn Milburn,8.4,34,284,0,4,0,33,19,0
Nilo Silvan,8.1,14,113,0,0,0,17,5,0
Terrell Buckley,8,3,24,0,0,0,13,1,1
Corey Sawyer,7.8,15,117,0,1,1,62,5,2
David Dunn,7.7,7,54,0,1,0,20,1,0
Marvin Marshall,7.3,13,95,0,1,0,29,1,1
Terry Guess,7,1,7,0,0,0,7,0,0
Tamarick Vanover,6.8,17,116,0,1,0,24,12,1
Andre Hastings,6.5,37,242,0,2,0,33,12,3
Terance Mathis,6.3,3,19,0,0,0,10,1,0
Greg Myers,5.7,9,51,0,0,0,12,2,1
Freddie Solomon,5.4,5,27,0,0,0,9,3,0
Tyrone Hughes,5.1,30,152,0,0,0,16,20,2
Wayne Chrebet,5,28,139,0,0,0,15,16,4
Deion Sanders,4,1,4,0,0,0,4,1,0
Thomas Lewis,3.6,10,36,0,0,0,8,4,0
Herman O'Berry,3.2,5,16,0,0,0,8,0,1
Jahine Arnold,3,2,6,0,0,0,5,0,0
Ray Ethridge,3,1,3,0,0,0,3,0,0
Donta Jones,3,1,3,0,0,0,3,0,0
Terry Kirby,3,1,3,0,0,0,3,4,0
Mark Stock,2.6,5,13,0,0,0,9,1,0
Keenan McCardell,2,1,2,0,0,0,2,1,0
Carl Pickens,2,1,2,0,0,0,2,0,0
Bryan Still,1,1,1,0,0,0,1,0,1
Dave Thomas,1,1,1,0,0,0,1,0,0
Cedric Figaro,0,1,0,0,0,0,0,0,1
Craig Heyward,0,1,0,0,0,0,0,0,0
Jason Sehorn,0,1,0,0,0,0,0,0,1
Courtney Hawkins,-1,1,-1,0,0,0,-1,1,0
James Hundon,-7,1,-7,0,0,0,-7,0,1
