Player,Avg,Net Avg,Net Yds,Punts,Lng,Yds,IN 20,OOB,Dn,TB,FC,Ret,RetY,TD,P Blk
John Kidd,46.3,38.8,3023,78,63,3611,26,4,8,11,7,48,368,0,0
Chris Gardocki,45.7,39,2652,68,61,3105,23,3,10,2,15,38,413,0,0
Darren Bennett,45.6,37.2,3235,87,66,3967,23,7,8,6,15,51,612,1,0
Lee Johnson,45.4,34.8,2788,81,67,3630,16,15,4,17,6,38,502,0,1
Matt Turk,45.2,39.2,2942,75,63,3386,24,15,10,11,5,34,224,0,0
Sean Landeta,44.8,36.1,2816,78,70,3491,23,7,8,9,13,41,495,0,0
Todd Sauerbrun,44.8,34.9,2724,78,72,3491,15,3,9,12,12,42,527,2,0
Brian Hansen,44.5,36.5,2704,74,69,3293,13,5,7,8,14,40,429,0,0
Reggie Roby,44.4,38.5,2582,68,68,2973,25,9,6,7,14,31,251,0,1
Tommy Thompson,44.1,39.2,2862,75,65,3217,20,6,14,6,11,36,235,0,2
Rick Tuten,44.1,34.9,2966,86,66,3746,20,1,8,7,17,52,640,0,1
Greg Montgomery,43.8,38.3,2607,69,67,2980,23,12,10,5,14,27,273,0,1
Jeff Feagles,43.8,36.9,2805,77,68,3328,23,6,8,6,19,37,403,1,1
Mark Royals,43.8,33.9,2341,70,60,3020,11,5,2,8,12,42,519,1,1
Bryan Barker,43.7,35.6,2456,69,62,3016,16,5,5,8,7,44,400,0,0
Tom Tupa,43.5,36,2265,63,62,2739,14,7,7,7,8,34,334,0,0
Tommy Barnhardt,43.1,38.4,2687,71,62,3015,24,1,5,4,22,38,248,0,1
John Jett,42.6,36.8,2721,74,60,3150,22,1,9,9,23,32,249,0,0
Tom Hutton,42.6,35.6,2597,74,60,3107,17,8,7,9,12,36,330,1,1
Craig Hentrich,42.4,36.3,2469,68,65,2886,28,5,10,9,15,29,237,0,0
Mike Horan,42,35.8,3657,102,63,4289,32,15,10,10,22,45,432,2,0
Dan Stryzinski,42,35.4,2659,75,58,3152,22,8,6,4,25,32,413,1,0
Scott Blanton,42,26.5,53,2,45,84,0,0,0,1,0,1,11,0,0
Tom Rouen,41.8,36.2,2353,65,57,2714,16,5,10,5,22,23,261,1,0
Louie Aguiar,41.7,33.8,2975,88,68,3667,25,4,9,10,23,42,492,1,0
Chris Mohr,41.5,36.5,3688,101,80,4194,27,12,11,13,25,40,246,1,0
Billy Joe Hobert,41.2,35.1,316,9,53,371,1,2,2,1,0,4,35,0,0
Mitch Berger,41.1,33.2,2919,90,63,3616,26,7,10,6,28,37,577,0,2
Leo Araguz,41.1,34.5,449,13,52,534,4,0,2,2,3,6,45,0,0
Josh Miller,41,33.6,1848,55,61,2256,18,4,7,8,12,24,248,0,0
Klaus Wilmsmeyer,40.8,32.5,2825,87,63,3551,16,2,12,9,21,43,546,1,0
Rohn Stark,40.6,36,2775,77,60,3128,21,2,9,9,25,32,173,0,0
Jeff Gossett,39.7,34.6,1972,57,64,2264,19,0,6,5,18,28,192,0,0
Shayne Edge,39.7,34.1,579,17,48,675,7,2,1,3,3,8,36,0,0
John Kasay,30,10,10,1,30,30,0,0,0,1,0,0,0,0,0
Adam Vinatieri,27,27,27,1,27,27,1,0,1,0,0,0,0,0,0
Jason Hanson,24,24,24,1,24,24,1,1,0,0,0,0,0,0,0
Doug Pelfrey,4,4,4,1,4,4,0,1,0,0,0,0,0,0,0
