Player,FF,FR,FR TD
Brant Boyer,0,0,0
Deral Boykin,0,0,0
Ronnie Bradford,0,1,0
Freddie Bradley,0,0,0
Donny Brady,0,1,0
Jeff Brady,0,3,0
Kyle Brady,0,0,0
Rich Braham,0,0,0
David Brandon,0,0,0
Michael Brandon,0,0,0
Chris Brantley,0,0,0
Chad Bratzke,0,2,0
Dorian Brew,0,0,0
Alundis Brice,0,0,0
Doug Brien,0,0,0
O.J. Brigance,0,0,0
Gregg Briggs,0,0,0
Vincent Brisby,0,0,0
Michael Brooks,0,0,0
Bucky Brooks,0,0,0
Bill Brooks,0,0,0
Bern Brostek,0,0,0
Willie Broughton,0,0,0
Steve Broussard,0,0,0
Corwin Brown,0,1,1
Dave Brown,0,0,0
Derek Brown,0,0,0
Larry Brown,0,0,0
Lomas Brown,0,0,0
Monty Brown,0,0,0
Reggie Brown,0,0,0
Reggie Brown,0,0,0
Richard Brown,0,0,0
Ruben Brown,0,0,0
Tim Brown,0,0,0
Troy Brown,0,0,0
Aundray Bruce,0,1,0
Isaac Bruce,0,0,0
Mark Bruener,0,0,0
Scott Brumfield,0,0,0
Mark Brunell,0,0,0
Junior Bryant,0,0,0
Ray Buchanan,0,0,0
Curtis Buckley,0,1,0
Marcus Buckley,0,0,0
Brentson Buckner,0,1,0
Kendricke Bullard,0,0,0
Keith Burns,0,0,0
Shane Burton,0,1,0
James Burton,0,0,0
Kendrick Burton,0,1,0
Lewis Bush,0,2,0
Paul Butcher,0,0,0
Kevin Butler,0,0,0
Earnest Byner,0,0,0
Glenn Cadrez,0,0,0
Jesse Campbell,0,1,0
Alan Campos,0,0,0
John Carney,0,0,0
Mark Carrier,0,0,0
Darren Carrington,0,0,0
Dwayne Carswell,0,0,0
Perry Carter,0,0,0
Tom Carter,0,0,0
Pat Carter,0,0,0
Keith Cash,0,0,0
Eric Castle,0,0,0
Alcides Catanho,0,0,0
Larry Centers,0,0,0
Mike Chalenski,0,1,0
Je'Rod Cherry,0,1,0
Ray Childress,0,0,0
Mark Chmura,0,0,0
Ryan Christopherson,0,0,0
Jeff Christy,0,0,0
Reggie Clark,0,0,0
Sedric Clark,0,0,0
Vinnie Clark,0,0,0
Willie Clark,0,1,0
Shannon Clavelle,0,0,0
Duane Clemons,0,1,0
Kyle Clifton,0,0,0
Tony Cline,0,0,0
Reggie Cobb,0,0,0
Lee Cole,0,0,0
Andre Coleman,0,0,0
Andre Collins,0,0,0
Todd F. Collins,0,0,0
Doug Colman,0,0,0
Tim Colston,0,0,0
Mike Compton,0,0,0
Darion Conner,0,0,0
Curtis Conway,0,0,0
Ernie Conwell,0,1,0
Robert Coons,0,0,0
Adrian Cooper,0,0,0
Quentin Coryatt,0,2,0
Chad Cota,0,1,0
Jeff Cothran,0,0,0
Damien Covington,0,0,0
Ron Cox,0,0,0
Zack Crockett,0,0,0
Howard Cross,0,0,0
Carlester Crumpler,0,0,0
Brad Culpepper,0,0,0
Joe Cummings,0,0,0
T.J. Cunningham,0,1,0
Lou D'Agostino,0,0,0
Bob Dahl,0,0,0
Brad Daluiso,0,0,0
Dexter Daniels,0,0,0
Phillip Daniels,0,1,0
Matt Darby,0,1,0
Kirby Dar Dar,0,0,0
Kenny Davidson,0,1,0
Don Davis,0,1,0
Paschall Davis,0,0,0
Reuben Davis,0,1,0
Rob Davis,0,0,0
Travis Davis,0,1,0
Tyrone Davis,0,0,0
Wendell Davis,0,0,0
Billy Davis,0,0,0
Willie Davis,0,0,0
Jerone Davison,0,0,0
Lawrence Dawsey,0,0,0
Al Del Greco,0,0,0
Greg DeLong,0,0,0
Lee DeRamus,0,0,0
Jorge Diaz,0,0,0
David Diaz-Infante,0,0,0
Trent Dilfer,0,0,0
Charles Dimry,0,1,0
Nate Dingle,0,0,0
Cris Dishman,0,2,0
Ernest Dixon,0,1,0
Gerald Dixon,0,0,0
Ronnie Dixon,0,0,0
Dedrick Dodge,0,0,0
Jim Dombrowski,0,0,0
Torin Dorn,0,0,0
Anthony Dorsett,0,0,0
Earl Dotson,0,0,0
Omar Douglas,0,0,0
Marcus Dowdell,0,0,0
Corey Dowden,0,0,0
Gary Downs,0,0,0
Jerry Drake,0,0,0
Rickey Dudley,0,0,0
Troy Dumas,0,0,0
David Dunn,0,0,0
Jason Dunn,0,0,0
Quinn Early,0,0,0
Chad Eaton,0,0,0
Anthony Edwards,0,1,0
Antonio Edwards,0,0,0
Brad Edwards,0,0,0
Dixon Edwards,0,0,0
Donnie Edwards,0,0,0
Jason Elam,0,0,0
Keith Elias,0,0,0
Henry Ellard,0,0,0
Matt Elliott,0,0,0
Kwame Ellis,0,0,0
Jerry Ellison,0,0,0
'Omar Ellison,0,0,0
Luther Elliss,0,0,0
Percy Ellsworth,0,1,0
Bert Emanuel,0,0,0
Eric England,0,0,0
Ray Ethridge,0,0,0
Chuck Evans,0,0,0
Leomont Evans,0,0,0
Josh Evans,0,0,0
Jim Everett,0,0,0
Marshall Faulk,0,0,0
Jeff Faulkner,0,0,0
Brett Favre,0,0,0
Jeff Feagles,0,0,0
Derrick Fenner,0,0,0
Scott Fields,0,0,0
Deon Figures,0,0,0
John Fina,0,1,0
Jason Fisk,0,1,0
Jim Flanigan,0,0,0
Lee Flowers,0,0,0
Malcolm Floyd,0,0,0
William Floyd,0,0,0
James Folston,0,0,0
Jerry Fontenot,0,0,0
Marlon Forbes,0,0,0
Brad Ford,0,0,0
Roman Fortin,0,0,0
Elliott Fortune,0,0,0
Mike Fox,0,0,0
Paul Frase,0,0,0
Derrick Frazier,0,0,0
Mike Frederick,0,0,0
Rob Fredrickson,0,0,0
Antonio Freeman,0,0,0
Gus Frerotte,0,0,0
John Friesz,0,0,0
Irving Fryar,0,0,0
Scott Galbraith,0,0,0
Harry Galbreath,0,0,0
Joey Galloway,0,0,0
Scott Galyon,0,0,0
Kendall Gammon,0,0,0
Wayne Gandy,0,0,0
Kenneth Gant,0,0,0
Daryl Gardener,0,1,0
Moe Gardner,0,1,0
Chris Gardocki,0,0,0
Dave Garnett,0,1,0
Percell Gaskins,0,1,0
Jumpy Geathers,0,0,0
Eddie George,0,0,0
Ron George,0,3,0
John Gerak,0,0,0
Oliver Gibson,0,0,0
Sean Gilbert,0,0,0
Andrew Glover,0,0,0
Kevin Glover,0,0,0
La'Roi Glover,0,0,0
Tim Goad,0,0,0
Leo Goeas,0,0,0
Keith Goganious,0,0,0
Dwayne Gordon,0,0,0
Antonio Goss,0,0,0
Jeff Gossett,0,0,0
Kurt Gouveia,0,0,0
Scott Gragg,0,0,0
Derrick Graham,0,0,0
Scottie Graham,0,0,0
Jeff Graham,0,0,0
Kent Graham,0,0,0
Steve Grant,0,1,0
Paul Grasmanis,0,0,0
Chris Gray,0,0,0
Derwin Gray,0,0,0
Oscar Gray,0,0,0
Harold Green,0,0,0
Paul Green,0,0,0
Robert Green,0,0,0
Scott Greene,0,0,0
Carl Greenwood,0,0,0
Marrio Grier,0,1,0
Rich Griffith,0,0,0
Clif Groce,0,0,0
Mike Halapin,0,0,0
Dana Hall,0,1,0
Lemanski Hall,0,0,0
Rhett Hall,0,2,1
Steve Hall,0,0,0
Tim Hall,0,0,0
Ty Hallock,0,0,0
Conrad Hamilton,0,0,0
Keith Hamilton,0,0,0
Rodney Hampton,0,0,0
Norman Hand,0,1,0
Ben Hanks,0,0,0
Jim Harbaugh,0,0,0
Andy Harmon,0,0,0
Ronnie Harmon,0,0,0
Alvin Harper,0,0,0
Dwayne Harper,0,0,0
Anthony Harris,0,1,0
Corey Harris,0,3,0
Jackie Harris,0,0,0
Raymont Harris,0,0,0
Ronnie Harris,0,0,0
Sean Harris,0,0,0
Marvin Harrison,0,0,0
Nolan Harrison,0,0,0
Jeff Hartings,0,0,0
Frank Hartley,0,0,0
Andre Hastings,0,0,0
James Hasty,0,1,1
Tim Hauck,0,0,0
Courtney Hawkins,0,0,0
Chris Hayes,0,0,0
Jarius Hayes,0,0,0
Mercury Hayes,0,0,0
Michael Haynes,0,0,0
Vaughn Hebron,0,0,0
Andy Heck,0,0,0
Jerome Henderson,0,0,0
William Henderson,0,0,0
David Hendrix,0,0,0
Craig Hentrich,0,0,0
Jeff Herrod,0,0,0
Chris Hetherington,0,0,0
Craig Heyward,0,0,0
Eric Hill,0,0,0
Jeff Hill,0,1,0
Randal Hill,0,0,0
Sean Hill,0,0,0
Randy Hilliard,0,0,0
Jimmy Hitchcock,0,0,0
Terry Hoage,0,1,0
Daryl Hobbs,0,0,0
Billy Joe Hobert,0,0,0
Darius Holland,0,0,0
Corey Holliday,0,0,0
Lamont Hollinquest,0,0,0
Mike Hollis,0,0,0
Rob Holmberg,0,0,0
Darick Holmes,0,0,0
Earl Holmes,0,0,0
Bernard Holsey,0,0,0
Thomas Homco,0,0,0
Brad Hopkins,0,0,0
Mike Horan,0,0,0
Joe Horn,0,0,0
Jeff Hostetler,0,0,0
Erik Howard,0,0,0
Chris Hudson,0,1,0
John Hudson,0,0,0
Tyrone Hughes,0,0,0
James Hundon,0,0,0
Tom Hutton,0,0,0
Dou Innocent,0,0,0
Ken Irvin,0,1,0
Michael Irvin,0,0,0
Terry Irving,0,1,0
Qadry Ismail,0,0,0
Raghib Ismail,0,0,0
Steve Israel,0,1,0
Larry Izzo,0,0,0
Calvin Jackson,0,0,0
Jack Jackson,0,0,0
John Jackson,0,0,0
John Jackson,0,0,0
Michael Jackson,0,1,0
Raymond Jackson,0,0,0
George Jamison,0,0,0
Jim Jeffcoat,0,0,0
Greg Jefferson,0,0,0
Shawn Jefferson,0,0,0
Haywood Jeffires,0,0,0
Greg Jeffries,0,0,0
Dietrich Jells,0,0,0
James Jenkins,0,0,0
Travis Jervey,0,0,0
Tommy Jeter,0,0,0
James Jett,0,0,0
Anthony Johnson,0,0,0
Charles Johnson,0,0,0
D.J. Johnson,0,0,0
Ellis Johnson,0,0,0
Jimmie Johnson,0,0,0
Kevin Johnson,0,0,0
Keyshawn Johnson,0,0,0
Lee Johnson,0,0,0
LeShon Johnson,0,0,0
Lonnie Johnson,0,1,0
Raylee Johnson,0,0,0
Reggie Johnson,0,0,0
Tim Johnson,0,0,0
Tracy Johnson,0,0,0
Bill Johnson,0,1,0
Daryl Johnston,0,0,0
Lance Johnstone,0,1,1
Aaron Jones,0,0,0
Calvin Jones,0,0,0
Cedric Jones,0,0,0
Charlie Jones,0,0,0
Chris T. Jones,0,0,0
Ernest Jones,0,0,0
Gary Jones,0,1,0
Henry Jones,0,0,0
James Jones,0,0,0
LaCurtis Jones,0,0,0
Marcus Jones,0,0,0
Marvin Jones,0,0,0
Mike A. Jones,0,0,0
Mike D. Jones,0,1,0
Richard Jones,0,0,0
Robert Jones,0,0,0
Rod Jones,0,0,0
Rod Jones,0,0,0
Roger Jones,0,0,0
Rondell Jones,0,0,0
Randy Jordan,0,0,0
Trey Junkin,0,0,0
John Jurkovic,0,2,0
John Kasay,0,0,0
Napoleon Kaufman,0,0,0
Lincoln Kennedy,0,0,0
Eddie Kennison,0,0,0
Marlon Kerner,0,0,0
Marcus Keyes,0,0,0
Carl Kidd,0,0,0
Terry Killens,0,0,0
Brian Kinchen,0,0,0
Ed King,0,0,0
Terry Kirby,0,0,0
Randy Kirk,0,0,0
Jon Kirksey,0,0,0
David Klingler,0,0,0
George Koonce,0,1,0
Jeff Kopp,0,0,0
Scott Kowalkowski,0,1,0
Bob Kuberski,0,0,0
Ryan Kuehl,0,0,0
Sean LaChapelle,0,0,0
Jeff Lageman,0,0,0
Dan Land,0,2,0
Max Lane,0,0,0
Jevon Langford,0,1,0
Kwamie Lassiter,0,0,0
Ty Law,0,0,0
Wesley Leasy,0,0,0
Harper LeBel,0,1,0
Amp Lee,0,0,0
Shawn Lee,0,0,0
Jay Leeuwenburg,0,0,0
Tyrone Legette,0,0,0
Tim Lester,0,0,0
Jeff Lewis,0,0,0
Jermaine Lewis,0,0,0
Mo Lewis,0,0,0
Ray Lewis,0,0,0
Thomas Lewis,0,0,0
Vernon Lewis,0,0,0
Jeremy Lincoln,0,0,0
Greg Lloyd,0,0,0
Mike Lodish,0,0,0
Steve Lofton,0,0,0
Ernie Logan,0,0,0
James Logan,0,0,0
Chip Lohmiller,0,0,0
Derek Loville,0,0,0
Kirk Lowdermilk,0,0,0
Michael Lowery,0,1,1
Ray Lucas,0,0,0
Todd Lyght,0,0,0
Rick Lyle,0,0,0
Eric Lynch,0,0,0
Anthony Lynn,0,0,0
Lamar Lyons,0,0,0
Tony Mandarich,0,0,0
John Mangum,0,0,0
Sean Manuel,0,0,0
Greg Manusky,0,2,0
Brock Marion,0,1,0
Whit Marshall,0,0,0
Curtis Martin,0,0,0
Manny Martin,0,0,0
Chris Martin,0,0,0
Kelvin Martin,0,0,0
Steve Martin,0,1,0
Tony Martin,0,0,0
Russell Maryland,0,0,0
Robert Massey,0,0,0
Le'Shai Maston,0,0,0
Jason Mathews,0,0,0
Dedric Mathis,0,0,0
Terance Mathis,0,0,0
Kevin Mawae,0,0,0
Brett Maxie,0,0,0
Deems May,0,1,0
Sherriden May,0,0,0
Tony Mayberry,0,0,0
Derrick Mayes,0,0,0
Fred McAfee,0,0,0
Gerald McBurrows,0,0,0
Ed McCaffrey,0,0,0
Keenan McCardell,0,0,0
J.J. McCleskey,0,0,0
Andy McCollum,0,0,0
Tony McCoy,0,1,0
Emmanuel McDaniel,0,0,0
Randall McDaniel,0,0,0
Terry McDaniel,0,0,0
Pellom McDaniels,0,0,0
Devon McDonald,0,0,0
Tim McDonald,0,1,0
O.J. McDuffie,0,0,0
Leeland McElroy,0,0,0
Ray McElroy,0,0,0
Tony McGee,0,0,0
Mike McGruder,0,0,0
Guy McIntyre,0,0,0
Raleigh McKenzie,0,0,0
Ronald McKinnon,0,0,0
James McKnight,0,1,0
Tim McKyer,0,1,0
Tom McManus,0,0,0
Mark McMillian,0,0,0
Todd McNair,0,0,0
Ryan McNeil,0,2,0
Eric Metcalf,0,0,0
Terry Mickens,0,0,0
Ray Mickens,0,0,0
Fred Miller,0,0,0
Jamir Miller,0,1,1
Ernie Mills,0,1,0
John Henry Mills,0,2,0
Sam Mills,0,2,1
Barry Minter,0,0,0
Rick Mirer,0,0,0
Brian Mitchell,0,0,0
Johnny Mitchell,0,0,0
Pete Mitchell,0,0,0
Scott Mitchell,0,0,0
Bryant Mix,0,0,0
John Mobley,0,0,0
Chris Mohr,0,0,0
Alex Molden,0,0,0
Glenn Montgomery,0,0,0
Mark Montreuil,0,0,0
Dave Moore,0,0,0
Herman Moore,0,0,0
Jerald Moore,0,0,0
Marty Moore,0,0,0
Rob Moore,0,0,0
Ronald Moore,0,0,0
Stevon Moore,0,1,0
Tim Morabito,0,0,0
Sean Moran,0,0,0
Mike Morris,0,0,0
Darryl Morrison,0,3,0
Steve Morrison,0,2,0
Harold Morrow,0,0,0
Johnnie Morton,0,0,0
Mike Morton,0,0,0
Winston Moss,0,0,0
Zefross Moss,0,0,0
Eric Moten,0,0,0
Eric Moulds,0,0,0
Muhsin Muhammad,0,0,0
Roderick Mullen,0,0,0
Adrian Murrell,0,0,0
Greg Myers,0,0,0
Godfrey Myles,0,0,0
Tom Nalen,0,0,0
Joe Nash,0,0,0
Lorenzo Neal,0,0,0
Randy Neal,0,0,0
Joe Nedney,0,0,0
Quentin Neujahr,0,0,0
Gabe Northern,0,0,0
Ken Norton,0,1,0
Dexter Nottage,0,0,0
Jeff Novak,0,0,0
Craig Novitsky,0,0,0
Freddie Joe Nunn,0,0,0
Herman O'Berry,0,0,0
Nate Odomes,0,0,0
Neil O'Donnell,0,0,0
Matt O'Dwyer,0,0,0
Chris Oldham,0,0,0
Louis Oliver,0,4,0
Jerry Olsavsky,0,1,0
Leslie O'Neal,0,3,0
Brad Ottis,0,0,0
Dan Owens,0,1,0
Terrell Owens,0,0,0
Sterling Palmer,0,0,0
Joe Panos,0,0,0
Glenn Parker,0,0,0
Vaughn Parker,0,0,0
Anthony Parker,0,1,0
Bernie Parmalee,0,0,0
John Parrella,0,0,0
Marvcus Patton,0,0,0
Tito Paul,0,0,0
Erric Pegram,0,0,0
Doug Pelfrey,0,0,0
Chris Penn,0,0,0
Brett Perriman,0,0,0
Marlo Perry,0,0,0
Todd Perry,0,0,0
Todd Peterson,0,0,0
Roman Phifer,0,0,0
Anthony Phillips,0,0,0
Joe Phillips,0,0,0
Dino Philyaw,0,0,0
Carl Pickens,0,0,0
Aaron Pierce,0,0,0
Damon Pieri,0,0,0
Mark Pike,0,0,0
Kavika Pittman,0,0,0
Anthony Pleasant,0,1,0
Gary Plummer,0,0,0
Marcus Pollard,0,0,0
Tyrone Poole,0,1,0
Ted Popson,0,0,0
Rufus Porter,0,0,0
Craig Powell,0,0,0
Daryl Price,0,1,0
Derek Price,0,0,0
Shawn Price,0,0,0
Anthony Prior,0,0,0
