Player,Rec,Yds,TD,20+,40+,LNG,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts
Tim Brown,104,1408,5,20,2,59,65,62.5,1,0,0
Herman Moore,104,1293,8,15,3,79,66,63.5,0,0,0
Rob Moore,97,1584,8,26,5,47,68,70.1,0,0,0
Cris Carter,89,1069,13,16,1,43,54,60.7,3,0,0
Irving Fryar,86,1316,6,18,3,72,64,74.4,1,0,0
Keenan McCardell,85,1164,5,15,2,60,55,64.7,0,0,0
Jimmy Smith,82,1324,4,24,7,75,64,78,1,0,0
Antonio Freeman,81,1243,12,19,3,58,62,76.5,1,0,0
Johnnie Morton,80,1057,6,14,3,73,51,63.8,2,0,0
Yancey Thigpen,79,1398,7,21,6,69,62,78.5,1,0,0
O.J. McDuffie,76,943,1,9,2,55,50,65.8,0,0,0
Michael Irvin,75,1180,9,19,4,55,59,78.7,0,0,0
Frank Sanders,75,1017,4,13,5,70,50,66.7,3,0,0
Marvin Harrison,73,866,6,9,2,44,46,63,1,0,0
Joey Galloway,72,1049,12,14,4,53,55,76.4,0,0,0
Andre Rison,72,1092,7,17,2,45,54,75,0,0,0
Shannon Sharpe,72,1107,3,18,3,68,49,68.1,1,0,0
Keyshawn Johnson,70,963,5,15,0,39,50,71.4,0,0,0
Rod Smith,70,1180,12,15,7,78,54,77.1,3,0,0
Michael Jackson,69,918,4,10,2,54,45,65.2,2,0,0
Sean Dawkins,68,804,2,6,2,51,39,57.4,0,0,0
Jake Reed,68,1138,6,16,5,56,58,85.3,0,0,0
Ben Coates,66,737,8,10,0,35,37,56.1,0,0,0
Derrick Alexander,65,1009,9,13,3,92,39,60,1,0,0
Bert Emanuel,65,991,9,12,3,56,49,75.4,2,0,0
Eric Green,65,601,5,4,0,37,30,46.2,1,0,0
Mike Pritchard,64,843,2,11,2,61,43,67.2,2,0,0
Tony Martin,63,904,6,10,3,72,45,71.4,0,0,0
Frank Wycheck,63,748,4,11,1,42,38,60.3,0,0,0
Terance Mathis,62,802,6,5,3,49,42,67.7,0,0,0
Amp Lee,61,825,3,11,3,62,33,54.1,0,0,0
Robert Brooks,60,1010,7,20,4,48,44,73.3,0,0,0
Quinn Early,60,853,5,14,2,45,42,70,0,0,0
Terrell Owens,60,936,8,16,1,56,48,80,1,0,0
Andre Reed,60,880,5,13,4,77,39,65,0,0,0
Kimble Anders,59,453,2,4,1,55,22,37.3,1,0,0
Chris Calloway,58,849,8,12,3,68,42,72.4,0,0,0
Wayne Chrebet,58,799,3,11,1,70,34,58.6,0,0,0
