Player,Avg,Ret,Yds,PRet T,20+,40+,Lng,FC,FUM
Derrick Alexander,34,1,34,0,1,0,34,0,0
Aaron Bailey,19,1,19,0,0,0,19,0,0
Chuck Levy,18.2,6,109,1,1,1,73,2,1
Courtney Hawkins,17,4,68,0,2,0,30,2,0
Jermaine Lewis,15.6,28,437,2,5,3,89,13,1
Terrell Buckley,14.5,4,58,0,1,0,26,0,0
Darrien Gordon,13.6,40,543,3,6,3,94,22,3
David Palmer,13.1,34,444,0,7,1,57,19,0
Karl Williams,13,46,597,1,12,2,63,12,4
Deion Sanders,12.3,33,407,1,4,1,83,12,1
Leon Johnson,12.1,51,619,1,7,3,66,6,4
Rod Smith,12,1,12,0,0,0,12,0,0
Brian Mitchell,11.6,38,442,1,6,2,63,23,1
Kevin R. Williams,11.6,40,462,0,5,1,50,15,3
Reggie Barlow,11.4,36,412,0,5,2,52,16,1
Iheanyi Uwaezuoke,11,34,373,0,7,0,36,14,3
Tamarick Vanover,10.9,35,383,1,4,2,82,14,4
Eric Metcalf,10.9,45,489,3,4,3,85,8,2
Mark Seay,10.8,16,172,0,3,1,42,8,3
Eric Guliford,10.6,47,498,0,6,0,32,26,1
Charles Jordan,10.5,26,273,0,5,0,38,15,0
Dave Meggett,10.4,45,467,0,5,1,47,8,2
Bill Schroeder,10.4,33,342,0,6,1,46,8,3
Derrick Mayes,10.1,14,141,0,2,0,26,3,0
Eric Moulds,10,2,20,0,0,0,10,0,0
Amani Toomer,9.7,47,455,1,4,2,53,19,0
Warrick Dunn,9.6,5,48,0,1,0,25,0,0
Jeff Burris,9.4,21,198,0,2,0,32,8,3
Steve Tasker,9.4,12,113,0,1,1,47,9,1
Glyn Milburn,9.2,47,433,0,3,1,40,26,1
James Roe,9,8,72,0,0,0,14,0,1
Todd Kinchen,8.6,52,446,0,3,0,38,13,5
Mel Gray,8.5,19,161,0,1,0,30,15,1
Kevin Mathis,8.3,11,91,0,1,1,45,2,2
Michael Bates,8,1,8,0,0,0,8,0,0
Winslow Oliver,7.9,14,111,0,1,0,26,5,2
Brian Stablein,7.8,17,133,0,2,0,20,9,0
Desmond Howard,7.8,27,210,0,4,0,31,20,1
Greg Myers,7.7,26,201,0,0,0,18,19,3
Mitchell Galloway,7.5,2,15,0,0,0,15,2,1
Nate Jacquet,7.4,13,96,0,0,0,17,0,1
Ricky Proehl,7.4,8,59,0,0,0,14,1,0
Tyrone Poole,7.4,26,191,0,1,1,40,18,3
Derrick Mason,7.3,13,95,0,2,0,29,3,3
Eddie Kennison,7.3,34,247,0,5,1,43,20,1
Tyrone Hughes,7.2,36,258,0,0,0,19,7,2
Stepfret Williams,7,2,14,0,0,0,14,0,0
Dedric Ward,6.9,8,55,0,0,0,12,2,0
Ronnie Harris,6.9,21,144,0,0,0,19,12,3
Tyree Davis,6.5,16,104,0,2,0,28,6,1
Will Blackwell,6.5,23,149,0,0,0,15,6,1
Jermaine Ross,6,2,12,0,0,0,6,0,0
Freddie Solomon,5.5,10,55,0,0,0,14,7,2
Mike Archie,5,1,5,0,0,0,5,0,0
Darren Sharper,4.6,7,32,0,1,0,23,3,1
Ray Ethridge,4.2,5,21,0,0,0,16,1,2
Bobby Engram,4,1,4,0,0,0,4,0,0
Malcolm Floyd,3.8,4,15,0,0,0,8,2,0
O.J. McDuffie,2,2,4,0,0,0,3,1,0
Andre Coleman,1,5,5,0,0,0,5,2,0
Mark Carrier,0,1,0,0,0,0,0,0,1
Mike Dulaney,0,1,0,0,0,0,0,0,1
Rodney Harrison,0,1,0,0,0,0,0,0,0
Greg Jackson,0,1,0,0,0,0,0,0,0
Raymond Jackson,0,1,0,0,0,0,0,0,1
Henry Jones,0,1,0,0,0,0,0,0,1
Kavika Pittman,0,1,0,0,0,0,0,0,0
Roell Preston,0,1,0,0,0,0,0,0,0
Mike Prior,0,1,0,0,0,0,0,3,1
Marcus Robertson,0,1,0,0,0,0,0,0,0
Rod Woodson,0,1,0,0,0,0,0,0,0
Anthony Edwards,-1,1,-1,0,0,0,0,1,0
Antwuan Wyatt,-1,2,-2,0,0,0,0,1,0
Andre Hastings,-2,1,-2,0,0,0,-2,0,1
Troy Vincent,-8,1,-8,0,0,0,-8,0,1
