Player,Comb,Asst,Solo,Sck
Phil Hansen,78,22,56,6
Quentin Coryatt,77,21,56,2
Jerome Henderson,77,19,58,0
Robert Jones,77,17,60,1
Ty Law,77,8,69,0.5
Bryce Paup,77,20,57,9.5
Darren Perry,77,9,68,1
Derrick Rodgers,77,24,53,5
Brent Alexander,76,22,54,0
Jeff Brady,76,16,60,0
Stevon Moore,76,15,61,0
Roman Phifer,76,18,58,2
Mark Carrier,75,21,54,0
Doug Evans,75,10,65,1
James Farrior,75,18,57,1.5
Rob Fredrickson,75,15,60,2
Calvin Jackson,75,16,59,0.5
Mike Morton,75,21,54,0
Eddie Robinson,75,20,55,2
Toby Wright,75,15,60,0
James Hasty,74,12,62,2
Eric Hill,74,29,45,0
Dwayne Gordon,73,25,48,1
Phillippi Sparks,73,10,63,1
Mo Lewis,72,27,45,8
Andre Royal,72,13,59,5
Ken Harvey,71,16,55,9.5
Chris Hudson,71,13,58,0
Ryan McNeil,71,9,62,0
Terrance Shaw,71,5,66,0
Santana Dotson,70,33,37,5.5
Sam Garnes,70,22,48,0
Bennie Blades,69,12,57,1
Alex Molden,69,11,58,4
Robert Porcher,69,28,41,12.5
Bill Romanowski,69,14,55,2
Otis Smith,69,13,56,0
Henry Thomas,69,24,45,7
Orlando Thomas,69,13,56,0
Denard Walker,69,12,57,0
Steve Atwater,68,15,53,1
Michael McCrary,68,13,55,9
Gary Plummer,68,14,54,0
Chris Spielman,68,18,50,0
Michael Strahan,68,22,46,14
Damien Covington,67,30,37,0.5
Anthony Harris,67,17,50,1
Jamie Sharper,67,14,53,3
Eric Swann,67,16,51,7.5
Elijah Alexander,66,14,52,1
Matt Darby,66,28,38,0
Ricardo McDonald,66,14,52,1
Willie Williams,66,9,57,0
Robert Blackmon,65,17,48,3
Aaron Glenn,65,11,54,0
Mike Wells,65,35,30,1
Troy Vincent,64,15,49,0
Tyrone Williams,64,15,49,0
Cris Dishman,63,8,55,1.5
Gerald Dixon,63,9,54,8.5
Wayne Martin,63,10,53,10.5
Chester McGlockton,63,11,52,4.5
Anthony Newman,63,10,53,0
Marcus Robertson,63,19,44,0
Bruce Smith,63,15,48,14
Myron Bell,62,17,45,1.5
Rhett Hall,62,15,47,8
Tim McDonald,62,11,51,0
Aeneas Williams,62,14,48,0
Darrien Gordon,61,11,50,2
Kim Herring,61,10,51,1
Antonio Langham,61,6,55,1
Dana Stubblefield,61,12,49,15
Hollis Thomas,61,21,40,2.5
Charles Dimry,60,11,49,0
Carnell Lake,60,17,43,6
Albert Lewis,60,9,51,2
Kurt Schulz,60,18,42,0
Ashley Ambrose,59,2,57,1
Brad Culpepper,59,16,43,8.5
Luther Elliss,59,24,35,8.5
Deon Figures,59,2,57,0
Merton Hanks,59,9,50,0
John Holecek,59,20,39,1.5
Melvin Johnson,59,13,46,0
Winston Moss,59,13,46,0
Tom Tumulty,59,17,42,1
Allen Aldridge,58,17,41,0
Jay Bellamy,58,11,47,2
Donny Brady,58,5,53,0
Dale Carter,58,7,51,0
Keith Hamilton,58,19,39,8
Warren Sapp,58,11,47,10.5
Peter Boulware,57,16,41,11.5
Lewis Bush,57,5,52,0
Robert Harris,57,19,38,10
Darryll Lewis,57,11,46,0
John Randle,57,12,45,15.5
Sam Rogers,57,14,43,3.5
Donnie Abraham,56,11,45,0
Tommy Bennett,56,12,44,0
Ron Cox,56,14,42,1
Kevin Hardy,56,8,48,2.5
Lonnie Marts,56,11,45,1
James Francis,55,12,43,3.5
Lee Woodall,55,15,40,0
Ronnie Bradford,54,8,46,0
Darrell Green,54,13,41,0
Ellis Johnson,54,17,37,4.5
Greg Kragen,54,9,45,2
Lamar Lathon,54,11,43,2
Dwayne Rudd,54,17,37,5
Chuck Smith,54,12,42,12
Jason Gildon,53,12,41,5
Bill Johnson,53,8,45,4
Tony McCoy,53,18,35,2.5
Les Miller,53,7,46,5.5
Omar Stoutmire,53,9,44,2
Ray Buchanan,52,4,48,0
Richard Harvey,52,7,45,3
Kwamie Lassiter,52,16,36,3
Mike Mamula,52,18,34,4
Tito Paul,52,7,45,0
Corey Raymond,52,7,45,0
Sam Adams,51,15,36,7
Daryl Gardener,51,20,31,1.5
James Jones,51,4,47,6
Tom Knight,51,8,43,0
Greg Lloyd,51,22,29,3.5
Ron Rice,51,12,39,1
Chad Scott,51,3,48,0
Kevin Smith,51,7,44,0
Bernard Wilson,51,18,33,0
Donnell Woolford,51,5,46,0
Derrick L. Alexander,50,16,34,4.5
Eric Allen,50,5,45,0
Corey Harris,50,17,33,0
Kevin Henry,50,15,35,4.5
Terry McDaniel,50,6,44,0
Tyrone Poole,50,3,47,1
Wayne Simmons,50,15,35,3.5
Tom Carter,49,5,44,0
John Copeland,49,14,35,3
Dixon Edwards,49,17,32,1.5
Henry Ford,49,11,38,5
Gabe Wilkins,49,21,28,5.5
Andre Collins,48,6,42,3
Jim Flanigan,48,12,36,6
Terry Irving,48,14,34,0
Dan Owens,48,10,38,8
Joel Steed,48,21,27,1
Chidi Ahanotu,47,10,37,10
Scott Galyon,47,6,41,3
DeRon Jenkins,47,2,45,0
Lorenzo Lynch,47,10,37,1
Simeon Rice,47,14,33,5
Rayna Stewart,47,11,36,0.5
Rod Woodson,47,5,42,0
Trace Armstrong,46,22,24,5.5
Tim Bowens,46,14,32,5
Mark McMillian,46,1,45,0
Charles Mincy,46,10,36,0
Pat Terrell,46,14,32,0
Mickey Washington,46,5,41,0
Bryant Westbrook,46,3,43,0
Alfred Williams,46,10,36,8.5
Dan Williams,46,10,36,10.5
Jeff Burris,45,6,39,0
Marco Coleman,45,9,36,2
Albert Fontenot,45,25,20,4.5
Steve Jackson,45,8,37,1
Greg Jefferson,45,10,35,3
Joe Johnson,45,7,38,8.5
Ernie Logan,45,10,35,0
Reggie White,45,14,31,11
Bernard Whittington,45,10,35,0
Bryant Young,45,6,39,4
Chris Doleman,44,8,36,12
Dan Footman,44,8,36,10.5
Michael Sinclair,44,10,34,12
Steve Tovar,44,7,37,0
Perry Carter,43,4,39,0
Tyronne Drakeford,43,2,41,0
Steve Grant,43,15,28,0
Dwayne Harper,43,5,38,0
Steve Morrison,43,19,24,1
Darrell Russell,43,9,34,3.5
Tony Tolbert,43,13,30,5
Darnell Walker,43,5,38,1
Gary Walker,43,13,30,7
Tedy Bruschi,42,7,35,4
Kevin Carter,42,12,30,7.5
Rondell Jones,42,8,34,0
Tyrone Legette,42,5,37,0
Rick Lyle,42,12,30,3
Leslie O'Neal,42,7,35,10
Tracy Scroggins,42,11,31,7.5
Anthony Smith,42,9,33,6.5
Jason Taylor,42,12,30,5
Kimo von Oelhoffen,42,10,32,0
Lester Archambeau,41,11,30,8.5
Tony Brackens,41,3,38,7
Eric Davis,41,6,35,0
Dwight Hollier,41,20,21,0
Dan Saleaumua,41,12,29,3.5
Fernando Smith,41,19,22,4
Rob Burnett,40,7,33,4
Shante Carver,40,12,28,6
Anthony Marshall,40,9,31,3
Clyde Simmons,40,7,33,8.5
Pepper Johnson,39,13,26,0
Rich Owens,39,11,28,2.5
John Parrella,39,7,32,3.5
Patrick Sapp,39,9,30,0
Thomas Smith,39,4,35,0
George Teague,39,19,20,0
Brant Boyer,38,11,27,1.5
Tony Casillas,38,16,22,3
Hugh Douglas,38,7,31,4
Marlon Forbes,38,11,27,0
Randy Fuller,38,4,34,1
Sean Moran,38,13,25,4.5
Mike Prior,38,13,25,0
Mark Smith,38,12,26,6
Jimmy Spencer,38,2,36,0
Shawn Springs,38,4,34,0
Keith Traylor,38,11,27,2
Brentson Buckner,37,7,30,0
D'Marco Farr,37,12,25,3
George Jamison,37,9,28,1
Ray McElroy,37,9,28,0
Matt Russell,37,8,29,0
Leonard Wheeler,37,4,33,2
Mike Caldwell,36,7,29,2
James Folston,36,9,27,0
Darryl Pounds,36,1,35,2
Corey Sawyer,36,4,32,0
Mark Wheeler,36,10,26,4
Chad Bratzke,35,11,24,3.5
James Darling,35,9,26,0
Jeff Gooch,35,12,23,0
Antonio London,35,15,20,2
Dedric Mathis,35,7,28,0
Willie McGinest,35,10,25,2
Pio Sagapolutele,35,11,24,2
Kevin Abrams,34,6,28,2
Sammie Burroughs,34,10,24,1
Willie Clark,34,7,27,0
Phillip Daniels,34,10,24,4
Lenoy Jones,34,7,27,1
Seth Joyner,34,9,25,3
Kenard Lang,34,9,25,1.5
J.J. McCleskey,34,5,29,1
Carl Simpson,34,10,24,4.5
Neil Smith,34,6,28,8.5
Derrick Thomas,34,7,27,9.5
Dan Wilkinson,34,10,24,5
John Browning,33,4,29,4
Harry Colon,33,10,23,0
Anthony Cook,33,8,25,0
La'Roi Glover,33,9,24,6.5
Kenny Holmes,33,5,28,7
Ty Howard,33,7,26,1
Tim Jacobs,33,7,26,0
Billy Jenkins,33,6,27,0
Roderick Mullen,33,4,29,0
Gabe Northern,33,11,22,0
Chris Oldham,33,2,31,4
Thomas Randolph,33,1,32,0
Deion Sanders,33,3,30,0
Fred Thomas,33,3,30,0
Kerwin Waldroup,33,14,19,1
Henri Crockett,32,4,28,2
Percy Ellsworth,32,9,23,0
Darren Mickell,32,12,20,3.5
Rufus Porter,32,6,26,0.5
Joel Smeenge,32,3,29,6.5
Marc Boutte,31,4,27,2
Chris Canty,31,2,29,2
Jason Ferguson,31,8,23,3.5
Torrian Gray,31,9,22,0
Nolan Harrison,31,9,22,4
Chad Hennings,31,7,24,4.5
Shawn Lee,31,4,27,3
Kelvin Pritchett,31,12,19,3
Mark Thomas,31,7,24,4.5
Damon Watts,31,8,23,0
Jerry Ball,30,13,17,0
Vaughn Booker,30,5,25,4
Paul Bradford,30,2,28,0
Mike D. Jones,30,8,22,4
Monty Montgomery,30,6,24,1
Terry Wooden,30,4,26,2
Zack Bronson,29,6,23,0
Junior Bryant,29,7,22,2.5
Lance Johnstone,29,11,18,3.5
Bob Kuberski,29,9,20,0
Ray Mickens,29,2,27,1
Keith Mitchell,29,4,25,4
Brady Smith,29,8,21,5
Renaldo Wynn,29,5,24,2.5
Corwin Brown,28,6,22,0
Ray Farmer,28,4,24,1
William Fuller,28,4,24,3
Donta Jones,28,9,19,0
Tim McKyer,28,6,22,1
Frankie Smith,28,3,25,0
Regan Upshaw,28,5,23,7.5
Gilbert Brown,27,11,16,3
Don Davey,27,10,17,3
Jason Fisk,27,8,19,3
Kurt Gouveia,27,6,21,0
Darrius Johnson,27,7,20,0
Rob Kelly,27,7,20,0
Jeff Lageman,27,6,21,5
Kevin Mitchell,27,5,22,0
Tony Siragusa,27,5,22,0
Antonio Anderson,26,8,18,2
Roy Barker,26,4,22,5.5
Shane Burton,26,9,17,4
Chad Cascadden,26,4,22,0
Josh Evans,26,3,23,2
Tim Hauck,26,3,23,0
Randy Hilliard,26,5,21,0
Marlon Kerner,26,4,22,0
Bo Orlando,26,5,21,1
Carl Reeves,26,6,20,0.5
Lionel Washington,26,1,25,0
Charlie Williams,26,6,20,2
Jamel Williams,26,5,21,0
Aaron Beasley,25,0,25,0
Michael Booker,25,2,23,0
Shane Dronett,25,10,15,3
Kevin Greene,25,7,18,10.5
Conrad Hamilton,25,3,22,0
Chris Hayes,25,6,19,0
Kevin Mathis,25,1,24,0
Rod Smith,25,1,24,0
Chris Sullivan,25,9,16,0
Duane Clemons,24,1,23,7
Billy Granville,24,5,19,0
Carlton Gray,24,4,20,0
Bobby Hamilton,24,11,13,1
Greg Manusky,24,2,22,0
Marty Moore,24,6,18,0
Trevor Pryce,24,8,16,2
James Roberson,24,8,16,2
Broderick Thomas,24,5,19,3.5
Larry Webster,24,6,18,0
Larry Whigham,24,7,17,2
James E. Williams,24,6,18,0
Bill Bates,23,3,20,1
Marcus Coleman,23,7,16,0
Jeremy Lincoln,23,3,20,0
Michael Lowery,23,6,17,0
Pellom McDaniels,23,4,19,3.5
Corey Miller,23,9,14,1
Marquez Pope,23,3,20,0
Vinson Smith,23,7,16,1
Maa Tanuvasa,23,5,18,8.5
Keith Washington,23,4,19,2
Reinard Wilson,23,2,21,3
Jeff Zgonina,23,2,21,2
Robert Bailey,22,2,20,2
Pete Bercich,22,3,19,0
James Burgess,22,1,21,0
Lamont Hollinquest,22,6,16,0
Jeff Kopp,22,8,14,1
Chris Mims,22,6,16,4
Brad Ottis,22,6,16,0
Marlo Perry,22,4,18,0
Barron Tanner,22,6,16,0
Taje Allen,21,1,20,0
Chad Eaton,21,8,13,1
Ron George,21,3,18,0
Greg Jackson,21,1,20,0
Greg Jones,21,4,17,3.5
Matt LaBounty,21,5,16,3
Sam Madison,21,5,16,0
Manny Martin,21,4,17,0
Gerald McBurrows,21,3,18,0
Shawn Price,21,9,12,0
Rick Terry,21,5,16,2
Bennie Thompson,21,1,20,0
Vashone Adams,20,4,16,0
Patrise Alexander,20,4,16,0
Je'Rod Cherry,20,1,19,0
Pratt Lyons,20,8,12,2.5
Van Malone,20,9,11,0
Ray Seals,20,2,18,1
Cornell Brown,19,1,18,0.5
Derwin Gray,19,7,12,0
Dana Hall,19,3,16,0
Norman Hand,19,3,16,1
Harald Hasselbach,19,6,13,1.5
Raylee Johnson,19,3,16,2.5
Shelton Quarles,19,9,10,0
Ralph Staten,19,3,16,0
Matt Stevens,19,1,18,0
Michael Swift,19,2,17,0
Scott Von der Ahe,19,2,17,0
Darren Anderson,18,4,14,2
Ray Austin,18,4,14,0
Dan Brandenburg,18,1,17,0
Stalin Colinet,18,4,14,0
Eugene Daniel,18,3,15,0
Cortez Kennedy,18,8,10,2
Tremain Mack,18,4,14,0
Mark Maddox,18,8,10,0
Mark Montreuil,18,3,15,0
Darren Sharper,18,2,16,0
Bobby Taylor,18,4,14,2
Floyd Young,18,3,15,0
Mike Barber,17,2,15,0
Tom Barndt,17,6,11,2
Marcus Buckley,17,5,12,0
Anthony Edwards,17,3,14,0
Lemanski Hall,17,5,12,2
Jon Harris,17,8,9,1
Chris Hewitt,17,4,13,0
Bernard Holsey,17,7,10,3.5
Scott Kowalkowski,17,5,12,0
Tyrus McCloud,17,5,12,0
Lenny McGill,17,2,15,0
Craig Sauer,17,3,14,0
Eric Stokes,17,1,16,0
Mike Vrabel,17,3,14,1.5
Jerry Wilson,17,3,14,2
Tony Bennett,16,3,13,3
O.J. Brigance,16,8,8,0
Doug Colman,16,2,14,0
Darion Conner,16,4,12,1.5
Derrick Cullors,16,1,15,0
Dedrick Dodge,16,3,13,0
Anthony Dorsett,16,4,12,0
Leomont Evans,16,4,12,0
Ty Hallock,16,1,15,0
Dan Land,16,4,12,0
James Logan,16,5,11,0
Steve Martin,16,7,9,0
Robert Massey,16,0,16,0
Harold Morrow,16,1,15,0
Eric Smedley,16,1,15,0
Esera Tuaolo,16,3,13,1
Renaldo Turnbull,16,5,11,1
Marcellus Wiley,16,4,12,0
Ray Agnew,15,5,10,2
Tony Bouie,15,2,13,0
John Burrough,15,3,12,1
Ferric Collons,15,4,11,1
Toi Cook,15,3,12,1
Tyree Davis,15,2,13,0
Jamal Duff,15,3,12,2
Mike Fox,15,4,11,0
William Gaines,15,4,11,0
Sean Harris,15,2,13,0
Mike Logan,15,3,12,0
Dexter McCleon,15,0,15,1
Keith McKenzie,15,3,12,1.5
Mark Pike,15,5,10,0
Jim Schwantz,15,1,14,0
Duce Staley,15,0,15,0
Keith Thibodeaux,15,1,14,0
John Thierry,15,6,9,3
Moe Williams,15,3,12,0
Fabien Bownes,14,1,13,0
Paul Grasmanis,14,5,9,0.5
Jevon Langford,14,5,9,1
Bernie Parmalee,14,4,10,0
Seth Payne,14,2,12,0
Orpheus Roye,14,4,10,1
Reggie Rusk,14,3,11,0
Tomur Barnes,13,2,11,0
Bertrand Berry,13,7,6,0
James Burton,13,2,11,0
Chris Darkins,13,5,8,0
Rob Holmberg,13,2,11,0
Mike Lodish,13,4,9,1
Fred McAfee,13,5,8,0
Hurvin McCormack,13,5,8,0.5
Marcus Pollard,13,1,12,0
Latario Rachal,13,0,13,0
Tony Richardson,13,0,13,0
Ron Rivers,13,2,11,0
Rafael Robinson,13,2,11,0
Jeff Robinson,13,2,11,0.5
Darrin Smith,13,4,9,1
David Tate,13,4,9,0
Jeff Thomason,13,2,11,0
Jared Tomich,13,1,12,1
Chris Walsh,13,1,12,0
Juran Bolden,12,0,12,0
Dwayne Carswell,12,4,8,0
Richard Dent,12,3,9,4.5
Ernest Dixon,12,3,9,0.5
Gary Downs,12,4,8,0
Darius Holland,12,7,5,0
Terry Killens,12,0,12,0
Kelvin Kinney,12,5,7,0
Ryan Kuehl,12,3,9,0
Carl Powell,12,3,9,0
Lovett Purnell,12,1,11,0
Cory Schlesinger,12,0,12,0
Kenny Shedd,12,1,11,0
Alonzo Spellman,12,4,8,2
Dennis Stallings,12,3,9,0
Tony Williams,12,3,9,0
Carlton Bailey,11,2,9,0
Michael Bates,11,0,11,0
Gregg Briggs,11,3,8,0
J.B. Brown,11,0,11,0
Keith Burns,11,3,8,0
Chris Carter,11,3,8,0
Bob Christian,11,3,8,0
Steve Conley,11,2,9,4
Keith Crawford,11,2,9,0
Don Davis,11,1,10,0
Tyrone Davis,11,4,7,0
Chris Hetherington,11,2,9,0
Danan Hughes,11,0,11,0
Dietrich Jells,11,2,9,0
Clyde Johnson,11,3,8,0
Kevin Johnson,11,4,7,0
Shawn King,11,1,10,2
George Koonce,11,5,6,0
Leon Lett,11,1,10,0.5
Anthony Prior,11,0,11,0
Bryan Robinson,11,0,11,1
Steve Russ,11,5,6,0
Brandon Sanders,11,0,11,0
Scott Slutzker,11,4,7,0
Dwight Stone,11,3,8,0
Chris Thomas,11,2,9,0
Rodney Thomas,11,2,9,0
Rodney Young,11,3,8,0
Eddie Anderson,10,2,8,0
Curtis Anderson,10,2,8,0
Glenn Cadrez,10,2,8,0
Rico Clark,10,3,7,0
Kevin Devine,10,0,10,0
Oliver Gibson,10,1,9,1
Steve Israel,10,0,10,1
Travis Jervey,10,0,10,0
David Patten,10,1,9,0
Michael Dean Perry,10,2,8,0
Tony Peterson,10,1,9,0
Joe Phillips,10,3,7,0.5
Anthony Pleasant,10,2,8,0.5
David Thompson,10,1,9,0
Kevin Turner,10,0,10,0
Shane Bonham,9,5,4,1
Aundray Bruce,9,1,8,1
Curtis Buckley,9,2,7,0
Aaron Craver,9,1,8,0
Darryl Hardy,9,3,6,0
Kenny Harris,9,4,5,0
Ronnie Harris,9,0,9,0
Van Hiles,9,2,7,0
Toran James,9,2,7,0
Ed Jasper,9,3,6,1
Greg Jeffries,9,3,6,1
Randy Kinder,9,2,7,0
John Henry Mills,9,1,8,0
Brandon Mitchell,9,3,6,0
C.J. Richardson,9,0,9,0
Twan Russell,9,1,8,0
Todd Sauerbrun,9,1,8,0
Eddie Sutter,9,2,7,0
Kinnon Tatum,9,3,6,0
Adam Treu,9,0,9,0
Olanda Truitt,9,1,8,0
Tony Vinson,9,0,9,0
Herschel Walker,9,1,8,0
Marvin Washington,9,3,6,1
John Williams,9,1,8,0
Billy Davis,8,1,7,0
Troy Dumas,8,0,8,1
Lee Flowers,8,1,7,0
Marrio Grier,8,1,7,0
Britt Hager,8,1,7,0
James Hamilton,8,1,7,1
Andy Harmon,8,4,4,0
Mitch Jacoby,8,2,6,0
Cedric Jones,8,0,8,0
Richard Jordan,8,1,7,0
Anthony Lynn,8,4,4,0
Fred McCrary,8,0,8,0
Singor Mobley,8,2,6,0
Kendel Shello,8,2,6,1
Robb Thomas,8,0,8,0
Tommy Thompson,8,2,6,0
Tim Tindale,8,0,8,0
Marquis Walker,8,1,7,0
Steve White,8,2,6,0
Jay Williams,8,3,5,1
David Brandon,7,0,7,1
Dorian Brew,7,2,5,0
Troy Brown,7,1,6,0
Joe Cain,7,0,7,0
Cris Carter,7,0,7,0
Terry Cousin,7,2,5,0
Vernon Crawford,7,2,5,0
Ronnie Dixon,7,3,4,0
Mike Dulaney,7,2,5,0
Kendall Gammon,7,1,6,0
Percell Gaskins,7,1,6,0
Tim Hall,7,3,4,0
Ruffin Hamilton,7,1,6,0
Jeff Herrod,7,1,6,0
Darick Holmes,7,1,6,0
Michael Husted,7,0,7,0
Ken Irvin,7,0,7,0
Tyoka Jackson,7,2,5,2.5
James Jenkins,7,1,6,0
Jimmie Jones,7,3,4,2.5
Muadianvita Kazadi,7,0,7,0
Brett Maxie,7,2,5,1
Terry Mickens,7,1,6,0
Damon Pieri,7,0,7,0
Bill Schroeder,7,3,4,0
Tracy Simien,7,0,7,0
Cedric Smith,7,0,7,0
Detron Smith,7,1,6,0
Greg Truitt,7,0,7,0
Iheanyi Uwaezuoke,7,1,6,0
Tony Veland,7,0,7,0
Tim Watson,7,0,7,0
Gerome Williams,7,1,6,0
Brad Banta,6,3,3,0
Chris Bayne,6,1,5,0
Brett Bech,6,0,6,0
Wendell Davis,6,0,6,0
Quinn Early,6,0,6,0
Terrell Fletcher,6,0,6,0
Kenneth Gant,6,0,6,0
Donovan Greer,6,1,5,0
Rich Griffith,6,0,6,0
Grady Jackson,6,2,4,0
Anthony Johnson,6,0,6,0
Leon Johnson,6,0,6,0
Jim Kitts,6,2,4,0
Tony McCombs,6,2,4,0
James McKnight,6,0,6,0
Will Moore,6,0,6,0
Tim Morabito,6,3,3,0
Kavika Pittman,6,1,5,1
Israel Raybon,6,1,5,0.5
Austin Robbins,6,0,6,0
Ramondo Stallings,6,0,6,0
Eric Stocz,6,1,5,0
Steve Tasker,6,0,6,0
Tim Terry,6,2,4,0
Bracy Walker,6,2,4,0
Chris Zorich,6,1,5,1
Dunstan Anderson,5,1,4,0
Wes Bender,5,1,4,0
Tommie Boyd,5,0,5,0
Bucky Brooks,5,1,4,0
Mike Chalenski,5,2,3,0
Nate Dingle,5,1,4,0
Jerry Ellison,5,2,3,0
Steve Emtman,5,1,4,0
Christian Fauria,5,1,4,0
Mike Hollis,5,0,5,0
Michael Jackson,5,0,5,0
Roger Jones,5,0,5,0
Randy Jordan,5,0,5,0
Tim Lester,5,0,5,0
Ray Lucas,5,1,4,0
Mike McGruder,5,0,5,1
Tim McTyer,5,0,5,0
Lorenzo Neal,5,2,3,0
Jerry Olsavsky,5,1,4,0
Willie Roaf,5,0,5,0
Todd Scott,5,0,5,0
Tony Semple,5,1,4,0
Mack Strong,5,2,3,0
Rashod Swinger,5,1,4,0
Scott Turner,5,0,5,0
Lamont Warren,5,0,5,0
Jose White,5,2,3,0
Jon Witman,5,1,4,0
Ronde Barber,4,0,4,0
Marco Battaglia,4,0,4,0
Darren Benson,4,1,3,0
Eric Bieniemy,4,0,4,0
Larry Brown,4,1,3,0
Mark Bruener,4,1,3,0
Todd Burger,4,0,4,0
Duane Butler,4,0,4,0
Mark Campbell,4,0,4,0
Charlie Clemons,4,2,2,0
Robert Coons,4,0,4,0
Mike Crawford,4,3,1,0
Chad Fann,4,2,2,0
Mike Frederick,4,0,4,0
Toby Gowin,4,0,4,0
John Hall,4,0,4,0
Andre Hastings,4,0,4,0
Aaron Hayden,4,2,2,0
Randal Hill,4,0,4,0
Joe Horn,4,0,4,0
Bobby Houston,4,0,4,0
Raymond Jackson,4,1,3,0
Nate Jacquet,4,0,4,0
Jim Jeffcoat,4,2,2,0.5
Jimmie Johnson,4,0,4,0
Damon Jones,4,1,3,0
Freddie Jones,4,0,4,0
Randy Kirk,4,0,4,0
Harper LeBel,4,1,3,0
Brian Mitchell,4,0,4,0
Dave Moore,4,2,2,0
Rob Moore,4,0,4,0
Mike Morris,4,1,3,0
Chris Penn,4,0,4,0
Ed Perry,4,0,4,0
Jake Plummer,4,0,4,0
Kevin Ross,4,1,3,0
Keith Rucker,4,3,1,0
Daimon Shelton,4,0,4,0
Alshermond Singleton,4,0,4,0
Marc Spindler,4,4,0,0
Lorenzo Styles,4,1,3,0
Adam Vinatieri,4,0,4,0
Frank Wainright,4,0,4,0
Aaron Wallace,4,0,4,0
Ronnie Ward,4,3,1,0
Charles Way,4,1,3,0
Ryan Wetnight,4,2,2,0
Armon Williams,4,0,4,0
Gerald Williams,4,3,1,0
Derrick Alexander,3,0,3,0
Jamie Asher,3,0,3,0
Myron Baker,3,1,2,0
Mike Bartrum,3,0,3,0
Fred Baxter,3,0,3,0
Greg Bellisari,3,1,2,0
David Binn,3,1,2,0
Brian Blades,3,0,3,0
Larry Bowie,3,0,3,0
Steve Bush,3,0,3,0
Mark Carrier,3,0,3,0
Rae Carruth,3,0,3,0
Ben Coates,3,0,3,0
Lyron Cobbins,3,3,0,0
Zack Crockett,3,0,3,0
Canute Curtis,3,0,3,0
Dermontti Dawson,3,0,3,0
Al Del Greco,3,0,3,0
David Dunn,3,0,3,0
