Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Jeff George,3917,7.5,521,290,55.7,29,9,91.2,167,32,59,10,76,58,430
Brett Favre,3867,7.5,513,304,59.3,35,16,92.6,190,37,61,9,74,25,176
Dan Marino,3780,6.9,548,319,58.2,16,11,80.7,190,34.7,49,4,55,20,132
Drew Bledsoe,3706,7.1,522,314,60.2,28,15,87.7,168,32.2,47,12,76,30,258
Warren Moon,3678,7,528,313,59.3,25,16,83.7,179,33.9,52,9,60,30,192
John Elway,3635,7.2,502,280,55.8,27,11,87.5,169,33.7,52,10,78,34,203
Scott Mitchell,3484,6.8,509,293,57.6,19,14,79.6,160,31.4,43,8,79,41,271
Troy Aikman,3283,6.3,518,292,56.4,19,12,78,163,31.5,34,7,64,33,269
Mark Brunell,3281,7.5,435,264,60.7,18,7,91.2,160,36.8,44,8,75,33,189
Tony Banks,3254,6.7,487,252,51.8,14,13,71.5,153,31.4,42,11,76,43,317
Brad Johnson,3036,6.7,452,275,60.8,20,12,84.5,150,33.2,36,7,56,26,164
Steve Young,3029,8.5,356,241,67.7,19,6,104.7,147,41.3,43,4,82,35,220
Kordell Stewart,3020,6.9,440,236,53.6,21,17,75.2,143,32.5,40,10,69,20,152
Erik Kramer,3011,6.3,477,275,57.6,14,14,74,158,33.1,26,6,78,25,149
Vinny Testaverde,2971,6.3,470,271,57.7,18,15,75.9,139,29.6,32,6,54,20,129
Neil O'Donnell,2796,6.1,460,259,56.3,17,7,80.3,133,28.9,32,2,70,45,289
Chris Chandler,2692,7.9,342,202,59.1,20,7,95.1,128,37.4,34,8,56,39,261
Gus Frerotte,2682,6.7,402,204,50.8,17,12,73.8,142,35.3,37,5,52,23,146
Steve McNair,2665,6.4,415,216,52,14,13,70.4,134,32.3,36,5,55,31,190
Trent Dilfer,2555,6.6,386,217,56.2,21,11,82.8,132,34.2,31,6,59,32,196
Todd Collins,2367,6,391,215,55,12,13,69.5,107,27.4,27,9,77,39,278
Jake Plummer,2203,7.4,296,157,53,15,15,73.1,101,34.1,28,7,70,52,291
Jeff Blake,2125,6.7,317,184,58,8,7,77.6,96,30.3,25,3,50,39,244
Kerry Collins,2124,5.6,381,200,52.5,11,21,55.7,118,31,23,1,59,27,200
Jim Harbaugh,2060,6.7,309,189,61.2,10,4,86.2,100,32.4,19,4,58,41,256
Elvis Grbac,1943,6.2,314,179,57,11,6,79.1,102,32.5,26,2,55,19,150
Danny Kanell,1740,5.9,294,156,53.1,11,9,70.7,77,26.2,22,6,68,19,171
Bobby Hoying,1573,7,225,128,56.9,11,6,83.8,79,35.1,21,3,72,28,183
Ty Detmer,1567,6.4,244,134,54.9,7,6,73.9,80,32.8,17,2,57,19,94
Stan Humphries,1488,6.6,225,121,53.8,5,6,70.8,71,31.6,21,4,72,18,144
Boomer Esiason,1478,8,186,118,63.4,13,2,106.9,75,40.3,15,5,77,7,43
Kent Graham,1408,5.6,250,130,52,4,5,65.9,68,27.2,15,3,47,16,115
Craig Whelihan,1357,5.7,237,118,49.8,6,10,58.3,63,26.6,14,4,61,21,168
Heath Shuler,1288,6.3,203,106,52.2,2,14,46.6,56,27.6,14,2,89,21,132
Rich Gannon,1144,6.5,175,98,56,7,4,79.8,58,33.1,16,3,47,13,86
Paul Justin,1046,7.5,140,83,59.3,5,5,79.6,51,36.4,11,2,44,10,86
Steve Beuerlein,1032,6.8,153,89,58.2,6,3,83.6,52,34,13,2,52,17,111
Billy Joe Hobert,1024,6.4,161,78,48.4,6,10,55.5,45,28,17,3,49,6,36
Dave Brown,1023,5.7,180,93,51.7,5,3,71.1,47,26.1,13,1,62,13,67
Eric Zeier,958,8.3,116,67,57.8,7,1,101.2,37,31.9,12,2,92,17,98
Jeff Hostetler,899,6.2,144,79,54.9,5,10,56.4,50,34.7,8,2,69,10,52
Rodney Peete,869,7.4,118,68,57.6,4,4,78,44,37.3,8,0,38,17,85
Glenn Foley,705,7.3,97,56,57.7,3,1,86.5,37,38.1,11,0,35,3,24
Alex Van Pelt,684,5.5,124,60,48.4,2,10,37.2,31,25,8,0,39,4,33
Billy Joe Tolliver,677,5.8,116,64,55.2,5,1,83.2,36,31,5,1,47,14,104
Danny Wuerffel,518,5.7,91,42,46.2,4,8,42.3,22,24.2,6,2,47,18,116
Randall Cunningham,501,5.7,88,44,50,6,4,71.3,27,30.7,6,0,34,7,60
Jim Everett,457,6.1,75,36,48,1,4,49.7,19,25.3,9,1,62,4,30
Kelly Holcomb,454,6.2,73,45,61.6,1,8,44.4,20,27.4,4,1,41,11,76
Rick Mirer,420,4.1,103,53,51.5,0,6,37.7,26,25.2,2,0,34,16,89
Jon Kitna,371,8.2,45,31,68.9,1,2,82.7,20,44.4,2,1,61,3,10
Rob Johnson,344,12.3,28,22,78.6,2,2,111.9,12,42.9,10,1,40,6,29
Stoney Case,316,5.8,55,29,52.7,0,2,54.8,16,29.1,3,0,30,10,89
Steve Matthews,275,6.9,40,26,65,0,0,84.9,14,35,5,2,43,1,0
Mark Rypien,270,6.9,39,19,48.7,0,2,50.2,8,20.5,4,1,62,1,9
Jim Druckenmiller,239,4.6,52,21,40.4,1,4,29.2,10,19.2,3,0,33,4,32
Mike Tomczak,185,7.7,24,16,66.7,1,2,68.9,13,54.2,1,0,28,0,0
Doug Nussmeier,183,5.7,32,18,56.2,0,3,33.7,8,25,2,0,24,6,32
Todd Philcox,173,6.2,28,16,57.1,0,1,60.6,8,28.6,2,0,29,8,44
Craig Erickson,165,5.9,28,13,46.4,0,1,50.4,9,32.1,2,0,27,2,21
Jeff Brohm,164,6.8,24,16,66.7,0,1,68.8,10,41.7,1,0,21,5,37
John Friesz,138,3.8,36,15,41.7,0,3,18.1,8,22.2,1,0,22,2,11
Frank Reich,121,4,30,11,36.7,0,2,21.7,6,20,2,0,27,0,0
Wade Wilson,115,5.5,21,12,57.1,0,0,72.5,4,19,2,0,32,4,26
Steve Stenstrom,70,5,14,8,57.1,0,2,31,4,28.6,0,0,18,2,19
Scott Zolak,67,7.4,9,6,66.7,2,0,128.2,4,44.4,1,0,20,0,0
Steve Walsh,58,3.4,17,6,35.3,0,1,21.2,1,5.9,1,0,38,0,0
Jason Garrett,56,4,14,10,71.4,0,0,78.3,3,21.4,0,0,12,2,18
Bubby Brister,48,5.3,9,6,66.7,0,0,79.9,2,22.2,0,0,15,0,0
Tony Graziani,41,1.8,23,7,30.4,0,2,3.7,3,13,0,0,13,1,7
Louie Aguiar,35,35,1,1,100,0,0,118.8,1,100,1,0,35,0,0
Dave Meggett,35,35,1,1,100,1,0,158.3,1,100,1,0,35,0,0
Steve Bono,29,2.9,10,5,50,0,0,56.2,1,10,0,0,14,1,15
Chris Mohr,29,29,1,1,100,0,0,118.8,1,100,1,0,29,0,0
Ray Lucas,28,7,4,3,75,0,1,54.2,2,50,0,0,19,0,0
Jamal Anderson,27,6.8,4,1,25,1,1,55.2,1,25,1,0,27,0,0
David Klingler,27,3.9,7,4,57.1,0,1,26.2,3,42.9,0,0,8,0,0
Brian Hansen,26,26,1,1,100,0,0,118.8,1,100,1,0,26,0,0
Frank Sanders,26,26,1,1,100,0,0,118.8,1,100,1,0,26,0,0
Tommy Barnhardt,25,25,1,1,100,0,0,118.8,1,100,1,0,25,0,0
Bryan Barker,22,22,1,1,100,0,0,118.8,1,100,1,0,22,0,0
Willie Davis,22,22,1,1,100,1,0,158.3,1,100,1,0,22,0,0
Mario Bates,21,21,1,1,100,1,0,158.3,1,100,1,0,21,0,0
Jeff Lewis,21,10.5,2,1,50,0,0,87.5,1,50,1,0,21,1,7
Marcus Allen,15,7.5,2,2,100,2,0,137.5,2,100,0,0,14,0,0
James Ritchey,15,7.5,2,2,100,0,0,97.9,1,50,0,0,11,1,9
Mike Quinn,10,5,2,1,50,0,0,64.6,1,50,0,0,10,0,0
Dave Krieg,2,1,2,1,50,0,0,56.2,0,0,0,0,2,0,0
Matt Blundin,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Ki-Jana Carter,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Curtis Conway,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Joey Galloway,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15
Trent Green,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Randal Hill,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Leon Johnson,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Napoleon Kaufman,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Andre Reed,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20
Lamont Warren,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
