Player,Rush Yds,Att,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM
Barry Sanders,2053,335,11,19,11,82,85,25.4,2
Terrell Davis,1750,369,15,5,1,50,99,26.8,4
Jerome Bettis,1665,375,7,6,0,34,94,25.1,6
Dorsey Levens,1435,329,7,8,1,52,68,20.7,5
Eddie George,1399,357,6,6,0,30,61,17.1,4
Napoleon Kaufman,1294,272,6,11,8,83,54,19.8,6
Robert Smith,1266,232,6,13,4,78,45,19.4,0
Curtis Martin,1160,274,4,8,1,70,46,16.8,3
Corey Dillon,1129,233,10,9,3,71,57,24.5,1
Ricky Watters,1110,285,7,5,0,28,55,19.3,3
Adrian Murrell,1086,300,7,4,1,43,61,20.3,4
Emmitt Smith,1074,261,4,5,1,44,47,18,1
Marshall Faulk,1054,264,7,7,1,45,65,24.6,5
Raymont Harris,1033,275,10,3,2,68,52,18.9,0
Garrison Hearst,1019,234,4,6,2,51,41,17.5,2
Jamal Anderson,1002,290,7,3,0,39,54,18.6,3
Warrick Dunn,978,224,4,5,4,76,34,15.2,2
Gary Brown,945,253,4,4,0,32,47,18.6,2
Abdul-Karim al-Jabbar,892,283,15,2,0,22,64,22.6,3
Chris Warren,847,200,4,6,0,36,39,19.5,2
Antowain Smith,840,194,8,7,2,56,47,24.2,4
Natrone Means,823,244,9,1,0,20,43,17.6,4
Fred Lane,809,182,7,3,1,50,42,23.1,4
Bam Morris,774,204,4,1,0,25,43,21.1,4
Terry Allen,724,210,4,4,0,34,32,15.2,1
Charles Way,698,151,4,4,1,42,37,24.5,3
Lawrence Phillips,677,201,8,4,0,28,39,19.4,3
Steve McNair,674,101,8,9,1,47,50,49.5,7
Mike Alstott,665,176,7,3,1,47,34,19.3,4
Thurman Thomas,643,154,1,1,0,24,33,21.4,2
Tyrone Wheatley,583,152,4,2,0,38,32,21,3
Stephen Davis,567,141,3,0,0,18,31,22,0
James Stewart,555,136,8,4,0,33,39,28.7,0
Ray Zellars,552,156,4,1,0,27,30,19.2,6
Greg Hill,550,157,0,3,0,38,23,14.6,1
Charlie Garner,547,116,3,4,0,26,31,26.7,1
Tiki Barber,511,136,3,2,1,42,31,22.8,2
Marcus Allen,505,124,11,2,0,30,42,33.9,4
Kordell Stewart,476,88,11,3,1,74,43,48.9,3
Sherman Williams,468,121,2,0,0,18,25,20.7,2
Ki-Jana Carter,464,128,7,2,1,79,21,16.4,2
Mario Bates,440,119,4,2,2,74,22,18.5,2
Leeland McElroy,424,135,2,0,0,18,22,16.3,3
Steve Broussard,418,70,5,5,2,77,23,32.9,0
Terry Kirby,418,125,6,1,0,38,24,19.2,2
Kimble Anders,397,79,0,2,1,43,17,21.5,1
Lamar Smith,392,91,2,2,0,35,25,27.5,0
Jerald Moore,380,104,3,2,0,26,21,20.2,4
Donnell Bennett,369,94,1,0,0,14,19,20.2,0
Anthony Johnson,358,97,0,1,0,20,9,9.3,1
Byron Hanspard,335,53,0,4,3,77,9,17,2
Darnell Autry,319,112,1,0,0,17,12,10.7,2
Earnest Byner,313,84,0,0,0,19,18,21.4,1
Rodney Thomas,310,67,3,1,0,25,16,23.9,0
Zack Crockett,300,95,1,1,0,20,18,19,1
Tim Biakabutuka,299,75,2,1,0,26,12,16,1
Jay Graham,299,81,2,0,0,19,23,28.4,0
Ronald Moore,278,81,1,1,0,27,12,14.8,0
Larry Centers,276,101,1,0,0,14,18,17.8,1
Troy Davis,271,75,0,1,0,20,12,16,2
Mark Brunell,257,48,2,0,0,15,16,33.3,1
Leroy Hoard,235,80,4,1,0,20,16,20,0
George Jones,235,72,1,1,0,32,12,16.7,2
Jeff Blake,234,45,3,0,0,16,18,40,1
William Floyd,231,78,3,1,0,22,18,23.1,2
Vaughn Hebron,222,49,1,1,1,46,12,24.5,0
John Elway,218,50,1,1,0,23,13,26,7
Jake Plummer,216,39,2,1,0,31,15,38.5,1
Jim Harbaugh,206,36,0,0,0,18,12,33.3,1
Steve Young,199,50,3,0,0,13,15,30,3
Brett Favre,187,58,1,0,0,16,16,27.6,2
Tony Banks,186,47,1,1,0,23,9,19.2,10
Irving Spikes,180,63,2,0,0,14,9,14.3,0
Elvis Grbac,168,30,1,1,0,20,14,46.7,0
Ron Rivers,166,29,1,2,0,31,6,20.7,0
Terrell Fletcher,161,51,0,0,0,13,6,11.8,2
Chris Chandler,158,43,0,0,0,19,11,25.6,7
Leon Johnson,158,48,2,1,0,20,13,27.1,1
Chuck Evans,157,43,2,0,0,13,9,20.9,0
Scott Greene,157,45,1,0,0,10,16,35.6,1
Aaron Hayden,148,32,1,1,0,21,6,18.8,0
Jerris McPhail,146,17,1,1,1,71,6,35.3,0
