Player,INT,INT TD,INT Yds,Lng
Lionel Washington,2,1,44,44
Mickey Washington,2,0,30,30
Bryant Westbrook,2,1,64,64
Larry Whigham,2,1,60,60
Corey Widmer,2,0,0,0
Brian Williams,2,0,30,25
Lee Woodall,2,0,55,55
Shawn Wooden,2,0,10,10
Kevin Abrams,1,0,29,29
Elijah Alexander,1,1,43,43
Darren Anderson,1,1,55,55
Lester Archambeau,1,0,0,0
Robert Bailey,1,0,0,0
Aaron Beasley,1,0,5,5
Myron Bell,1,0,10,7
Jay Bellamy,1,0,13,13
Tommy Bennett,1,0,0,0
Robert Blackmon,1,0,2,2
Marc Boutte,1,0,10,10
Joe Bowden,1,0,9,9
Stephen Boyd,1,0,4,4
Zack Bronson,1,0,22,22
Cornell Brown,1,0,21,21
Devin Bush,1,0,4,4
Mike Caldwell,1,0,5,5
Jesse Campbell,1,0,7,7
Marty Carter,1,0,14,14
Rico Clark,1,0,14,14
Dexter Coakley,1,0,6,6
Marco Coleman,1,0,2,2
Marcus Coleman,1,0,24,24
Steve Conley,1,0,-3,-3
Damien Covington,1,0,6,6
Travis Davis,1,0,23,23
Mike Dumas,1,0,0,0
D'Marco Farr,1,0,22,22
Jason Fisk,1,0,1,1
James Francis,1,0,7,7
William Fuller,1,0,0,0
Sam Garnes,1,1,95,95
Aaron Glenn,1,0,5,5
Kurt Gouveia,1,0,0,0
Darrell Green,1,1,83,83
Rhett Hall,1,0,39,39
Conrad Hamilton,1,0,18,18
Bernardo Harris,1,0,0,0
Richard Harvey,1,0,7,7
Jerome Henderson,1,0,45,45
Kevin Henry,1,0,36,36
Greg Jeffries,1,0,0,0
DeRon Jenkins,1,0,15,15
Ellis Johnson,1,0,18,18
Melvin Johnson,1,0,19,19
Pepper Johnson,1,0,13,13
Mike A. Jones,1,0,0,0
Roger Jones,1,0,24,24
Rondell Jones,1,0,15,15
Rob Kelly,1,0,15,15
Jeff Kopp,1,0,9,9
Dan Land,1,0,13,13
Kwamie Lassiter,1,0,10,10
Lamar Lathon,1,0,1,1
Tyrone Legette,1,0,0,0
Mo Lewis,1,1,43,43
Ray Lewis,1,0,18,18
Tremain Mack,1,0,29,29
Mark Maddox,1,0,25,25
Sam Madison,1,0,21,21
Van Malone,1,0,-5,-5
Manny Martin,1,0,12,12
Dedric Mathis,1,0,31,31
Brett Maxie,1,0,0,0
Dexter McCleon,1,0,0,0
J.J. McCleskey,1,0,15,15
Ed McDaniel,1,0,18,18
Terry McDaniel,1,0,17,17
Lenny McGill,1,0,7,7
Tim McKyer,1,0,0,0
Sam Mills,1,0,18,18
Charles Mincy,1,0,14,14
John Mobley,1,1,13,13
Steve Morrison,1,0,2,2
Roderick Mullen,1,0,17,17
Greg Myers,1,0,25,25
Leslie O'Neal,1,0,5,5
Bo Orlando,1,0,3,3
Dan Owens,1,0,14,14
Anthony Parker,1,0,5,5
Marlo Perry,1,0,4,4
Marquez Pope,1,0,7,7
Robert Porcher,1,0,5,5
Thomas Randolph,1,0,1,1
Corey Raymond,1,0,17,17
Ron Rice,1,0,18,18
Simeon Rice,1,0,0,0
Eddie Robinson,1,0,0,0
Eugene Robinson,1,0,26,26
Bill Romanowski,1,0,7,7
Sam Shade,1,0,21,21
Jamie Sharper,1,0,4,4
Terrance Shaw,1,0,11,11
Chris Slade,1,1,1,1
Chuck Smith,1,0,4,4
Kevin Smith,1,0,21,21
Jimmy Spencer,1,0,-2,-2
Chris Spielman,1,0,8,8
Shawn Springs,1,0,0,0
Matt Stevens,1,0,0,0
Zach Thomas,1,0,10,10
Reggie Tongue,1,0,0,0
Keith Traylor,1,1,62,62
William White,1,0,11,11
Gabe Wilkins,1,1,77,77
Tyrone Williams,1,0,0,0
Willie Williams,1,0,0,0
James Willis,1,0,0,0
Bernard Wilson,1,1,66,66
Darren Woodson,1,0,14,14
Mike Zordich,1,0,21,21
