Player,INT,INT TD,INT Yds,Lng
Ryan McNeil,9,1,127,75
Keith Lyle,8,0,102,39
Mark McMillian,8,3,274,87
Darryl Williams,8,1,172,44
Willie Clay,6,1,109,53
Merton Hanks,6,1,103,55
Jason Sehorn,6,1,74,41
Otis Smith,6,3,158,51
Aeneas Williams,6,2,95,42
Donnie Abraham,5,0,16,16
Ray Buchanan,5,0,49,31
LeRoy Butler,5,0,4,2
Mark Carrier,5,0,94,66
Eric Davis,5,0,25,17
Tyronne Drakeford,5,0,15,15
Deon Figures,5,0,48,32
Walt Harris,5,0,30,12
Sammy Knight,5,0,75,39
Darryll Lewis,5,1,115,47
Marcus Robertson,5,0,127,48
Phillippi Sparks,5,0,72,68
Tito Wooten,5,1,146,61
Ronnie Bradford,4,0,9,9
Tyrone Braxton,4,1,113,43
Terrell Buckley,4,0,26,12
Ray Crockett,4,0,18,10
Cris Dishman,4,1,47,29
Percy Ellsworth,4,0,40,25
Darrien Gordon,4,1,64,32
Todd Lyght,4,0,25,13
Ray Mickens,4,0,2,2
Stevon Moore,4,0,56,38
Darren Perry,4,0,77,42
Mike Prior,4,0,72,49
Stanley Richard,4,0,28,23
Corey Sawyer,4,0,44,37
Dewayne Washington,4,0,71,27
Jerome Woods,4,0,57,27
Donnell Woolford,4,0,91,34
Ashley Ambrose,3,0,56,29
Michael Booker,3,0,16,10
Tom Carter,3,0,12,12
Eugene Daniel,3,0,60,43
Brian Dawkins,3,1,76,64
Doug Evans,3,0,33,27
Victor Green,3,0,89,39
James Hasty,3,0,22,19
Chris Hudson,3,0,26,23
Carnell Lake,3,0,16,11
Antonio Langham,3,1,40,40
Ty Law,3,0,70,40
Tim McDonald,3,0,34,17
Ronald McKinnon,3,0,40,17
Lawyer Milloy,3,0,15,15
Anthony Newman,3,0,19,17
Darryl Pounds,3,1,42,22
Troy Vincent,3,0,14,14
Darnell Walker,3,0,49,28
Rod Woodson,3,0,81,41
Eric Allen,2,0,27,27
Jessie Armstead,2,1,57,57
Steve Atwater,2,1,42,22
Jason Belser,2,1,121,50
Bennie Blades,2,0,11,11
Paul Bradford,2,1,56,56
Derrick Brooks,2,0,13,13
Reggie Brown,2,2,83,45
Jeff Burris,2,0,19,10
Dale Carter,2,0,9,9
Quentin Coryatt,2,0,3,3
Chad Cota,2,0,28,15
Charles Dimry,2,0,25,25
Donnie Edwards,2,0,15,12
Corey Fuller,2,0,24,22
Carlton Gray,2,0,0,0
Robert Griffith,2,0,26,21
Dwayne Harper,2,0,43,43
Rodney Harrison,2,1,75,75
Jimmy Hitchcock,2,1,104,100
Ken Irvin,2,0,28,28
Greg Jackson,2,1,37,36
Marlon Kerner,2,0,20,20
Levon Kirkland,2,0,14,11
John Lynch,2,0,28,28
Lorenzo Lynch,2,0,6,6
John Mangum,2,0,4,4
Anthony Marshall,2,0,0,0
Marty Moore,2,0,7,7
Sean Moran,2,0,12,12
Chris Oldham,2,0,16,8
Marvcus Patton,2,0,5,5
Tyrone Poole,2,0,0,0
Deion Sanders,2,1,81,50
Kurt Schulz,2,0,23,21
Chad Scott,2,0,-4,-4
Junior Seau,2,0,33,26
Darren Sharper,2,2,70,50
Ralph Staten,2,0,12,9
Omar Stoutmire,2,0,8,8
George Teague,2,0,25,23
Dave Thomas,2,0,34,23
Orlando Thomas,2,0,1,1
William Thomas,2,0,11,11
James Trapp,2,0,24,25
Winfred Tubbs,2,0,21,15
Eric Turner,2,0,45,29
Denard Walker,2,1,53,39
