Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Alex Van Dyke,23,6,138,0,4,0,30,0,0
Charles Way,23,2,46,0,1,0,30,0,0
Ronnie Harris,22.7,14,318,0,11,0,34,0,1
Kevin Bouie,22.7,6,136,0,6,0,27,0,0
Aaron Craver,22.7,3,68,0,2,0,27,0,0
David Thompson,22.6,49,1110,0,30,1,56,0,1
Latario Rachal,22.4,15,336,0,12,0,30,0,1
Don Beebe,22.3,6,134,0,3,0,39,0,0
David Palmer,22.2,32,711,0,17,4,62,0,0
Eric Metcalf,22.2,16,355,0,10,1,63,0,1
Jermaine Lewis,22.1,41,905,0,22,3,51,0,2
Chuck Levy,22,36,793,0,23,1,59,0,0
Aaron Bailey,21.9,55,1206,0,37,2,61,0,2
Iheanyi Uwaezuoke,21.8,6,131,0,5,0,25,0,0
Mitchell Galloway,21.7,6,130,0,4,0,30,0,0
Jermaine Ross,21.7,6,130,0,3,1,42,0,0
Desmond Howard,21.6,61,1318,0,33,3,45,0,1
Steve Broussard,21.5,50,1076,0,32,5,43,0,0
Mike Adams,21.5,10,215,0,7,0,31,0,1
Warrick Dunn,21.5,6,129,0,4,0,30,0,1
Mel Gray,21.4,9,193,0,5,0,33,0,0
Kenny Bynum,21.4,38,814,0,21,2,57,0,0
Eric Moulds,21.4,43,921,0,22,3,53,0,2
Juran Bolden,21.2,5,106,0,2,0,34,0,0
Derrick Mason,21.2,26,551,0,11,3,54,0,1
Danan Hughes,21,1,21,0,1,0,21,0,0
James Roe,21,9,189,0,5,0,33,0,0
Jerris McPhail,20.9,15,314,0,8,0,39,0,0
Fabien Bownes,20.8,19,396,0,10,0,36,0,0
Qadry Ismail,20.8,8,166,0,5,0,27,0,0
Stephen Davis,20.7,3,62,0,1,0,28,0,1
Andre Coleman,20.4,27,552,0,16,0,29,0,2
Willie Jackson,20.4,32,653,0,16,0,38,0,1
Corey Harris,20.4,11,224,0,6,0,34,0,0
Rodney Thomas,20.4,17,346,0,9,0,33,0,1
Tim Hall,20.2,9,182,0,4,0,34,0,0
Ben Coates,20,1,20,0,1,0,20,0,0
Harold Morrow,19.8,5,99,0,2,1,42,0,0
Eric Smith,19.6,10,196,0,5,0,28,0,0
Robert Tate,19.6,10,196,0,5,0,36,0,0
Nate Jacquet,19.5,8,156,0,3,0,27,0,0
J.T. Thomas,19.4,5,97,0,2,0,24,0,0
Troy Davis,19.2,9,173,0,4,0,29,0,1
Jay Graham,19.2,6,115,0,4,0,24,0,1
Kenny Shedd,19,2,38,0,1,0,23,0,0
Lamont Warren,19,1,19,0,0,0,19,0,0
Derrick Witherspoon,19,9,171,0,4,0,28,0,0
Darick Holmes,18.7,23,430,0,10,0,36,0,1
Ray Ethridge,18.5,2,37,0,1,0,22,0,0
Karl Williams,18.5,15,277,0,8,0,28,0,1
Todd Kinchen,18,1,18,0,0,0,18,0,0
Deion Sanders,18,1,18,0,0,0,18,0,0
Gunnard Twynner,18,4,72,0,3,0,24,0,0
Amp Lee,17.8,4,71,0,0,0,19,0,0
Dorian Brew,17.6,5,88,0,3,0,24,0,0
Marc Logan,17.5,4,70,0,2,0,24,0,1
Erric Pegram,17.4,22,382,0,6,1,50,0,1
Jamie Asher,17,1,17,0,0,0,17,0,0
Tony Carter,17,2,34,0,0,0,19,0,0
Chris Darkins,17,4,68,0,1,0,20,0,0
Ronald Moore,17,1,17,0,0,0,17,0,0
Ron Rivers,17,2,34,0,1,0,23,0,0
James Hundon,16.9,10,169,0,2,0,28,0,0
Cedric Smith,16.7,3,50,0,1,0,21,0,0
Ernie Mills,16.2,4,65,0,1,0,33,0,0
Greg Biekert,16,1,16,0,0,0,16,0,0
Reggie Brown,16,1,16,0,0,0,16,0,0
Jason Dunn,16,2,32,0,0,0,16,0,0
Ronnie Harmon,16,1,16,0,0,0,16,0,0
Greg Manusky,16,1,16,0,0,0,16,0,0
Roosevelt Potts,16,1,16,0,0,0,16,0,0
Errict Rhett,16,1,16,0,0,0,16,0,0
Nate Singleton,16,4,64,0,0,0,19,0,0
Mack Strong,16,1,16,0,0,0,16,0,0
Kevin Turner,16,3,48,0,1,0,22,0,0
Brett Bech,15.7,3,47,0,1,0,30,0,0
Terrell Owens,15.5,2,31,0,1,0,23,0,0
David Patten,15.4,8,123,0,4,0,26,0,2
Larry Bowie,15,1,15,0,0,0,15,0,0
Clif Groce,15,1,15,0,0,0,15,0,0
Rob Holmberg,15,1,15,0,0,0,15,0,0
Tommy Vardell,15,1,15,0,0,0,15,0,0
Priest Holmes,14,1,14,0,0,0,14,0,0
Eddie Kennison,14,1,14,0,0,0,7,0,1
James McKnight,14,1,14,0,0,0,14,0,0
Mike Morton,14,1,14,0,0,0,14,0,0
Lamar Smith,14,1,14,0,0,0,14,0,0
Bobby Engram,13.5,2,27,0,1,0,20,0,0
Byron Chamberlain,13,1,13,0,0,0,13,0,1
Chris Gedney,13,2,26,0,0,0,16,0,0
Fred McCrary,13,2,26,0,0,0,15,0,0
Tyree Davis,12.5,2,25,0,1,0,23,0,0
Mike Archie,12,2,24,0,0,0,15,0,0
Robert Coons,12,1,12,0,0,0,12,0,0
Scott Galbraith,12,2,24,0,0,0,13,0,0
Chad Levitt,12,1,12,0,0,0,12,0,0
Steve Tasker,12,1,12,0,0,0,12,0,0
Marcellus Wiley,12,1,12,0,0,0,12,0,0
Chris Hetherington,11.5,2,23,0,1,0,23,0,0
Keith Burns,11.2,4,45,0,0,0,18,0,0
Frank Garcia,11,1,11,0,0,0,11,0,0
Chad Lewis,11,1,11,0,0,0,11,0,0
Lorenzo Neal,11,2,22,0,1,0,22,0,0
Mark Pike,11,1,11,0,0,0,11,0,0
Walter Rasby,10.7,3,32,0,0,0,12,0,0
John Allred,10.5,2,21,0,0,0,11,0,0
Kevin Alexander,10,3,30,0,0,0,15,0,0
Jeff Burris,10,1,10,0,0,0,10,0,0
Ron George,10,1,10,0,0,0,10,0,0
Marvcus Patton,10,1,10,0,0,0,10,0,0
Aaron Pierce,10,1,10,0,0,0,10,0,0
Michael Roan,10,2,20,0,0,0,12,0,0
Chris Walsh,10,1,10,0,0,0,10,0,0
Jay Williams,10,1,10,0,0,0,10,0,0
Ki-Jana Carter,9,1,9,0,0,0,9,0,0
Travis Davis,9,1,9,0,0,0,9,0,0
Darrell Green,9,1,9,0,0,0,9,0,0
Dan Owens,9,1,9,0,0,0,9,0,0
Chris Parker,9,1,9,0,0,0,9,0,0
Ryan Wetnight,9,1,9,0,0,0,9,0,0
Pete Mitchell,8.5,2,17,0,0,0,12,0,0
Deems May,8,1,8,0,0,0,8,0,0
Phillippi Sparks,8,1,8,0,0,0,8,0,0
Jimmie Johnson,7.3,3,22,0,0,0,15,0,1
Tim Brown,7,1,7,0,0,0,7,0,0
Ed Perry,7,1,7,0,0,0,7,0,0
John Burrough,6,1,6,0,0,0,6,0,0
Scott Greene,6,3,18,0,0,0,8,0,0
Ty Hallock,6,1,6,0,0,0,6,0,0
Greg Jones,6,1,6,0,0,0,6,0,0
Charles Jordan,6,1,6,0,0,0,6,0,0
Sam Mills,6,2,12,0,0,0,12,0,1
Wayne Chrebet,5,1,5,0,0,0,5,0,0
Jason Layman,5,1,5,0,0,0,5,0,0
Tyrone Poole,5,1,5,0,0,0,5,0,0
Dedric Ward,5,2,10,0,0,0,11,0,0
Jeff Zgonina,5,1,5,0,0,0,5,0,0
Darren Sharper,3,1,3,0,0,0,3,0,0
Frank Wycheck,3,1,3,0,0,0,3,0,0
Jason Ferguson,1,1,1,0,0,0,1,0,0
Mike Alstott,0,1,0,0,0,0,0,0,0
Kimble Anders,0,1,0,0,0,0,0,0,1
Fred Baxter,0,1,0,0,0,0,0,0,1
Frank Beede,0,1,0,0,0,0,0,0,1
Ben Bordelon,0,2,0,0,0,0,0,0,0
Earnest Byner,0,1,0,0,0,0,0,0,1
Tony Cline,0,1,0,0,0,0,0,0,0
Chad Fann,0,1,0,0,0,0,0,0,0
Bobby Hamilton,0,1,0,0,0,0,0,0,0
Anthony Harris,0,1,0,0,0,0,0,0,0
Dwight Hollier,0,1,0,0,0,0,0,0,0
Tyrus McCloud,0,1,0,0,0,0,0,0,1
Terry Mickens,0,1,0,0,0,0,0,0,0
Matt Russell,0,1,0,0,0,0,0,0,0
Detron Smith,0,1,0,0,0,0,0,0,0
Jared Tomich,0,1,0,0,0,0,0,0,1
Mike Vrabel,0,1,0,0,0,0,0,0,0
Steve White,0,1,0,0,0,0,0,0,0
Phillip Daniels,-2,1,-2,0,0,0,-2,0,1
