Team,FF,FR,FR TD
Bills,30,17,1
Dolphins,24,8,2
Falcons,0,18,2
Bears,0,14,1
Bengals,0,16,1
Browns,0,9,1
Cowboys,0,19,0
Broncos,0,15,1
Lions,0,18,2
Packers,0,14,1
Oilers,0,12,1
Colts,0,15,1
Chiefs,0,25,1
Rams,0,19,0
Raiders,0,9,2
Vikings,0,11,2
Patriots,0,18,1
Saints,0,19,0
Giants,0,11,1
Jets,0,11,1
Eagles,0,11,1
Cardinals,0,11,0
Steelers,0,18,0
Chargers,0,11,2
49ers,0,14,0
Seahawks,0,18,1
Buccaneers,0,17,0
Redskins,0,12,1
