Team,KO,Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Rams,101,6631,13,12.9,85,24.9,2,1,1,0
Colts,95,5991,9,9.5,83,22,0,0,3,0
Redskins,90,5570,7,7.8,77,23,3,2,3,1
Panthers,89,5419,9,10.1,76,18.8,1,0,3,0
Raiders,87,5558,8,9.2,77,21.1,0,0,2,0
Jaguars,86,5745,22,25.6,64,23,0,0,0,0
Seahawks,85,5162,1,1.2,81,18.5,1,1,2,0
Titans,84,5150,4,4.8,76,21,1,0,2,2
Dolphins,84,5284,20,23.8,58,22.1,5,1,1,1
Chiefs,83,4761,2,2.4,78,19.8,0,0,3,1
Vikings,83,5545,13,15.7,69,20.6,1,0,0,0
Packers,80,4955,5,6.2,72,21.7,1,1,2,0
Lions,79,5075,15,19,60,20.7,3,0,1,1
Steelers,78,4376,3,3.8,67,18,6,2,2,0
Jets,77,5079,12,15.6,63,25.2,1,0,1,0
Ravens,76,4646,3,4,70,21.1,1,0,2,0
Cowboys,75,4908,12,16,62,20.3,1,1,0,0
Bills,74,4537,5,6.8,68,22.1,1,1,0,0
Broncos,74,4588,3,4,70,20.8,1,0,0,0
Patriots,73,4532,5,6.8,64,22.5,2,0,2,0
49ers,72,4443,17,23.6,47,23.3,2,0,5,1
Giants,71,4059,12,16.9,53,21.7,5,0,3,1
Chargers,70,4407,2,2.9,67,23.1,1,0,0,0
Buccaneers,70,4308,8,11.4,61,17.6,0,0,1,0
Saints,67,4028,4,6,60,24.6,3,0,1,1
Eagles,67,4253,8,11.9,57,22.9,1,1,1,0
Bears,66,3726,5,7.6,57,16.6,5,2,1,0
Bengals,66,3530,2,3,57,18.7,3,0,4,0
Falcons,64,4110,7,10.9,55,22.2,2,0,0,2
Cardinals,61,3645,2,3.3,59,20.8,1,0,0,2
Browns,51,2747,3,5.9,42,18.2,4,1,2,0
