Team,Att,Cmp,Cmp %,Yds/Att,Pass Yds,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Oilers,470,238,50.6,5.9,2768,12,23,56.9,126,26.8,0,0,87,33,262
Rams,426,218,51.2,6.2,2658,17,13,71.3,120,28.2,0,0,71,23,150
Bears,422,210,49.8,5.8,2431,21,22,62.4,104,24.6,0,0,69,33,258
Raiders,418,210,50.2,7.2,3029,28,21,75.5,139,33.2,0,0,60,19,164
Colts,416,219,52.6,7.4,3087,23,22,73.3,148,35.6,0,0,55T,33,289
Saints,415,213,51.3,6.5,2690,11,22,58.6,112,27,0,0,49T,28,232
Eagles,410,218,53.2,6.5,2651,16,23,63,126,30.7,0,0,79T,23,200
Broncos,403,183,45.4,5.8,2358,11,28,44.4,112,27.8,0,0,74T,44,333
Giants,403,230,57.1,7.2,2892,19,12,82.8,149,37,0,0,59,37,258
Bills,402,213,53,7.2,2916,13,26,60.3,120,29.8,0,0,48,53,486
Browns,392,190,48.5,7,2752,17,24,60.7,134,34.2,0,0,78,16,170
Patriots,392,176,44.9,5,1975,7,28,36.7,98,25,0,0,48,42,389
Cardinals,390,178,45.6,6.9,2689,16,19,62.2,104,26.7,0,0,79T,26,216
Chargers,387,192,49.6,7.6,2936,24,19,75.2,119,30.8,0,0,80T,57,433
Jets,386,193,50,6.7,2592,14,22,60.1,122,31.6,0,0,72T,35,285
Steelers,384,150,39.1,6,2312,12,32,35.4,97,25.3,0,0,87,28,275
49ers,383,226,59,7.8,2990,25,10,94.7,125,32.6,0,0,79T,8,67
Packers,351,177,50.4,6.3,2196,11,24,52.1,110,31.3,0,0,89,43,382
Vikings,344,173,50.3,6.9,2378,12,15,66.2,111,32.3,0,0,72,29,197
Falcons,342,197,57.6,6.6,2262,18,21,69.6,110,32.2,0,0,51T,53,431
Redskins,342,203,59.4,6.9,2357,23,10,90.5,100,29.2,0,0,66T,29,249
Bengals,339,172,50.7,6.2,2097,12,11,68.4,97,28.6,0,0,56,31,227
Dolphins,299,159,53.2,7.6,2284,15,19,68.5,100,33.4,0,0,54T,36,327
Cowboys,297,149,50.2,8.2,2445,18,16,76,95,32,0,0,89,39,296
Lions,294,167,56.8,7.2,2121,19,12,84,107,36.4,0,0,58,36,264
Chiefs,289,154,53.3,7,2038,13,16,67.8,86,29.8,0,0,61T,38,319
