Team,3rd Att,3rd Md,4th Att,4th Md,Rec 1st,Rec 1st%,Rush 1st,Rush 1st%,Scrm Plys
Falcons,0,0,0,0,110,55.8,76,17.6,0
Bills,0,0,0,0,120,56.3,71,19.4,0
Bears,0,0,0,0,104,49.5,55,15.6,0
Bengals,0,0,0,0,97,56.4,100,21.7,0
Browns,0,0,0,0,134,70.5,84,18.2,0
Cowboys,0,0,0,0,95,63.8,119,22.8,0
Broncos,0,0,0,0,112,61.2,87,20,0
Lions,0,0,0,0,107,64.1,113,22,0
Packers,0,0,0,0,110,62.2,69,15.2,0
Oilers,0,0,0,0,126,52.9,88,21,0
Colts,0,0,0,0,148,67.6,70,17,0
Chiefs,0,0,0,0,86,55.8,83,18.5,0
Rams,0,0,0,0,120,55,93,21.6,0
Raiders,0,0,0,0,139,66.2,107,22.7,0
Dolphins,0,0,0,0,100,62.9,106,21.5,0
Vikings,0,0,0,0,111,64.2,98,19.3,0
Patriots,0,0,0,0,98,55.7,63,18.9,0
Saints,0,0,0,0,112,52.6,55,14.8,0
Giants,0,0,0,0,149,64.8,94,20.2,0
Jets,0,0,0,0,122,63.2,90,19.4,0
Eagles,0,0,0,0,126,57.8,81,18,0
Cardinals,0,0,0,0,104,58.4,110,25.6,0
Steelers,0,0,0,0,97,64.7,84,19.4,0
Chargers,0,0,0,0,119,62,83,21,0
49ers,0,0,0,0,125,55.3,86,18.3,0
Redskins,0,0,0,0,100,49.3,122,27.5,0
