Player,Rec,Yds,TD,20+,40+,LNG,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts
Antonio Brown,129,1698,13,19,4,63,85,65.9,1,629,182
Demaryius Thomas,111,1619,11,25,6,86,69,62.2,0,674,184
Julio Jones,104,1593,6,31,3,79,76,73.1,2,560,164
Matt Forte,102,808,4,7,1,56,28,27.4,1,825,130
Emmanuel Sanders,101,1404,9,24,4,48,69,68.3,1,395,141
Golden Tate,99,1331,4,17,5,73,58,58.6,1,706,142
Jordy Nelson,98,1519,13,19,8,80,71,72.4,0,527,151
Julian Edelman,92,972,4,7,3,69,49,53.3,2,448,135
Odell Beckham Jr.,91,1305,12,16,6,80,57,62.6,0,511,132
Randall Cobb,91,1287,12,24,3,70,71,78,1,606,126
Martellus Bennett,90,916,6,11,0,37,43,47.8,0,472,129
Dez Bryant,88,1320,16,22,5,68,60,68.2,0,418,138
Jimmy Graham,85,889,10,8,0,29,54,63.5,2,296,124
Alshon Jeffery,85,1133,10,17,3,74,60,70.6,0,486,145
Andre Johnson,85,936,3,14,0,35,49,57.6,3,392,147
Jeremy Maclin,85,1318,10,21,7,72,56,65.9,0,508,143
Jarvis Landry,84,758,5,6,0,25,48,57.1,1,472,111
Greg Olsen,84,1008,6,9,0,38,56,66.7,1,372,122
Le'Veon Bell,83,854,3,10,3,48,41,49.4,0,831,105
Anquan Boldin,83,1062,5,14,1,76,56,67.5,0,417,130
Rob Gronkowski,82,1124,12,19,1,46,60,73.2,0,475,130
T.Y. Hilton,82,1345,7,21,6,73,62,75.6,3,372,130
Roddy White,80,921,7,14,0,39,54,67.5,3,191,122
Steve Smith,79,1065,6,15,5,80,45,57,2,375,133
Keenan Allen,77,783,4,6,0,35,41,53.2,1,319,121
DeAndre Hopkins,76,1210,6,20,6,76,57,75,2,384,127
Eric Decker,74,962,5,12,4,74,47,63.5,0,345,115
Brandon LaFell,74,953,7,10,2,56,50,67.6,1,385,119
Kelvin Benjamin,73,1008,9,14,2,51,50,68.5,1,179,146
James Jones,73,666,6,6,1,42,40,54.8,3,236,111
Calvin Johnson,71,1077,8,16,3,67,59,83.1,0,246,128
Rueben Randle,71,938,3,12,2,49,48,67.6,0,243,127
Vincent Jackson,70,1002,2,12,3,50,50,71.4,1,162,143
Antonio Gates,69,821,12,12,0,34,44,63.8,1,273,99
A.J. Green,69,1041,6,13,3,81,46,66.7,2,321,116
Michael Crabtree,68,698,4,10,2,51,35,51.5,0,277,108
Mike Evans,68,1051,12,20,4,56,46,67.6,0,183,125
Pierre Garcon,68,752,3,8,3,70,32,47.1,0,344,105
Travis Kelce,67,862,5,15,0,34,45,67.2,4,511,87
Jordan Matthews,67,872,8,16,2,44,42,62.7,0,407,105
Mike Wallace,67,862,10,10,2,50,47,70.2,1,251,115
Doug Baldwin,66,825,3,15,2,49,42,63.6,0,344,98
Fred Jackson,66,501,1,6,0,34,25,37.9,3,597,90
Heath Miller,66,761,3,8,1,49,42,63.6,1,350,88
Sammy Watkins,65,982,6,14,4,84,47,72.3,1,340,128
Robert Woods,65,699,5,11,0,37,35,53.8,1,208,104
Reggie Wayne,64,779,2,10,3,80,40,62.5,1,276,116
Jason Witten,64,703,5,7,0,34,48,75,0,233,90
Larry Donnell,63,623,6,5,0,32,36,57.1,4,224,92
Larry Fitzgerald,63,784,2,11,1,80,39,61.9,1,336,103
Andrew Hawkins,63,824,2,13,2,65,44,69.8,0,406,113
Kenny Stills,63,931,3,10,6,69,47,74.6,1,196,85
Delanie Walker,63,890,4,13,2,68,33,52.4,2,412,108
Jermaine Gresham,62,460,5,2,0,23,24,38.7,3,262,79
Eddie Royal,62,778,7,14,3,47,39,62.9,1,368,91
Brandon Marshall,61,721,8,5,4,47,41,67.2,1,233,105
Dwayne Bowe,60,754,0,9,0,37,42,70,2,243,96
Marques Colston,59,902,5,17,1,57,45,76.3,1,309,99
Greg Jennings,59,742,6,9,0,38,40,67.8,1,207,92
Charles Clay,58,605,3,9,1,41,31,53.4,0,264,84
Zach Ertz,58,702,3,9,0,35,42,72.4,1,248,86
Mychal Rivera,58,534,4,6,0,33,29,50,3,188,101
DeMarco Murray,57,416,0,3,0,34,16,28.1,2,501,64
Kendall Wright,57,715,6,10,1,48,33,57.9,1,371,93
DeSean Jackson,56,1169,6,16,13,81,35,62.5,0,478,94
Mohamed Sanu,56,790,5,9,3,76,37,66.1,0,340,98
Riley Cooper,55,577,3,5,1,50,25,45.4,1,160,95
Brandin Cooks,53,550,3,4,2,50,25,47.2,0,174,70
Cecil Shorts,53,557,1,7,1,53,26,49.1,1,263,110
Markus Wheaton,53,644,2,5,2,47,33,62.3,0,155,87
Jared Cook,52,634,3,7,1,59,32,61.5,0,268,98
Malcom Floyd,52,856,6,13,5,59,39,75,0,155,91
Shane Vereen,52,447,3,4,1,49,24,46.2,0,398,77
Harry Douglas,51,556,2,3,1,41,28,54.9,0,245,75
Coby Fleener,51,774,8,16,2,73,40,78.4,0,301,92
Percy Harvin,51,483,1,6,2,45,23,45.1,1,269,78
Allen Hurns,51,677,6,11,4,63,26,51,0,220,97
Jordan Reed,50,465,0,4,0,30,23,46,1,276,65
Torrey Smith,49,767,11,13,2,53,38,77.6,0,170,93
Wes Welker,49,464,2,5,0,39,24,49,0,202,64
Kenny Britt,48,748,3,13,3,63,33,68.8,0,170,84
John Brown,48,696,5,11,2,75,31,64.6,0,190,103
Jerricho Cotchery,48,580,1,7,1,47,30,62.5,0,216,78
Owen Daniels,48,527,4,5,0,39,32,66.7,0,185,79
Allen Robinson,48,548,2,5,2,54,26,54.2,0,160,81
Miles Austin,47,568,2,7,0,31,34,72.3,0,213,70
Scott Chandler,47,497,3,9,0,37,28,59.6,0,196,70
Michael Floyd,47,841,6,15,6,63,34,72.3,3,127,99
Andre Holmes,47,693,4,9,2,77,32,68.1,0,200,98
Andre Ellington,46,395,2,4,1,81,19,41.3,0,372,64
Benny Cunningham,45,352,1,0,0,19,21,46.7,1,325,54
Pierre Thomas,45,378,1,2,0,39,19,42.2,0,432,55
Matt Asiata,44,312,1,2,1,41,7,15.9,0,350,63
Justin Forsett,44,263,0,3,0,26,10,22.7,0,320,59
Giovani Bernard,43,349,2,4,1,46,13,30.2,0,362,59
Julius Thomas,43,489,12,7,0,35,30,69.8,1,181,60
Roy Helu,42,477,2,10,1,55,16,38.1,2,498,47
Eddie Lacy,42,427,4,4,2,67,17,40.5,0,456,55
Jarius Wright,42,588,2,9,2,87,25,59.5,0,334,62
Chris Hogan,41,426,4,5,0,31,20,48.8,2,187,61
Reggie Bush,40,253,0,3,0,28,13,32.5,0,258,56
Jamaal Charles,40,291,5,3,0,30,15,37.5,1,327,59
Darren Sproles,40,387,0,4,2,57,17,42.5,0,423,63
Nate Washington,40,647,2,11,2,80,26,65,0,148,72
Brian Hartline,39,474,2,4,0,35,27,69.2,1,132,63
Niles Paul,39,507,1,7,2,50,20,51.3,1,268,52
Davante Adams,38,446,3,5,1,45,23,60.5,0,183,66
Jace Amaro,38,345,2,4,1,43,20,52.6,1,172,53
Ahmad Bradshaw,38,300,6,2,0,22,20,52.6,0,343,48
Travaris Cadet,38,296,1,3,0,31,15,39.5,1,243,51
Arian Foster,38,327,5,3,1,56,15,39.5,0,282,59
Devin Hester,38,504,2,7,1,46,21,55.3,1,262,59
Jermaine Kearse,38,537,1,7,3,60,21,55.3,0,238,67
Jeremy Kerley,38,409,1,3,0,33,20,52.6,0,154,75
Lamar Miller,38,275,1,1,0,20,10,26.3,1,253,52
Hakeem Nicks,38,405,4,7,0,29,18,47.4,0,137,70
Cole Beasley,37,420,4,4,1,45,26,70.3,2,250,49
Marqise Lee,37,422,1,6,0,37,20,54,0,178,68
Marshawn Lynch,37,367,4,5,0,39,16,43.2,2,413,48
Marcel Reece,37,265,1,0,0,19,12,32.4,0,200,59
Terrance Williams,37,621,8,10,4,51,30,81.1,0,107,64
Taylor Gabriel,36,621,1,10,4,70,26,72.2,0,272,71
Darren McFadden,36,212,0,2,0,23,8,22.2,0,265,55
Branden Oliver,36,271,1,3,1,50,11,30.6,0,348,45
Preston Parker,36,418,2,4,1,42,25,69.4,0,120,57
Andre Roberts,36,453,2,7,1,61,28,77.8,1,214,72
Steve Johnson,35,435,3,8,0,32,24,68.6,0,186,50
C.J. Anderson,34,324,2,4,1,51,13,38.2,1,290,44
Jason Avant,34,353,1,4,1,41,19,55.9,0,163,61
Joique Bell,34,322,1,3,0,28,14,41.2,0,337,52
Theo Riddick,34,316,4,3,1,41,14,41.2,0,313,50
John Carlson,33,350,1,4,0,32,17,51.5,0,156,54
Cordarrelle Patterson,33,384,1,4,0,28,20,60.6,0,168,67
Bobby Rainey,33,315,1,2,0,34,12,36.4,2,285,45
Brent Celek,32,340,1,6,0,37,16,50,1,150,53
Donte Moncrief,32,444,3,7,3,79,15,46.9,0,213,49
