Player,FGM,Att,FG %,1-19 > A-M,20-29 > A-M,30-39 > A-M,40-49 > A-M,50-59 > A-M,60+ > A-M,Lng,FG Blk
Stephen Gostkowski,35,37,94.6,1/1,11/11,10/11,12/13,1/1,0/0,53,0
Dan Carpenter,34,38,89.5,0/0,9/9,12/13,7/8,6/8,0/0,58,1
Nick Folk,32,39,82,0/0,13/13,7/7,9/13,3/6,0/0,55,2
Cody Parkey,32,36,88.9,0/0,10/10,14/16,4/6,4/4,0/0,54,0
Steven Hauschka,31,37,83.8,0/0,10/10,10/10,9/13,2/4,0/0,58,2
Randy Bullock,30,35,85.7,0/0,6/7,13/15,7/8,4/5,0/0,55,2
Adam Vinatieri,30,31,96.8,0/0,10/10,10/10,7/8,3/3,0/0,53,0
Matt Bryant,29,32,90.6,0/0,10/10,4/4,8/8,7/10,0/0,54,1
Chandler Catanzaro,29,33,87.9,0/0,5/5,12/14,10/11,2/3,0/0,51,0
Graham Gano,29,35,82.9,0/0,7/7,12/13,9/12,1/2,0/1,53,1
Caleb Sturgis,29,37,78.4,1/1,12/12,7/8,6/10,3/6,0/0,53,2
Shaun Suisham,29,32,90.6,0/0,12/13,6/6,10/10,1/3,0/0,53,0
Justin Tucker,29,34,85.3,0/0,10/10,11/11,4/4,4/8,0/1,55,1
Mason Crosby,27,33,81.8,0/0,7/7,11/12,5/7,4/7,0/0,55,3
Mike Nugent,26,33,78.8,0/0,6/6,10/12,10/12,0/3,0/0,49,1
Blair Walsh,26,35,74.3,2/2,4/5,8/10,7/9,5/8,0/1,55,2
Dan Bailey,25,29,86.2,0/0,6/6,6/7,8/9,5/7,0/0,56,1
Phil Dawson,25,31,80.6,0/0,6/6,8/9,5/7,6/8,0/1,55,1
Cairo Santos,25,30,83.3,1/1,10/10,6/7,7/10,1/2,0/0,53,0
Josh Brown,24,26,92.3,1/1,6/7,9/9,4/5,4/4,0/0,53,1
Kai Forbath,24,27,88.9,0/0,11/11,6/7,7/8,0/1,0/0,49,0
Greg Zuerlein,24,30,80,1/1,6/7,10/12,2/3,5/7,0/0,56,1
Billy Cundiff,22,29,75.9,0/0,6/6,10/13,5/7,1/2,0/1,52,1
Nick Novak,22,26,84.6,1/1,6/6,8/9,4/6,3/4,0/0,52,1
Matt Prater,21,26,80.8,0/0,8/8,4/5,6/8,3/5,0/0,52,2
Patrick Murray,20,24,83.3,0/0,2/3,7/8,6/7,5/6,0/0,55,2
Josh Scobee,20,26,76.9,0/0,3/3,7/8,7/9,3/6,0/0,53,3
Shayne Graham,19,22,86.4,0/0,6/6,9/9,3/5,1/2,0/0,50,0
Sebastian Janikowski,19,22,86.4,0/0,2/2,5/5,9/10,3/5,0/0,57,0
Ryan Succop,19,22,86.4,0/0,5/5,7/7,5/8,2/2,0/0,51,0
Connor Barth,15,16,93.8,2/2,4/4,5/5,3/4,1/1,0/0,50,0
Robbie Gould,9,12,75,0/0,4/4,2/3,3/4,0/1,0/0,45,0
Brandon McManus,9,13,69.2,0/0,5/5,2/3,2/3,0/2,0/0,44,0
Jay Feely,3,4,75,0/0,1/1,1/1,1/2,0/0,0/0,48,0
Nate Freese,3,7,42.9,0/0,2/2,1/1,0/4,0/0,0/0,30,0
Garrett Hartley,3,3,100,0/0,0/0,2/2,1/1,0/0,0/0,43,0
Alex Henery,1,5,20,0/0,0/0,0/0,0/2,1/3,0/0,51,0
