Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Chris Owusu,49,3,147,0,2,2,87,0,0
Jalen Saunders,46.3,3,139,0,2,1,99,0,0
Frankie Hammond,37,2,74,0,2,0,37,0,0
Omar Bolden,33,13,429,0,10,3,77,0,0
Josh Cribbs,32,19,608,0,17,3,76,0,1
Adam Jones,31.3,27,844,0,22,3,97,0,0
Chris Polk,30.9,11,340,1,8,1,102,0,1
C.J. Spiller,30.6,10,306,1,7,1,102,0,0
De'Anthony Thomas,30.6,14,428,0,12,2,78,0,0
Jacoby Jones,30.6,32,978,1,29,5,108,0,1
Perrish Cox,30,2,60,0,1,1,57,0,0
Josh Huff,29.6,14,415,1,10,2,107,0,0
Walt Powell,29.1,8,233,0,6,1,62,0,0
Knile Davis,28.6,29,829,1,23,2,99,0,0
Bishop Sankey,28.3,7,198,0,6,1,42,0,0
Jarvis Landry,28.1,34,954,0,27,4,74,0,2
Khiry Robinson,28,1,28,0,1,0,28,0,1
Benny Cunningham,27.5,35,963,0,31,2,75,0,1
Marcus Sherels,27.5,4,110,0,2,1,46,0,0
Devin McCourty,27,1,27,0,1,0,27,0,0
Joe Webb,26.5,2,53,0,2,0,27,0,0
Bobby Rainey,26.3,6,158,0,5,0,33,0,0
Dan Herron,26,3,78,0,3,0,32,0,0
Cordarrelle Patterson,25.6,34,871,0,26,4,51,0,1
Trindon Holliday,25.6,5,128,0,5,0,32,0,0
Bruce Ellington,25.6,24,614,0,19,0,38,0,0
Jordan Todman,25.6,38,972,0,31,1,40,0,0
Marc Mariani,25.5,20,510,0,14,2,67,0,0
Jeremy Ross,25.4,23,584,0,18,1,41,0,1
Griff Whalen,25.3,15,379,0,13,0,32,0,0
Devin Hester,25.1,45,1128,0,28,3,66,0,0
Chris Davis,25,19,476,0,17,0,35,0,0
Bryce Brown,25,3,75,0,2,0,32,0,0
Marlon Moore,24.8,13,322,0,11,0,32,0,0
Dwayne Harris,24.7,30,742,0,24,1,42,0,0
Markus Wheaton,24.7,20,494,0,15,1,41,0,0
Carlos Hyde,24.4,11,268,0,9,0,30,0,0
Percy Harvin,24.3,32,778,0,21,3,65,0,2
Travaris Cadet,24.3,15,364,0,11,0,34,0,0
Preston Parker,24.2,21,509,0,18,1,45,0,2
T.J. Carrie,24.1,15,362,0,12,1,42,0,1
Chris Williams,24.1,24,579,1,13,2,101,0,0
Danny Amendola,24.1,20,482,0,13,1,81,0,0
Taylor Gabriel,24,4,96,0,3,0,30,0,0
Micah Hyde,24,4,96,0,4,0,28,0,0
Chris Pantale,24,1,24,0,1,0,24,0,0
Quinton Patton,24,1,24,0,1,0,24,0,0
Brenton Bersin,23.9,7,167,0,5,1,49,0,0
Fozzy Whittaker,23.8,11,262,0,8,1,46,0,0
Leon Washington,23.8,31,738,0,20,4,52,0,2
Marcus Thigpen,23.8,12,285,0,10,1,49,0,0
Michael Cox,23.7,11,261,0,8,1,40,0,0
Andre Roberts,23.7,30,710,0,19,2,45,0,1
Paul Richardson,23.5,16,376,0,12,1,47,0,1
Andre Caldwell,23.2,12,278,0,6,1,54,0,0
Solomon Patton,23.1,18,416,0,15,0,28,0,0
Lance Dunbar,23,2,46,0,1,0,28,0,0
Corey Brown,22.8,12,273,0,9,0,35,0,0
Damaris Johnson,22.7,6,136,0,4,0,31,0,0
Latavius Murray,22.6,19,429,0,15,0,38,0,0
Nolan Carroll,22.5,2,45,0,2,0,24,0,0
Brandon Tate,22.1,18,397,0,14,0,31,0,1
Antonio Andrews,22,5,110,0,4,0,27,0,0
Branden Oliver,22,1,22,0,1,0,22,0,0
Senorise Perry,22,4,88,0,3,0,21,0,0
Matthew Slater,22,2,44,0,1,0,26,0,0
Joe McKnight,21.7,3,65,0,2,0,25,0,0
Shaun Draughn,21.6,8,173,0,4,0,39,0,0
Jackie Battle,21.5,2,43,0,2,0,22,0,0
Bryan Walters,21.5,2,43,0,1,0,27,0,0
Saalim Hakim,21.5,13,279,0,9,1,44,0,0
Quintin Demps,21.2,12,255,0,9,0,29,0,1
Rashad Ross,21.2,5,106,0,4,0,24,0,0
Jace Amaro,21,1,21,0,1,0,21,0,0
Marquise Goodwin,21,4,84,0,3,0,24,0,0
Brad Smith,21,1,21,0,1,0,21,0,0
Albert Wilson,21,1,21,0,1,0,21,0,0
DuJuan Harris,20.7,22,456,0,13,1,41,0,0
LeGarrette Blount,20.6,5,103,0,3,0,29,0,0
Danieal Manning,20.5,13,267,0,8,1,41,0,1
Travis Benjamin,20.5,12,246,0,6,0,28,0,0
Fitzgerald Toussaint,20.5,2,41,0,1,0,23,0,0
Damien Williams,20.4,5,102,0,3,0,26,1,0
Chris Givens,20.2,5,101,0,3,0,29,0,0
Patrick Chung,20,7,140,0,4,0,30,0,0
Darren McFadden,19.7,3,59,0,2,0,23,0,0
George Atkinson,19.1,7,134,0,5,0,28,0,0
Keshawn Martin,19,1,19,0,0,0,19,0,0
Bruce Miller,19,1,19,0,0,0,19,0,0
Ted Ginn,19,22,417,0,12,1,43,0,0
Trevor Graham,18.8,6,113,0,4,0,23,0,0
Tony Jerod-Eddie,18,1,18,0,0,0,18,0,0
Leonard Johnson,18,1,18,0,0,0,18,0,0
Niles Paul,18,2,36,0,1,0,20,0,0
Emmanuel Sanders,18,3,54,0,1,0,22,0,0
Dri Archer,17.9,9,161,0,4,0,23,0,0
Bilal Powell,17,2,34,0,1,0,25,0,0
Eric Weems,17,2,34,0,0,0,17,0,0
Adam Thielen,16.5,2,33,0,1,0,21,0,0
Doug Baldwin,16.2,5,81,0,2,0,24,0,0
Karl Klug,16,2,32,0,1,0,20,0,0
Leodis McKelvin,16,4,64,0,1,0,30,0,0
Ace Sanders,16,1,16,0,0,0,16,0,0
Crockett Gillmore,15,1,15,0,0,0,15,0,0
Darren Sproles,15,1,15,0,0,0,15,0,0
Lorenzo Taliaferro,15,1,15,0,0,0,15,0,0
Kenbrell Thompkins,14.3,3,43,0,1,0,21,0,0
MarQueis Gray,14,1,14,0,0,0,14,0,0
Kyle Juszczyk,14,2,28,0,0,0,16,0,0
Jordan Poyer,14,1,14,0,0,0,14,0,0
George Winn,14,2,28,0,0,0,16,0,0
Anthony Dixon,13,4,52,0,0,0,15,0,0
Marcus Easley,13,1,13,0,0,0,13,0,0
Terrence Fede,13,1,13,0,0,0,13,0,0
Nate Garner,13,1,13,0,0,0,13,0,0
Anthony Sherman,13,1,13,0,0,0,13,0,0
Tourek Williams,13,1,13,0,0,0,13,0,0
James Casey,12.7,3,38,0,0,0,16,0,0
Luke Willson,12.3,3,37,0,1,0,20,0,0
Tyson Alualu,12,1,12,0,0,0,12,0,0
Marvin Austin,12,1,12,0,0,0,12,0,0
Brandin Cooks,12,1,12,0,0,0,12,0,0
Jerome Felton,12,3,36,0,0,0,14,0,0
Brian Folkerts,12,1,12,0,0,0,12,0,0
Chase Ford,12,1,12,0,0,0,12,0,0
Jeremy Kerley,12,1,12,0,0,0,12,0,0
Spencer Long,12,1,12,0,0,0,12,0,0
Brandon Williams,12,3,36,0,0,0,19,0,0
Matt Asiata,11.8,4,47,0,0,0,16,0,0
Rhett Ellison,11.5,2,23,0,0,0,14,0,0
Mike Brown,11,1,11,0,0,0,11,0,0
Ryan Davis,11,2,22,0,0,0,15,1,0
Cody Latimer,11,2,22,0,0,0,14,0,0
Frank Summers,11,1,11,0,0,0,11,0,0
Aaron Lynch,10,1,10,0,0,0,10,0,0
Logan Paulsen,10,1,10,0,0,0,10,0,0
Jacquizz Rodgers,10,1,10,0,0,0,10,0,0
Darrel Young,10,1,10,0,0,0,10,0,0
Tavon Austin,9.5,2,19,0,0,0,11,0,0
Justin Trattou,9.5,2,19,0,0,0,13,0,0
Stedman Bailey,9,1,9,0,0,0,9,0,0
Jorvorskie Lane,9,1,9,0,0,0,9,0,0
Zach Sudfeld,9,1,9,0,0,0,9,0,0
Joe Banyard,8,1,8,0,0,0,8,0,0
Donald Brown,8,1,8,0,0,0,8,0,0
Orie Lemon,8,1,8,0,0,0,8,0,0
Greg Salas,8,1,8,0,0,0,8,0,0
Chase Thomas,8,1,8,0,0,0,8,0,0
Tim Barnes,7,1,7,0,0,0,7,0,0
Isaiah Burse,7,1,7,0,0,0,7,0,0
John Conner,6,2,12,0,0,0,7,0,0
Akeem Jordan,5,1,5,0,0,0,5,0,0
Jim Leonhard,5,1,5,0,0,0,5,0,0
Dante Rosario,3.5,2,7,0,0,0,10,0,0
Jarrett Boykin,3,1,3,0,0,0,3,0,0
Craig Robertson,3,1,3,0,0,0,3,0,0
Cliff Matthews,2,1,2,0,0,0,2,0,0
Mike Tolbert,2,1,2,0,0,0,2,0,0
Kyle Wilber,2,1,2,0,0,0,2,0,0
Antonio Brown,0,1,0,0,0,0,0,0,0
Randall Cobb,0,1,0,0,0,0,0,0,1
Cyrus Gray,0,1,0,0,0,0,0,0,0
Cooper Helfet,0,1,0,0,0,0,0,0,0
T.Y. Hilton,0,1,0,0,0,0,0,0,0
David Johnson,0,1,0,0,0,0,0,0,0
Brandon LaFell,0,1,0,0,0,0,0,0,0
Tim Lelito,0,1,0,0,0,0,0,0,0
Mike Martin,0,1,0,0,0,0,0,0,0
Jordy Nelson,0,1,0,0,0,0,0,0,0
Chase Reynolds,0,1,0,0,0,0,0,0,0
Levine Toilolo,0,1,0,0,0,0,0,0,0
