Player,INT,INT TD,INT Yds,Lng
Glover Quin,7,0,117,56
Tashaun Gipson,6,1,158,62
Mike Adams,5,0,24,10
Bruce Carter,5,1,72,35
Perrish Cox,5,0,12,10
Brent Grimes,5,1,80,32
Harrison Smith,5,1,150,81
Nate Allen,4,0,45,40
Johnthan Banks,4,1,69,32
Antoine Bethea,4,1,71,49
Chris Culliver,4,0,61,29
Vontae Davis,4,0,72,42
Quintin Demps,4,0,19,10
Kyle Fuller,4,0,81,31
Roman Harper,4,1,43,31
James Ihedigbo,4,0,86,70
Kemal Ishmael,4,1,37,23
Rashad Johnson,4,2,146,88
Leodis McKelvin,4,0,10,9
Rahim Moore,4,0,36,19
Ryan Mundy,4,1,52,45
Reggie Nelson,4,0,30,31
Richard Sherman,4,0,81,53
Buster Skrine,4,0,34,30
Aqib Talib,4,2,62,33
Charles Woodson,4,0,35,30
Robert Alford,3,0,21,21
Prince Amukamara,3,0,66,38
A.J. Bouye,3,1,120,67
Kurt Coleman,3,0,12,12
Chris Conte,3,0,6,5
Antonio Cromartie,3,0,65,40
Brandon Flowers,3,0,44,27
William Gay,3,3,113,52
Stephon Gilmore,3,0,61,27
Joe Haden,3,0,0,0
Chris Harris,3,0,52,38
Casey Hayward,3,1,113,82
George Iloka,3,0,58,28
Kareem Jackson,3,0,97,65
Malcolm Jenkins,3,1,67,53
Trumaine Johnson,3,1,69,43
Adam Jones,3,0,23,12
Reshad Jones,3,0,62,50
Dre Kirkpatrick,3,1,32,30
Danny Lansanah,3,2,60,33
Brice McCain,3,1,56,31
Jason McCourty,3,0,0,0
Patrick Peterson,3,1,30,30
Jerraud Powers,3,0,19,12
Eric Reid,3,0,138,73
Josh Robinson,3,0,22,23
Antrel Rolle,3,0,71,39
Jumal Rolle,3,0,25,13
Da'Norris Searcy,3,0,70,32
Desmond Trufant,3,0,19,19
J.J. Wilcox,3,0,46,46
Tramon Williams,3,0,2,2
Cortez Allen,2,0,27,27
Chris Borland,2,0,12,12
Zack Bowman,2,0,25,18
Bashaud Breeland,2,0,0,0
Antoine Cason,2,0,81,80
Barry Church,2,0,49,45
Jamie Collins,2,0,0,0
E.J. Gaines,2,0,0,0
Corey Graham,2,0,75,45
Michael Griffin,2,0,12,12
Micah Hyde,2,0,9,9
Bruce Irvin,2,2,84,49
Jaiquawn Jarrett,2,0,10,9
Janoris Jenkins,2,2,124,99
Johnathan Joseph,2,1,85,60
Emmanuel Lamur,2,0,6,5
Jim Leonhard,2,0,34,34
Keenan Lewis,2,0,2,2
Kendrick Lewis,2,1,32,27
Dwight Lowery,2,0,21,21
Byron Maxwell,2,0,23,21
Robert McClain,2,0,5,5
Rolando McClain,2,0,0,0
Devin McCourty,2,0,70,60
Rodney McLeod Jr.,2,0,1,1
C.J. Mosley,2,0,23,18
Captain Munnerlyn,2,0,1,1
Haloti Ngata,2,0,16,13
Josh Norman,2,0,60,33
Alec Ogletree,2,0,44,44
Julius Peppers,2,2,101,52
Bacarri Rambo,2,0,44,28
Darrelle Revis,2,0,0,0
Craig Robertson,2,0,30,15
Patrick Robinson,2,0,2,2
Bradley Roby,2,0,0,0
Dominique Rodgers-Cromartie,2,0,26,16
Brandian Ross,2,0,7,7
Logan Ryan,2,0,0,0
Orlando Scandrick,2,0,2,2
Sam Shields,2,0,62,62
Darius Slay,2,0,42,40
D.J. Swearinger,2,0,31,25
