Player,INT,INT TD,INT Yds,Lng
Johnny Robinson,10,0,155,57
Dick LeBeau,9,0,96,43
Dick Anderson,8,0,191,86
W.K. Hicks,8,0,99,35
Lem Barney,7,2,168,49
Lee Calland,7,0,38,21
Ed Sharockman,7,1,132,43
Willie Wood,7,0,110,24
Paul Krause,6,0,90,40
Jerry Logan,6,2,92,33
Paul Martha,6,0,99,50
Zeke Moore,6,0,85,32
Ken Reaves,6,0,44,28
Roger Wehrli,6,0,50,41
Willie Williams,6,0,114,52
Erich Barnes,5,1,85,38
Mike Curtis,5,0,50,18
Miller Farr,5,1,38,19
Hugo Hollas,5,0,79,29
Kent McCloughan,5,0,5,5
Lloyd Mumphord,5,1,35,32
Lemar Parrish,5,0,28,19
Pete Richardson,5,0,46,22
Jake Scott,5,0,112,47
Emmitt Thomas,5,0,87,39
Charlie Waters,5,0,45,20
Mike Weger,5,1,52,29
Clancy Williams,5,1,108,65
Larry Wilson,5,0,72,22
Kermit Alexander,4,1,47,25
Chuck Allen,4,0,48,30
Mike Bass,4,0,37,22
Doug Buffone,4,0,33,16
Jackie Burkett,4,0,36,16
Butch Byrd,4,1,63,33
Charlie Greer,4,0,20,15
Jim Kearney,4,0,28,15
Carl Lockhart,4,0,51,25
Jim Marsalis,4,0,26,26
Brig Owens,4,0,86,32
Mel Renfro,4,0,3,3
Ken Riley,4,0,17,14
Walt Sumner,4,0,85,34
Rick Volk,4,0,61,31
Doug Wyatt,4,0,45,25
Herb Adderley,3,0,69,30
Al Atkinson,3,0,50,32
George Atkinson,3,0,35,22
Pete Barnes,3,0,22,15
Bobby Bell,3,1,57,45
Bill Bergey,3,0,35,26
Willie Brown,3,0,0,0
Bobby Bryant,3,1,40,39
Dick Butkus,3,0,0,0
Ken Dyer,3,0,45,22
Ken Ellis,3,0,69,60
Cornell Gordon,3,0,26,24
Kenny Graham,3,0,31,31
Larry Grantham,3,1,51,41
Rickie Harris,3,0,67,25
Doug Hart,3,1,114,76
Gus Hollomon,3,0,11,8
Ken Houston,3,0,32,9
Delles Howell,3,0,28,28
Bob Jeter,3,0,27,18
Curtis Johnson,3,0,29,21
Karl Kassulke,3,0,22,11
Al Lavan,3,0,11,8
Jim Lynch,3,0,40,27
Jim Nettles,3,0,54,32
Elijah Nevett,3,0,49,47
Frank Nunley,3,0,42,24
Johnny Peacock,3,0,24,12
Mel Phillips,3,1,49,35
John Rowser,3,0,27,12
Andy Russell,3,0,64,37
Fletcher Smith,3,0,17,17
Charlie Stukes,3,0,52,47
Bruce Taylor,3,0,70,70
Rosey Taylor,3,0,27,19
Skip Vanderbundt,3,0,18,18
Lonnie Warwick,3,0,30,23
Ralph Baker,2,0,8,8
Chuck Beatty,2,1,49,30
Ross Brupbacher,2,0,17,10
Fred Carr,2,0,45,28
Dick Daniels,2,0,29,16
Jim Duncan,2,0,56,30
Scott Eaton,2,0,8,8
Dave Edwards,2,0,2,2
Pat Fischer,2,0,13,10
Bob Grant,2,1,39,27
Cliff Harris,2,0,66,60
Wally Hilgenberg,2,0,33,17
Jerry Hillebrand,2,0,14,14
Bob Howard,2,0,19,19
Chuck Howley,2,0,18,17
Daryl Johnson,2,0,51,42
Jimmy Johnson,2,1,36,36
Ray Jones,2,0,17,17
Willie Lanier,2,0,2,2
Dale Lindsey,2,1,65,56
Tom Longo,2,0,33,33
Mike Lucci,2,0,18,12
Ed Meador,2,0,22,12
Leroy Mitchell,2,0,35,35
Al Nelson,2,0,45,45
Tommy Nobis,2,0,36,19
Myron Pottios,2,0,27,14
Steve Preece,2,0,19,19
Ron Pritchard,2,0,28,17
Wayne Rasmussen,2,0,21,14
Dave Robinson,2,0,33,20
Jerry Stovall,2,0,45,27
Steve Tannen,2,0,16,16
Joe Taylor,2,0,18,18
Earlie Thomas,2,1,46,36
Bill Thompson,2,0,65,33
Jim Tolbert,2,0,19,19
Jimmy Warren,2,0,26,26
Dave Wilcox,2,0,46,35
Nemiah Wilson,2,0,7,7
Adrian Young,2,0,19,13
Grady Allen,1,0,0,0
Billy Andrews,1,1,25,25
Bob Atkins,1,0,7,7
Ocie Austin,1,0,22,22
Ken Avery,1,0,5,5
Maxie Baughan,1,0,3,3
Al Beauchamp,1,0,2,2
Joe Beauchamp,1,0,25,25
Duane Benson,1,0,14,14
Mel Blount,1,0,4,4
Garland Boyette,1,0,18,18
John Bramlett,1,0,16,16
Dean Brown,1,0,32,32
Edgar Chandler,1,1,59,59
John Charles,1,0,25,25
Phil Clark,1,0,32,32
Tony Cline,1,0,0,0
Tom Curtis,1,0,0,0
Ben Davis,1,0,0,0
Butch Davis,1,0,0,0
Ted Davis,1,0,15,15
Steve DeLong,1,0,5,5
Jim Files,1,0,8,8
Mike Freeman,1,0,3,3
Johnny Fuller,1,0,20,20
John Garlington,1,0,6,6
Dave Grayson,1,0,25,25
Cornell Green,1,0,59,59
Chris Hanburger,1,0,12,12
Larry Hand,1,1,62,62
Don Hansen,1,0,15,15
Tommy Hart,1,0,0,0
Ed Hayes,1,0,2,2
Matt Hazeltine,1,0,6,6
Ralph Heck,1,0,3,3
Ted Hendricks,1,0,31,31
Jim Houston,1,0,25,25
Mike Howell,1,0,0,0
Claude Humphrey,1,0,5,5
Jon Jaqua,1,0,25,25
Walter Johnson,1,0,4,4
Lee Roy Jordan,1,0,6,6
Ernie Kellermann,1,0,18,18
Steve Kiner,1,0,28,28
Bill Laskey,1,0,0,0
Dicky Lyons,1,0,12,12
John Mallory,1,0,9,9
Bob Matheson,1,0,11,11
Ray May,1,0,18,18
Tom McCauley,1,0,32,32
Art McMahon,1,0,72,72
Bennie McRae,1,0,0,0
Mike Morgan,1,0,7,7
Alan Page,1,0,27,27
Jack Pardee,1,0,9,9
Don Parish,1,1,41,41
Richie Petitbon,1,0,10,10
Ed Philpott,1,0,23,23
John Pitts,1,0,11,11
Jethro Pugh,1,0,0,0
