Player,Rush Yds,Att,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM
Larry Brown,1125,237,5,0,0,75,0,0,0
Ron Johnson,1027,263,8,0,0,68,0,0,0
MacArthur Lane,977,206,11,0,0,75,0,0,0
Floyd Little,901,209,3,0,0,80,0,0,0
Larry Csonka,874,193,6,0,0,53,0,0,0
Hewritt Dixon,861,197,1,0,0,39,0,0,0
Donny Anderson,853,222,5,0,0,54,0,0,0
Duane Thomas,803,151,5,0,0,47,0,0,0
Ken Willard,789,236,7,0,0,20,0,0,0
Ed Podolak,749,168,3,0,0,65,0,0,0
Mel Farr,717,166,9,0,0,36,0,0,0
John Fuqua,691,138,7,0,0,85,0,0,0
Dave Osborn,681,207,5,0,0,16,0,0,0
Charlie Smith,681,168,3,0,0,24,0,0,0
Altie Taylor,666,198,2,0,0,34,0,0,0
Jim Kiick,658,191,6,0,0,56,0,0,0
Cyril Pinder,657,166,2,0,0,40,0,0,0
Leroy Kelly,656,206,6,0,0,33,0,0,0
Jess Phillips,648,163,4,0,0,76,0,0,0
Les Josephson,640,150,5,0,0,23,0,0,0
Cannonball Butler,636,166,0,0,0,33,0,0,0
Bo Scott,625,151,7,0,0,63,0,0,0
Paul Robinson,622,149,6,0,0,26,0,0,0
Emerson Boozer,581,139,5,0,0,27,0,0,0
Charlie Harraway,577,146,5,0,0,57,0,0,0
Calvin Hill,577,153,4,0,0,20,0,0,0
Jim Nance,522,145,7,0,0,21,0,0,0
Joe Dawkins,517,124,2,0,0,49,0,0,0
Walt Garrison,507,126,3,0,0,18,0,0,0
Preston Pearson,503,173,2,0,0,30,0,0,0
O.J. Simpson,488,120,5,0,0,56,0,0,0
Doug Cunningham,443,128,3,0,0,25,0,0,0
Norm Bulaich,426,139,3,0,0,15,0,0,0
Harmon Wages,422,119,1,0,0,40,0,0,0
Mercury Morris,409,60,0,0,0,40,0,0,0
George Nock,402,135,5,0,0,19,0,0,0
Lee Bouggess,401,159,2,0,0,20,0,0,0
Johnny Roland,392,94,3,0,0,20,0,0,0
Willie Ellison,381,90,5,0,0,24,0,0,0
Wendell Hayes,381,109,5,0,0,22,0,0,0
Tucker Frederickson,375,120,1,0,0,15,0,0,0
Clint Jones,369,120,9,0,0,23,0,0,0
Bobby Anderson,368,83,4,0,0,27,0,0,0
Mike Richardson,368,103,2,0,0,34,0,0,0
Cid Edwards,350,70,1,0,0,22,0,0,0
Greg Landry,350,35,1,0,0,76,0,0,0
Larry Smith,338,77,1,0,0,19,0,0,0
Tony Baker,337,82,1,0,0,29,0,0,0
Bill Brown,324,101,0,0,0,18,0,0,0
Matt Snell,281,64,1,0,0,19,0,0,0
Travis Williams,276,74,1,0,0,37,0,0,0
Essex Johnson,273,65,2,0,0,26,0,0,0
Carl Garrett,272,88,4,0,0,26,0,0,0
Jeff Queen,261,77,1,0,0,19,0,0,0
Warren McVea,260,61,0,0,0,34,0,0,0
Wayne Patrick,259,66,1,0,0,20,0,0,0
Tom Woodeshick,254,52,2,0,0,57,0,0,0
Tom Nowatzke,248,73,1,0,0,14,0,0,0
Virgil Carter,246,34,2,0,0,73,0,0,0
Marv Hubbard,246,51,1,0,0,15,0,0,0
Fran Tarkenton,236,43,2,0,0,20,0,0,0
Terry Bradshaw,233,32,1,0,0,22,0,0,0
Ross Montgomery,229,62,0,0,0,38,0,0,0
Tom Barrington,228,72,2,0,0,16,0,0,0
Don Shy,227,79,1,0,0,45,0,0,0
Dickie Post,225,74,1,0,0,18,0,0,0
Roger Staubach,221,27,0,0,0,25,0,0,0
Lee White,215,70,0,0,0,16,0,0,0
Ronnie Bull,214,68,0,0,0,28,0,0,0
Jim Otis,211,71,0,0,0,15,0,0,0
Jim Grabowski,210,67,1,0,0,17,0,0,0
Dennis Shaw,210,39,0,0,0,20,0,0,0
Jack Maitland,209,74,1,0,0,24,0,0,0
Mike Garrett,208,67,1,0,0,22,0,0,0
Roy Hopkins,207,57,3,0,0,12,0,0,0
Robert Holmes,206,63,3,0,0,22,0,0,0
Willis Crenshaw,200,69,5,0,0,25,0,0,0
Bill Enyart,196,58,0,0,0,17,0,0,0
Woody Campbell,189,59,1,0,0,28,0,0,0
John Hadl,188,28,1,0,0,34,0,0,0
Paul Gipson,177,52,0,0,0,16,0,0,0
Brad Hubbert,175,49,1,0,0,11,0,0,0
Reece Morrison,175,73,0,0,0,18,0,0,0
Hoyle Granger,169,51,1,0,0,15,0,0,0
Russ Smith,163,52,3,0,0,21,0,0,0
Lloyd Pate,162,46,1,0,0,18,0,0,0
Sam Havrilak,159,54,0,0,0,26,0,0,0
Bill Triplett,156,48,1,0,0,11,0,0,0
Bill Tucker,137,42,1,0,0,11,0,0,0
Jack Concannon,136,42,2,0,0,16,0,0,0
Art Malone,136,40,0,0,0,12,0,0,0
Oscar Reed,132,42,1,0,0,21,0,0,0
Tommy Mason,123,44,0,0,0,13,0,0,0
Warren Bankston,122,26,2,0,0,31,0,0,0
Steve Owens,122,36,2,0,0,23,0,0,0
Willie Frazier,120,5,1,0,0,70,0,0,0
Sam Wyche,118,19,2,0,0,23,0,0,0
Sonny Campbell,116,28,2,0,0,15,0,0,0
Dave Hampton,115,48,0,0,0,14,0,0,0
Jerry Hill,115,36,2,0,0,15,0,0,0
Dick Hoak,115,40,1,0,0,13,0,0,0
Greg Jones,113,31,1,0,0,17,0,0,0
Bobby Duhon,111,18,0,0,0,38,0,0,0
Al Woodall,110,28,0,0,0,27,0,0,0
Clem Turner,106,29,2,0,0,12,0,0,0
Roman Gabriel,104,28,1,0,0,15,0,0,0
