Team,FGM,Att,FG %,1-19 > A-M,20-29 > A-M,30-39 > A-M,40-49 > A-M,50-59 > A-M,60+ > A-M,Lng,FG Blk
Patriots,35,37,94.6,1_1,11_11,11_10,13_12,1_1,0_0,53,0
Bills,34,38,89.5,0_0,9_9,13_12,8_7,8_6,0_0,58,1
Jets,32,39,82,0_0,13_13,7_7,13_9,6_3,0_0,55,2
Eagles,32,36,88.9,0_0,10_10,16_14,6_4,4_4,0_0,54,0
Seahawks,31,37,83.8,0_0,10_10,10_10,13_9,4_2,0_0,58,2
Texans,30,35,85.7,0_0,7_6,15_13,8_7,5_4,0_0,55,2
Colts,30,31,96.8,0_0,10_10,10_10,8_7,3_3,0_0,53,0
Falcons,29,32,90.6,0_0,10_10,4_4,8_8,10_7,0_0,54,1
Ravens,29,34,85.3,0_0,10_10,11_11,4_4,8_4,1_0,55,1
Panthers,29,35,82.9,0_0,7_7,13_12,12_9,2_1,1_0,53,1
Dolphins,29,37,78.4,1_1,12_12,8_7,10_6,6_3,0_0,53,2
Cardinals,29,33,87.9,0_0,5_5,14_12,11_10,3_2,0_0,51,0
Steelers,29,32,90.6,0_0,13_12,6_6,10_10,3_1,0_0,53,0
Packers,27,33,81.8,0_0,7_7,12_11,7_5,7_4,0_0,55,3
Bengals,26,33,78.8,0_0,6_6,12_10,12_10,3_0,0_0,49,1
Vikings,26,35,74.3,2_2,5_4,10_8,9_7,8_5,1_0,55,2
Browns,25,32,78.1,0_0,6_6,15_12,8_6,2_1,1_0,52,1
Cowboys,25,29,86.2,0_0,6_6,7_6,9_8,7_5,0_0,56,1
Lions,25,38,65.8,0_0,10_10,6_5,14_6,8_4,0_0,52,2
Chiefs,25,30,83.3,1_1,10_10,7_6,10_7,2_1,0_0,53,0
Niners,25,31,80.6,0_0,6_6,9_8,7_5,8_6,1_0,55,1
Broncos,24,29,82.8,2_2,9_9,8_7,7_5,3_1,0_0,50,0
Rams,24,30,80,1_1,7_6,12_10,3_2,7_5,0_0,56,1
Giants,24,26,92.3,1_1,7_6,9_9,5_4,4_4,0_0,53,1
Redskins,24,27,88.9,0_0,11_11,7_6,8_7,1_0,0_0,49,0
Chargers,22,26,84.6,1_1,6_6,9_8,6_4,4_3,0_0,52,1
Jaguars,20,26,76.9,0_0,3_3,8_7,9_7,6_3,0_0,53,3
Buccaneers,20,24,83.3,0_0,3_2,8_7,7_6,6_5,0_0,55,2
Titans,19,22,86.4,0_0,5_5,7_7,8_5,2_2,0_0,51,0
Raiders,19,22,86.4,0_0,2_2,5_5,10_9,5_3,0_0,57,0
Saints,19,22,86.4,0_0,6_6,9_9,5_3,2_1,0_0,50,0
Bears,12,16,75,0_0,5_5,4_3,6_4,1_0,0_0,48,0
