Team,KO,Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Vikings,114,7966,40,35.1,73,27.5,0,0,1,4
Broncos,101,6554,11,10.9,89,22.5,0,0,1,0
49ers,95,6272,27,28.4,67,19.3,1,0,0,0
Falcons,91,6200,20,22,69,23.4,1,1,0,1
Bills,91,5786,12,13.2,77,21.3,0,0,2,0
Packers,88,5440,7,8,74,24.4,5,3,2,2
Cowboys,87,5699,17,19.5,69,18.5,1,0,0,0
Oilers,85,5672,29,34.1,55,20.2,1,0,0,0
Jets,84,5692,24,28.6,60,22.8,0,0,0,0
Jaguars,82,5316,5,6.1,76,24.4,0,0,1,1
Patriots,79,4937,6,7.6,71,18.8,2,0,0,0
Seahawks,79,5058,9,11.4,68,19.3,1,0,1,0
Chiefs,78,4811,8,10.3,69,19.9,2,0,0,0
Panthers,77,4801,5,6.5,65,22.1,3,1,3,1
Lions,76,5250,24,31.6,49,24.4,1,0,2,1
Colts,74,4753,7,9.5,65,26,3,0,0,1
Dolphins,72,4617,13,18.1,56,21.9,3,2,0,1
Cardinals,72,4733,13,18.1,56,21.4,1,0,3,0
Buccaneers,72,4733,8,11.1,62,21.5,2,0,0,1
Redskins,70,4290,5,7.1,61,25.7,4,2,1,2
Rams,69,4580,18,26.1,47,21.7,3,1,1,0
Raiders,69,4141,4,5.8,60,23.1,3,0,1,0
Giants,68,4350,15,22.1,51,24.2,1,0,1,0
Steelers,68,3964,1,1.5,64,18.9,3,2,0,0
Saints,66,4199,11,16.7,52,21.7,4,2,1,0
Ravens,65,4004,5,7.7,57,20.5,1,0,2,2
Bears,65,3953,4,6.2,55,20,3,2,2,0
Chargers,64,4185,10,15.6,54,27.5,1,0,0,1
Bengals,63,4046,13,20.6,46,26.1,3,0,2,0
Eagles,48,2945,5,10.4,40,19.1,1,0,2,0
