Player,FGM,Att,FG %,1-19 > A-M,20-29 > A-M,30-39 > A-M,40-49 > A-M,50-59 > A-M,60+ > A-M,Lng,FG Blk
Matt Stover,35,39,89.7,2/2,9/9,12/13,10/12,2/3,0/0,51,1
Joe Nedney,34,38,89.5,1/1,16/16,7/8,8/10,2/3,0/0,52,0
Ryan Longwell,33,38,86.8,0/0,7/8,10/10,13/15,3/5,0/0,52,1
David Akers,29,33,87.9,1/1,6/6,14/15,7/10,1/1,0/0,51,0
Martin Gramatica,28,34,82.4,0/0,8/8,8/10,7/9,5/7,0/0,55,1
Olindo Mare,28,31,90.3,0/0,7/8,9/10,12/13,0/0,0/0,49,0
Al Del Greco,27,33,81.8,0/0,13/15,7/8,6/9,1/1,0/0,50,0
Adam Vinatieri,27,33,81.8,0/0,11/13,8/9,7/8,1/3,0/0,53,0
Steve Christie,26,35,74.3,2/2,11/13,4/6,9/13,0/1,0/0,48,4
Morten Andersen,25,31,80.6,0/0,6/6,6/7,11/15,2/3,0/0,51,0
Kris Brown,25,30,83.3,1/1,8/8,9/10,6/9,1/2,0/0,52,0
Tim Seder,25,33,75.8,2/2,5/6,9/11,9/13,0/1,0/0,48,1
Mike Vanderjagt,25,27,92.6,1/1,6/6,13/13,5/6,0/1,0/0,48,1
Jason Hanson,24,30,80,2/2,6/7,10/12,4/7,2/2,0/0,54,2
Mike Hollis,24,26,92.3,0/0,6/7,8/8,7/8,3/3,0/0,51,1
Doug Brien,23,29,79.3,1/1,6/6,4/5,12/15,0/2,0/0,48,2
Gary Anderson,22,23,95.6,1/1,5/5,9/9,7/7,0/1,0/0,49,1
Sebastian Janikowski,22,32,68.8,1/1,6/6,6/7,8/14,1/4,0/0,54,0
Paul Edinger,21,27,77.8,1/1,5/5,7/9,6/10,2/2,0/0,54,0
John Hall,21,32,65.6,0/0,8/9,6/8,6/12,1/3,0/0,51,1
John Carney,18,25,72,1/1,3/3,5/7,7/10,2/4,0/0,54,2
Jason Elam,18,24,75,0/0,7/7,6/7,4/9,1/1,0/0,51,0
Brad Daluiso,17,23,73.9,0/0,8/8,5/8,4/7,0/0,0/0,46,3
Jeff Wilkins,17,17,100,2/2,5/5,6/6,3/3,1/1,0/0,51,0
Cary Blanchard,16,23,69.6,1/1,2/2,9/11,2/5,2/4,0/0,54,0
Rian Lindell,15,17,88.2,0/0,4/5,1/1,7/8,3/3,0/0,52,0
Todd Peterson,15,20,75,1/1,5/5,7/9,2/5,0/0,0/0,42,1
Wade Richey,15,22,68.2,0/0,6/7,6/8,3/6,0/1,0/0,47,1
Phil Dawson,14,17,82.4,3/3,4/4,5/5,2/5,0/0,0/0,45,0
Neil Rackers,12,21,57.1,0/0,5/5,5/9,2/7,0/0,0/0,45,2
Kris Heppner,10,15,66.7,1/1,4/4,3/6,2/2,0/2,0/0,45,0
Eddie Murray,8,12,66.7,0/0,2/2,3/4,3/6,0/0,0/0,47,0
Brett Conway,6,6,100,2/2,3/3,0/0,1/1,0/0,0/0,40,0
Richie Cunningham,5,7,71.4,0/0,3/5,2/2,0/0,0/0,0/0,39,1
Steve Lindsey,5,7,71.4,2/2,0/0,1/3,2/2,0/0,0/0,49,0
Pete Stoyanovich,5,9,55.6,0/0,2/2,0/3,3/3,0/1,0/0,48,0
Jeff Hall,4,5,80,0/0,1/1,1/1,1/2,1/1,0/0,50,0
Michael Husted,4,8,50,0/0,4/4,0/3,0/1,0/0,0/0,28,1
Jaret Holmes,2,2,100,0/0,1/1,1/1,0/0,0/0,0/0,34,0
Scott Bentley,1,1,100,0/0,0/0,0/0,0/0,1/1,0/0,50,0
Craig Hentrich,0,1,0,0/0,0/0,0/0,0/0,0/0,0/1,0,0
Shane Lechler,0,1,0,0/0,0/0,0/1,0/0,0/0,0/0,0,0
