Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
LaVar Arrington,39,1,39,0,1,0,23,0,0
Herbert Goodman,32.2,4,129,0,3,1,54,0,1
Reidel Anthony,29.3,3,88,0,2,1,45,0,0
Will Blackwell,28.1,10,281,1,6,1,98,0,0
Tiki Barber,28,1,28,0,1,0,28,0,0
Darrick Vaughn,27.7,39,1082,3,23,4,100,0,1
Fabien Bownes,27.7,3,83,0,2,0,38,0,0
Chris Coleman,27,2,54,0,2,0,27,0,0
Derrick Mason,27,42,1132,0,30,5,66,0,1
MarTay Jenkins,26.7,82,2186,1,66,8,98,0,3
Hines Ward,26.6,7,186,0,6,1,57,0,1
Travis Jervey,26.1,8,209,0,5,1,68,0,0
Basil Mitchell,26,1,26,0,1,0,26,0,0
Mack Strong,26,1,26,0,1,0,26,0,0
Allen Rossum,25.8,50,1288,1,33,4,92,0,0
Kevin Williams,25.6,24,615,1,18,2,97,0,0
Qadry Ismail,25.5,2,51,0,1,0,38,0,0
James Williams,25.3,3,76,0,2,1,40,0,0
Fred McAfee,25.1,10,251,0,8,1,52,0,0
Dialleo Burks,25,1,25,0,1,0,25,0,0
Dameane Douglas,25,2,50,0,1,1,41,0,0
Kevin Lockett,25,1,25,0,1,0,25,0,0
J.R. Redmond,25,1,25,0,1,0,25,0,0
Jermaine Williams,25,2,50,0,2,0,30,0,0
Curtis Jackson,24.8,13,323,0,8,1,47,0,1
Terry Fair,24.8,6,149,0,5,0,31,0,1
Autry Denson,24.8,20,495,0,15,1,56,0,0
Charlie Rogers,24.7,66,1629,1,44,5,81,0,2
Desmond Howard,24.6,57,1401,0,37,6,70,0,1
David Dunn,24.4,44,1073,1,30,1,88,0,0
Tony Horne,24.2,57,1379,1,30,6,103,0,3
Calvin Branch,24,2,48,0,2,0,24,0,0
Chris Cole,24,11,264,0,9,0,37,0,0
Marc Edwards,24,1,24,0,1,0,24,0,0
Deltha O'Neal,24,46,1102,1,33,2,87,0,2
Brian Mitchell,23.9,47,1124,1,33,2,89,0,2
Karl Williams,23.8,19,453,0,13,1,41,0,1
Shyrone Stith,23.8,33,785,0,25,1,47,0,1
Kerry Joseph,23.7,3,71,0,2,0,34,0,0
Chad Morton,23.4,44,1029,0,27,2,68,0,1
Kevin Mathis,23.4,8,187,0,5,1,40,0,1
Omar Stoutmire,23.3,6,140,0,3,1,47,0,0
Brock Marion,23.3,22,513,0,13,2,47,0,0
Michael Wiley,23.3,13,303,0,9,0,38,0,0
Glyn Milburn,23.3,63,1468,0,42,0,38,0,1
Corey Harris,23.3,39,907,0,29,2,41,0,1
R.Jay Soward,23.2,4,93,0,3,0,28,0,0
Troy Walters,23.1,30,692,0,19,0,38,0,0
Jermaine Lewis,23,1,23,0,1,0,23,0,0
Reggie Stephens,23,3,69,0,1,1,40,0,0
Tyrone Carter,22.9,17,389,0,13,0,38,0,0
Aaron Stecker,22.9,29,663,0,20,1,48,0,1
Ronney Jenkins,22.8,67,1531,1,41,3,93,0,3
Shockmain Davis,22.5,2,45,0,1,0,32,0,0
Mustafah Muhammad,22.5,2,45,0,1,0,26,0,0
Tai Streets,22.5,8,180,0,4,0,37,0,0
Jerome Pathon,22.4,26,583,0,16,1,48,0,0
Michael Bates,22.4,42,941,1,28,2,92,0,3
James Thrash,22.2,45,1000,0,29,2,49,0,0
Dwight Stone,22.2,25,555,0,15,2,43,0,1
Gary Berry,22,1,22,0,1,0,22,0,0
Rodney Heath,22,1,22,0,1,0,22,0,0
Napoleon Kaufman,22,9,198,0,8,0,31,0,0
Bashir Levingston,21.9,7,153,0,3,1,43,0,2
Jamel White,21.7,43,935,0,25,1,40,0,0
Mike Cloud,21.6,36,779,0,19,0,38,0,0
Jason Tucker,21.6,51,1099,0,30,2,90,0,3
Kevin Faulk,21.5,38,816,0,22,2,40,0,0
Moe Williams,21.4,10,214,0,6,0,34,0,0
David Patten,21.3,22,469,0,10,1,62,0,0
Tim Dwight,21.2,32,680,0,19,1,48,0,1
Ron Dixon,21.2,31,658,0,17,1,44,0,0
Dante Hall,21.1,17,358,0,10,0,36,0,1
Tremain Mack,20.7,50,1036,0,26,2,50,0,3
Tony Simmons,20.5,4,82,0,2,0,39,0,0
Reggie Barlow,20.4,11,224,0,8,0,27,0,0
