Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Spergon Wynn,167,3.1,54,22,40.7,0,1,41.2,5,9.3,1,0,32,13,89
Rick Mirer,126,6.3,20,10,50,1,0,86.7,6,30,2,0,26,1,6
Jeff Lewis,120,3.8,32,16,50,0,1,46.4,6,18.8,0,0,16,7,51
Matt Hasselbeck,104,5.5,19,10,52.6,1,0,86.3,4,21,2,0,27,1,2
Bubby Brister,82,4.1,20,10,50,0,1,40,3,15,1,0,20,1,6
Michael Bishop,80,8.9,9,3,33.3,1,1,64.4,3,33.3,2,1,44,0,0
Chad Pennington,67,13.4,5,2,40,1,0,127.1,2,40,1,1,62,1,4
Alex Van Pelt,67,8.4,8,4,50,0,0,78.6,2,25,2,0,36,0,0
John Friesz,66,3.1,21,11,52.4,0,1,39,4,19,0,0,17,3,16
Chris Greisen,65,6.5,10,6,60,1,0,112.5,4,40,1,0,26,3,24
Clint Stoerner,53,10.6,5,3,60,1,0,135.8,2,40,1,0,29,2,21
Frank Wycheck,53,26.5,2,2,100,1,0,158.3,2,100,2,0,30,0,0
Chris Mohr,44,44,1,1,100,0,0,118.8,1,100,1,1,44,0,0
Mark Royals,36,36,1,1,100,0,0,118.8,1,100,1,0,36,0,0
Ricky Williams,34,34,1,1,100,0,0,118.8,1,100,1,0,34,0,0
Sylvester Morris,31,31,1,1,100,0,0,118.8,1,100,1,0,31,0,0
Kevin Johnson,23,7.7,3,1,33.3,0,1,22.2,1,33.3,1,0,23,0,0
Brian Mitchell,21,5.2,4,1,25,0,0,49,1,25,1,0,21,0,0
Chris Redman,19,6.3,3,2,66.7,0,0,84,1,33.3,0,0,12,0,0
Eric Zeier,19,6.3,3,3,100,0,0,93.1,1,33.3,0,0,14,0,0
Lee Johnson,18,18,1,1,100,0,0,118.8,1,100,0,0,18,0,0
Curtis Martin,18,18,1,1,100,1,0,158.3,1,100,0,0,18,0,0
Louie Aguiar,13,13,1,1,100,0,0,118.8,1,100,0,0,13,0,0
Kevin Thompson,8,8,1,1,100,0,0,100,0,0,0,0,8,0,0
Tom Brady,6,2,3,1,33.3,0,0,42.4,0,0,0,0,6,0,0
Jermaine Lewis,3,3,1,1,100,0,0,79.2,1,100,0,0,3,0,0
Mike Alstott,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Mitch Berger,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Jerome Bettis,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Travis Brown,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Robert Chancey,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Koy Detmer,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Jeff Feagles,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Ahman Green,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Joe Hamilton,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Mark Hartsell,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Bobby Hoying,0,0,2,0,0,0,0,39.6,0,0,0,0,0,0,0
Jarious Jackson,0,0,1,0,0,0,0,39.6,0,0,0,0,0,1,5
Keith Lyle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerry Rice,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Torrance Small,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Lamar Smith,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Thurman Thomas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Ken Walter,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Todd Husak,-2,-1,2,2,100,0,0,79.2,0,0,0,0,6,0,0
Tim Rattay,-4,-4,1,1,100,0,0,79.2,0,0,0,0,-4,0,0
