Player,Avg,Ret,Yds,PRet T,20+,40+,Lng,FC,FUM
Champ Bailey,65,1,65,0,1,1,54,1,0
Peter Warrick,17.6,7,123,1,1,1,82,1,2
Iheanyi Uwaezuoke,17.3,10,173,1,3,1,64,6,0
Jeff Ogden,17,19,323,1,5,2,81,11,1
Jermaine Lewis,16.1,36,578,2,8,3,89,9,0
Tony Horne,16,1,16,0,0,0,16,0,0
Payton Williams,15.4,7,108,0,1,1,40,1,0
Az-Zahir Hakim,15.3,32,489,1,10,2,86,17,4
Duane Starks,15,9,135,0,2,1,47,1,1
Desmond Howard,14.7,31,457,1,5,3,95,24,1
Troy Walters,14.5,15,217,0,3,1,63,16,1
Walt Harris,14,1,14,0,0,0,14,1,0
Charlie Rogers,14,26,363,0,5,3,43,12,3
Derrick Mason,13,51,662,1,5,2,69,17,0
Hank Poteat,13,36,467,1,7,2,54,7,2
Troy Brown,12.9,39,504,1,8,1,66,19,1
David Dunn,12.4,8,99,0,1,0,25,3,0
Eric Davis,12,2,24,0,1,0,20,2,1
Wane McGarity,11.8,30,353,2,4,2,64,9,2
Chris Walsh,11,1,11,0,0,0,11,0,0
Leslie Shepherd,10.9,15,164,0,1,0,32,7,0
Dennis Northcutt,10.7,27,289,0,2,0,30,12,1
James Thrash,10.6,10,106,0,1,0,25,6,1
Brian Mitchell,10.5,32,335,1,3,1,72,33,1
Deltha O'Neal,10.4,34,354,0,4,1,64,11,4
Charles Lee,10.4,5,52,0,0,0,16,2,0
Isaac Byrd,10,1,10,0,0,0,10,1,0
Andre Hastings,10,5,50,0,0,0,16,1,1
Larry Parker,10,5,50,0,0,0,17,1,0
Winslow Oliver,9.8,4,39,0,1,1,40,3,1
Kevin Faulk,9.7,6,58,0,1,0,35,3,0
Tim Dwight,9.4,33,309,1,2,1,70,17,1
Chad Morton,9.3,30,278,0,2,1,51,14,1
Karl Williams,9.2,31,286,1,2,2,73,18,1
Damon Griffin,9,1,9,0,0,0,9,0,0
Yancey Thigpen,9,1,9,0,0,0,9,1,0
Darrien Gordon,8.9,29,258,0,4,0,36,10,2
Glyn Milburn,8.6,35,300,0,1,0,25,26,3
Allen Rossum,8.6,29,248,0,3,1,43,24,4
Tiki Barber,8.5,39,332,0,3,0,31,20,3
Bobby Shaw,8.5,2,17,0,0,0,10,1,0
Kevin R. Williams,8.5,26,220,0,3,0,25,13,1
Keenan McCardell,8.3,3,25,0,1,0,22,0,0
Terrence Wilkins,8.3,29,240,0,2,0,36,13,2
Kevin Lockett,8,26,208,0,1,0,26,6,2
Dedric Ward,7.9,27,214,0,0,0,19,19,1
R.Jay Soward,7.7,14,108,0,0,0,18,5,3
Terry Fair,7.5,2,15,0,0,0,11,0,0
Deion Sanders,7.4,25,185,0,2,1,57,6,3
Mac Cody,7.2,31,222,0,2,0,25,11,4
Nate Jacquet,7,30,211,0,1,0,35,8,3
Reggie Barlow,6.9,29,200,0,1,0,21,14,0
Craig Yeast,6.6,34,225,0,2,0,27,14,3
Leon Johnson,6.2,10,62,0,0,0,16,0,0
Ben Kelly,6.2,5,31,0,0,0,10,0,0
Dante Hall,6.2,6,37,0,1,0,22,5,0
Reggie Jones,5.9,9,53,0,0,0,17,3,1
Peerless Price,5.4,5,27,0,0,0,12,5,1
Chris Canty,5.1,13,66,0,0,0,13,3,0
Terrell Buckley,5,2,10,0,0,0,11,1,0
Lamar Chapman,5,1,5,0,0,0,5,2,1
Kevin Mathis,5,1,5,0,0,0,5,1,0
Chris Watson,4.9,33,163,0,1,0,20,18,3
Michael Bates,4.4,7,31,0,0,0,12,3,1
Courtney Hawkins,3.8,4,15,0,0,0,9,11,0
David Palmer,3.3,10,33,0,0,0,16,12,1
Jeff Graham,2.3,3,7,0,0,0,7,6,1
Jason Tucker,2.2,4,9,0,0,0,8,5,0
Joey Galloway,2,1,2,0,0,0,2,0,0
Mustafah Muhammad,2,2,4,0,0,0,4,0,1
Mike Dumas,1,1,1,0,0,0,1,0,0
MarTay Jenkins,1,1,1,0,0,0,1,0,0
Jacquez Green,0.5,2,1,0,0,0,1,0,0
Rashidi Barnes,0,1,0,0,0,0,0,0,0
Jason Bostic,0,1,0,0,0,0,0,0,1
Greg Comella,0,1,0,0,0,0,0,0,1
Damon Dunn,0,1,0,0,0,0,0,0,1
Jimmy Hitchcock,0,1,0,0,0,0,0,0,1
DeRon Jenkins,0,1,0,0,0,0,0,0,1
Dexter McCleon,0,1,0,0,0,0,0,0,1
Mike McKenzie,0,1,0,0,0,0,0,0,1
Denard Walker,0,1,0,0,0,0,0,0,1
Todd Yoder,0,1,0,0,0,0,0,0,1
