Player,FF,FR,FR TD
Trace Armstrong,7,0,0
Derrick Brooks,5,0,0
Randall Godfrey,5,1,0
Kenny Holmes,5,0,0
Jamie Sharper,5,2,0
Bruce Smith,5,0,0
Eric Davis,4,0,0
Lee Flowers,4,3,0
Jason Gildon,4,4,1
Joe Johnson,4,2,0
Jevon Kearse,4,0,0
Bill Romanowski,4,2,0
Hollis Thomas,4,1,0
Rob Burnett,3,5,0
Keith Burns,3,1,0
Chris Claiborne,3,0,0
Rosevelt Colvin,3,1,0
Bryan Cox,3,2,0
La'Roi Glover,3,1,0
Daylon McCutcheon,3,0,0
Lawyer Milloy,3,0,0
Mike Minter,3,1,0
Robert Porcher,3,1,0
Marcus Robertson,3,1,0
Sam Rogers,3,1,0
Lance Schulters,3,1,0
Michael Sinclair,3,4,1
Greg Spires,3,1,0
Troy Vincent,3,2,0
Brian Walker,3,0,0
Marcellus Wiley,3,1,0
Darryl Williams,3,0,0
Charles Woodson,3,1,0
John Abraham,2,0,0
Chidi Ahanotu,2,1,0
Allen Aldridge,2,1,0
Jay Bellamy,2,0,0
Peter Boulware,2,0,0
Stephen Boyd,2,1,0
Tony Brackens,2,2,0
Chad Bratzke,2,1,0
Zack Bronson,2,0,0
Chad Brown,2,3,1
Cornell Brown,2,0,0
Corwin Brown,2,0,0
Tony Bryant,2,1,0
LeRoy Butler,2,1,0
Chris Carter,2,1,0
Marty Carter,2,2,0
Marco Coleman,2,0,0
Stalin Colinet,2,1,0
Canute Curtis,2,1,0
Anthony Dorsett,2,0,0
Hugh Douglas,2,0,0
Chad Eaton,2,0,0
Ebenezer Ekuban,2,1,0
Greg Favors,2,0,0
Jason Fisk,2,0,0
Steve Foley,2,1,0
Darrell Green,2,0,0
Kevin Hardy,2,2,0
Corey Harris,2,0,0
Kim Herring,2,0,0
Darius Holland,2,0,0
Earl Holmes,2,1,0
Brad Jackson,2,2,0
Grady Jackson,2,1,0
Ed Jasper,2,0,0
Lance Johnstone,2,0,0
James Jones,2,1,0
Marvin Jones,2,1,0
Scott Kowalkowski,2,1,0
Kareem Larrimore,2,0,0
Mo Lewis,2,2,0
Ernie Logan,2,0,0
Al Lucas,2,1,0
Sam Madison,2,2,1
Kevin Mathis,2,0,0
Keith McKenzie,2,1,0
Ronald McKinnon,2,1,0
Darren Mickell,2,0,0
John Mobley,2,0,0
Keith Newman,2,1,0
John Parrella,2,0,0
Tony Parrish,2,0,0
Daryl Porter,2,1,0
Joey Porter,2,1,1
Pierson Prioleau,2,0,0
Trevor Pryce,2,1,1
Wali Rainer,2,1,0
John Randle,2,0,0
Anthony Simmons,2,0,0
Jason Simmons,2,0,0
Corey Simon,2,1,0
Brady Smith,2,0,0
Detron Smith,2,0,0
Matt Stevens,2,1,0
Patrick Surtain,2,1,0
Robert Tate,2,1,0
Josh Taves,2,0,0
Jason Taylor,2,4,1
William Thomas,2,0,0
Pat Tillman,2,2,0
Keith Traylor,2,1,0
Gary Walker,2,0,0
Fred Weary,2,0,0
Greg Wesley,2,1,0
Aeneas Williams,2,2,1
Reinard Wilson,2,1,0
Lee Woodall,2,1,0
Rod Woodson,2,3,0
Barron Wortham,2,1,0
Donnie Abraham,1,0,0
Brent Alexander,1,1,0
Ashley Ambrose,1,0,0
Joe Andruzzi,1,0,0
Jessie Armstead,1,1,0
Ronde Barber,1,1,1
Tom Barndt,1,1,0
David Barrett,1,1,0
Aaron Beasley,1,1,0
Rogers Beckett,1,0,0
Jason Belser,1,1,0
Mitch Berger,1,0,0
Blaine Bishop,1,0,0
Tony Blevins,1,1,0
Jason Bostic,1,0,0
Corey Bradford,1,0,0
Ronnie Bradford,1,0,0
O.J. Brigance,1,1,0
Keith Brooking,1,0,0
Mike Brown,1,1,0
Tedy Bruschi,1,0,0
Keith Bulluck,1,0,0
Jeff Burris,1,0,0
Lewis Bush,1,0,0
Mike Caldwell,1,0,0
Lamar Campbell,1,0,0
Mark Carrier,1,0,0
Kevin Carter,1,1,0
Tyrone Carter,1,0,0
Frank Chamberlin,1,0,0
Lamar Chapman,1,0,0
Ike Charlton,1,0,0
Danny Clark,1,2,0
Duane Clemons,1,1,0
Rich Coady,1,0,0
George Coghill,1,0,0
Todd F. Collins,1,0,0
Sam Cowart,1,2,0
Ray Crockett,1,0,0
Henri Crockett,1,0,0
Donovin Darius,1,0,0
Russell Davis,1,0,0
Brian Dawkins,1,1,0
Pat Dennis,1,1,0
Jared DeVries,1,1,0
Deon Dyer,1,0,0
Shaun Ellis,1,2,0
John Engelberger,1,0,0
Doug Evans,1,4,0
James Farrior,1,0,0
London Fletcher,1,0,0
Erik Flowers,1,0,0
Jay Foreman,1,0,0
Corey Fuller,1,1,0
Sam Garnes,1,0,0
Tony George,1,1,0
Sean Gilbert,1,1,0
Ian Gold,1,1,0
Toby Gowin,1,0,0
Robert Griffith,1,2,0
James Hall,1,0,0
Lemanski Hall,1,1,0
Norman Hand,1,0,0
Karl Hankton,1,1,0
Bernardo Harris,1,0,0
Johnnie Harris,1,0,0
Sean Harris,1,0,0
Walt Harris,1,0,0
Rodney Harrison,1,0,0
Harald Hasselbach,1,0,0
James Hasty,1,2,0
Artrell Hawkins,1,1,0
Duane Hawthorne,1,0,0
Chris Hayes,1,1,0
William Henderson,1,0,0
Chad Hennings,1,1,0
Jimmy Hitchcock,1,0,0
Darren Howard,1,2,0
Sheldon Jackson,1,0,0
Billy Jenkins,1,0,0
Travis Jervey,1,0,0
Ellis Johnson,1,0,0
Lenoy Jones,1,1,0
Mike A. Jones,1,0,0
John Keith,1,0,0
Eddie Kennison,1,0,0
Terry Killens,1,0,0
Sammy Knight,1,0,0
Clint Kriewaldt,1,1,0
Kenard Lang,1,1,0
Leif Larsen,1,0,0
Kwamie Lassiter,1,1,0
Leon Lett,1,0,0
Darryll Lewis,1,1,0
Leonard Little,1,0,0
Mike Logan,1,1,0
Clarence Love,1,0,0
Todd Lyght,1,0,0
Keith Lyle,1,1,1
Rick Lyle,1,0,0
Tremain Mack,1,0,0
Mark Maddox,1,0,0
Kris Mangum,1,0,0
Mike Maslowski,1,1,0
Fred McAfee,1,1,0
Michael McCrary,1,3,0
Emmanuel McDaniel,1,0,0
Anthony McFarland,1,1,0
Willie McGinest,1,2,0
Steve McNair,1,0,0
Ryan McNeil,1,0,0
R.W. McQuarters,1,0,0
Arnold Miller,1,0,0
Paul Miranda,1,0,0
Kenny Mixon,1,1,0
