Player,INT,INT TD,INT Yds,Lng
Walt Harris,2,1,35,35
Ken Irvin,2,0,1,1
Tory James,2,0,25,25
Henry Jones,2,1,45,45
Tebucky Jones,2,0,20,20
Ty Law,2,0,32,32
Ray Lewis,2,0,1,1
Mike Logan,2,0,14,14
Todd Lyght,2,0,21,21
David Macklin,2,0,35,35
Tod McBride,2,0,43,43
Ryan McNeil,2,0,4,4
Lawyer Milloy,2,0,2,2
Mike Minter,2,1,38,30
Damon Moore,2,0,24,20
Dat Nguyen,2,0,31,24
Chris Oldham,2,0,0,0
Marvcus Patton,2,1,39,24
Julian Peterson,2,0,33,31
Mike Peterson,2,0,8,5
Ryan Phillips,2,0,22,12
Marquez Pope,2,0,25,25
Izell Reese,2,0,60,46
Bill Romanowski,2,0,0,3
Junior Seau,2,0,2,2
Jason Sehorn,2,0,32,32
Sam Shade,2,0,15,15
Anthony Simmons,2,0,15,8
Darrin Smith,2,1,56,41
Takeo Spikes,2,0,12,7
Shawn Springs,2,0,8,8
Rayna Stewart,2,0,37,24
Robert Tate,2,0,12,12
Brian Urlacher,2,0,19,19
Denard Walker,2,0,4,4
Fred Weary,2,0,27,27
Jason Webster,2,1,78,70
Greg Wesley,2,0,28,28
Kailee Wong,2,0,28,14
Jerome Woods,2,0,0,0
Darren Woodson,2,0,12,12
Barron Wortham,2,0,1,1
Allen Aldridge,1,0,4,4
Jessie Armstead,1,0,-2,-2
Jerry Azumah,1,0,2,2
Micheal Barrow,1,0,7,7
Robert Bean,1,0,0,0
Aaron Beasley,1,0,39,39
Rogers Beckett,1,0,7,7
Marcus Bell,1,0,30,30
Michael Booker,1,0,2,2
Tim Bowens,1,0,0,0
Stephen Boyd,1,0,0,0
Brant Boyer,1,0,12,12
Tony Brackens,1,0,7,7
Derrick Brooks,1,1,34,34
Chad Brown,1,0,0,0
Fakhir Brown,1,0,0,0
Mike Brown,1,1,35,35
John Browning,1,0,0,0
Fernando Bryant,1,0,0,0
Keith Bulluck,1,1,8,8
Rob Burnett,1,0,3,3
Lewis Bush,1,0,33,33
Mike Caldwell,1,1,26,26
Lamar Campbell,1,1,42,42
Mark Carrier,1,0,30,30
Chris Carter,1,0,6,6
Lamar Chapman,1,0,0,0
Corey Chavous,1,0,0,0
Chris Claiborne,1,0,1,1
Nakia Codie,1,0,14,14
Pat Dennis,1,0,0,0
Cris Dishman,1,0,0,0
Gerald Dixon,1,1,36,36
Hugh Douglas,1,0,9,9
Mike Dumas,1,1,56,56
Shaun Ellis,1,0,1,1
Percy Ellsworth,1,1,33,33
James Farrior,1,0,0,0
Nick Ferguson,1,0,20,20
Erik Flowers,1,0,0,0
Lee Flowers,1,0,0,0
Steve Foley,1,0,1,1
Rob Fredrickson,1,0,8,8
Scott Frost,1,0,1,1
Sam Garnes,1,0,4,4
Sean Gilbert,1,0,0,0
Robert Griffith,1,0,25,25
Cory Hall,1,0,12,12
Kevin Hardy,1,0,0,0
Antwan Harris,1,0,11,11
Chris Hayes,1,0,0,0
John Holecek,1,0,0,0
Darius Holland,1,0,0,0
Vonnie Holliday,1,0,3,3
Darren Howard,1,0,46,46
Greg Jeffries,1,0,3,3
DeRon Jenkins,1,0,16,16
Ellis Johnson,1,0,-1,-1
Isaiah Kacyvenski,1,0,0,0
John Keith,1,0,0,0
Brian Kelly,1,1,9,9
Cortez Kennedy,1,0,14,14
Kenoy Kennedy,1,0,0,0
Patrick Kerney,1,0,8,8
Levon Kirkland,1,0,1,1
George Koonce,1,1,27,27
Antonio Langham,1,0,24,24
Kwamie Lassiter,1,0,11,11
Darryll Lewis,1,0,6,3
Mo Lewis,1,0,23,23
Earl Little,1,0,7,7
Keith Lyle,1,0,9,9
Kevin Mathis,1,0,0,0
Daylon McCutcheon,1,0,20,20
Mike McKenzie,1,0,26,26
R.W. McQuarters,1,1,61,61
Jamir Miller,1,0,0,0
Keith Mitchell,1,1,40,40
Kevin Mitchell,1,0,0,0
John Mobley,1,0,9,9
Marty Moore,1,0,3,3
Mustafah Muhammad,1,1,40,40
Hannibal Navies,1,0,0,0
Hardy Nickerson,1,0,10,10
Perry Phenix,1,1,87,87
Tyrone Poole,1,0,1,1
Daryl Porter,1,0,0,0
Joey Porter,1,0,0,0
Pierson Prioleau,1,0,13,13
Kelvin Pritchett,1,0,78,78
Shelton Quarles,1,0,5,5
Wali Rainer,1,0,5,5
Ron Rice,1,0,7,7
Eugene Robinson,1,0,0,0
Sam Rogers,1,0,10,10
Orlando Ruff,1,0,18,18
Lewis Sanders,1,0,0,0
Tony Scott,1,0,0,0
Jamie Sharper,1,0,45,45
Terrance Shaw,1,0,0,0
Jacoby Shepherd,1,0,0,0
Otis Smith,1,0,56,56
Matt Stevens,1,0,0,0
Josh Taves,1,0,24,24
Jason Taylor,1,0,2,2
Keith Thibodeaux,1,0,0,0
Dave Thomas,1,0,0,0
Henry Thomas,1,0,16,16
Orlando Thomas,1,0,0,0
Zach Thomas,1,0,0,0
Pat Tillman,1,0,30,27
Jeremiah Trotter,1,1,27,27
Winfred Tubbs,1,0,11,11
Scott Turner,1,1,75,75
Darnell Walker,1,0,5,5
Marquis Walker,1,0,12,12
Zack Walz,1,0,0,0
Marcus Washington,1,0,1,1
Dean Wells,1,0,14,14
Mike Wells,1,0,21,21
Charlie Williams,1,0,0,0
Darryl Williams,1,1,36,36
Elijah Williams,1,0,1,1
Jerry Wilson,1,0,19,19
Antoine Winfield,1,0,8,8
Lee Woodall,1,0,0,0
Al Harris,0,0,1,1
