Player,Rush Yds,Att,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM
Christian McCaffrey,510,99,7,2,2,65,28,28.3,1
De'Von Achane,460,38,5,6,4,76,15,39.5,1
Zack Moss,445,89,3,4,1,56,24,27,0
D'Andre Swift,434,76,2,3,1,43,20,26.3,0
Travis Etienne,396,95,3,3,0,35,17,17.9,0
Breece Hall,387,54,1,4,3,83,12,22.2,2
David Montgomery,371,88,6,1,1,42,23,26.1,1
James Conner,364,68,2,5,0,35,16,23.5,0
Bijan Robinson,364,67,0,3,0,38,21,31.3,1
Tony Pollard,340,81,2,3,0,31,19,23.5,1
Derrick Henry,328,86,2,2,0,29,17,19.8,0
Joe Mixon,328,84,1,1,0,22,20,23.8,0
Isiah Pacheco,325,71,3,2,1,48,20,28.2,0
Raheem Mostert,314,58,7,3,1,43,17,29.3,1
Kyren Williams,298,77,5,1,0,20,17,22.1,1
James Cook,292,61,1,2,0,36,14,23,0
Kenneth Walker III,283,64,5,2,0,36,17,26.6,0
Alexander Mattison,276,64,0,0,0,17,10,15.6,1
Khalil Herbert,272,51,0,3,0,34,12,23.5,0
Brian Robinson,271,67,3,2,0,27,20,29.8,1
Lamar Jackson,265,47,4,1,0,26,18,38.3,2
Najee Harris,247,63,0,3,0,24,12,19,0
Dameon Pierce,247,84,1,0,0,15,9,10.7,0
Gus Edwards,241,56,1,1,0,20,13,23.2,0
Josh Jacobs,235,82,2,1,0,24,13,15.8,0
Joshua Kelley,207,57,1,1,0,22,15,26.3,0
Jalen Hurts,206,55,4,1,0,24,25,45.4,1
Rachaad White,206,63,1,0,0,13,11,17.5,0
Daniel Jones,197,38,1,0,0,17,15,39.5,1
AJ Dillon,194,64,1,0,0,14,12,18.8,0
Tyler Allgeier,191,62,2,1,0,22,14,22.6,0
Justin Fields,191,39,1,1,0,20,14,35.9,1
Miles Sanders,190,61,1,0,0,15,9,14.8,2
Rhamondre Stevenson,188,68,1,0,0,12,9,13.2,0
Jerome Ford,186,50,1,1,1,69,6,12,1
Jahmyr Gibbs,179,39,0,1,0,21,8,20.5,0
Nick Chubb,170,28,0,1,0,20,8,28.6,0
Jaleel McLaughlin,160,22,1,3,0,38,6,27.3,0
Ezekiel Elliott,159,42,0,0,0,14,10,23.8,0
Tyjae Spears,156,27,1,1,0,22,9,33.3,0
