Team,KO,Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Chargers,58,3357,6,10.3,51,19.4,0,0,0,0
Raiders,52,2970,8,15.4,43,19.5,0,1,0,0
Bengals,50,2768,5,10,44,18.9,0,0,0,0
Packers,50,2861,4,8,45,19.4,0,0,0,1
Jets,50,3046,13,26,35,21.5,0,0,0,1
Cowboys,47,2890,6,12.8,41,22.8,0,0,0,0
49ers,46,2632,5,10.9,40,21.7,0,0,0,0
Redskins,46,2614,4,8.7,40,17.2,0,0,0,0
Dolphins,45,2752,11,24.4,33,21.3,0,1,0,0
Lions,44,2519,4,9.1,38,19.9,0,1,0,0
Chiefs,44,2555,2,4.6,42,18.9,0,0,0,0
Steelers,43,2739,7,16.3,36,22.8,0,0,0,0
Rams,42,2554,6,14.3,36,23.4,0,0,0,0
Falcons,41,2546,11,26.8,30,22.6,0,0,0,0
Eagles,41,2419,1,2.4,39,22.7,0,0,0,0
Buccaneers,41,2346,0,0,40,21.8,0,0,0,0
Vikings,39,2183,1,2.6,38,17.4,0,0,0,0
Giants,39,2323,5,12.8,34,18.1,0,0,0,0
Bills,37,2023,1,2.7,34,17.8,0,0,0,0
Broncos,35,2041,7,20,26,20.8,0,1,0,0
Patriots,35,1803,3,8.6,30,18.9,0,0,0,0
Seahawks,35,2153,11,31.4,24,15,0,0,0,0
Bears,34,1962,4,11.8,30,17.9,0,0,0,0
Browns,33,1320,8,24.2,14,19.4,0,1,0,0
Cardinals,33,1887,4,12.1,27,20.7,0,0,0,0
Oilers,32,1716,3,9.4,26,21.7,0,0,0,0
Colts,32,1940,7,21.9,24,21.5,0,0,0,0
Saints,31,1854,10,32.3,20,19.4,0,0,0,0
