Team,FGM,FG %,XPM,XP Pct,KRet TD,PRet T
Redskins,20,95.2,16,84.2,0,0
Chiefs,19,79.2,17,100,0,0
Buccaneers,18,78.3,14,100,0,0
Lions,16,94.1,19,100,1,0
Chargers,16,72.7,32,94.1,0,0
Dolphins,15,75,21,95.4,0,1
Bengals,14,77.8,25,96.2,0,0
Packers,13,72.2,25,92.6,0,0
Giants,12,57.1,18,100,0,0
49ers,12,70.6,23,92,0,1
Broncos,11,84.6,15,93.8,0,2
Jets,11,64.7,26,83.9,0,0
Falcons,10,71.4,21,95.4,0,0
Cowboys,10,71.4,28,100,0,0
Colts,10,55.6,11,100,0,0
Raiders,10,62.5,32,97,0,0
Steelers,10,83.3,22,100,0,0
Seahawks,10,71.4,13,92.9,0,0
Bills,9,50,15,88.2,0,0
Bears,9,45,16,100,0,0
Rams,9,60,23,95.8,0,1
Vikings,8,57.1,23,100,0,0
Patriots,8,61.5,15,88.2,1,0
Cardinals,8,61.5,15,93.8,0,0
Browns,7,43.8,17,100,0,0
Saints,6,46.2,15,93.8,0,0
Eagles,6,66.7,23,92,0,0
Oilers,4,66.7,16,88.9,0,0
