Team,KO,Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Patriots,87,4796,6,6.9,81,18.2,0,0,0,0
Bengals,85,4898,4,4.7,80,20.1,0,0,0,1
Vikings,85,4969,6,7.1,79,19.3,0,0,0,0
49ers,85,5065,13,15.3,72,22.2,0,0,0,1
Browns,84,4842,5,6,78,18.9,0,0,0,1
Broncos,84,5049,19,22.6,65,21.4,0,0,0,0
Dolphins,83,5084,28,33.7,53,18.8,0,0,0,0
Bears,81,4967,16,19.8,64,21.5,0,0,0,0
Giants,81,4817,11,13.6,70,19.5,0,0,0,0
Seahawks,81,4917,21,25.9,59,17,0,0,0,0
Chiefs,78,4389,7,9,71,18.1,0,0,0,0
Redskins,78,4610,27,34.6,50,20.1,0,0,0,0
Jets,77,4508,13,16.9,62,21.1,0,0,0,0
Cowboys,74,4366,6,8.1,66,20.6,0,1,0,0
Raiders,74,4465,11,14.9,63,16.9,0,0,0,0
Chargers,74,4289,13,17.6,59,18.2,0,0,0,0
Steelers,72,4384,15,20.8,56,24.3,0,0,0,3
Rams,70,3967,5,7.1,64,20,0,0,0,0
Saints,70,4351,32,45.7,34,19.5,0,0,0,0
Bills,69,3941,11,15.9,56,20.7,0,0,0,0
Oilers,68,4216,36,52.9,32,21.7,0,0,0,0
Falcons,67,3947,7,10.4,59,20.2,0,0,0,0
Lions,67,3935,10,14.9,56,19.6,0,0,0,0
Eagles,65,3660,2,3.1,62,20.3,0,0,0,0
Packers,64,3538,1,1.6,62,19,0,0,0,0
Buccaneers,61,3549,12,19.7,45,22.4,0,0,0,1
Colts,54,2995,8,14.8,43,19.1,0,1,0,0
Cardinals,54,2905,3,5.6,49,17.7,0,1,0,0
