Team,3rd Att,3rd Md,4th Att,4th Md,Rec 1st,Rec 1st%,Rush 1st,Rush 1st%,Scrm Plys
Falcons,0,0,0,0,100,59.5,123,23.8,0
Bills,0,0,0,0,60,62.5,152,25.1,0
Bears,0,0,0,0,77,56.6,97,19.6,0
Bengals,0,0,0,0,108,60,124,24.1,0
Browns,0,0,0,0,79,52,107,21.2,0
Cowboys,0,0,0,0,127,66.2,139,25.6,0
Broncos,0,0,0,0,127,64.8,111,22.8,0
Lions,0,0,0,0,104,60.8,122,24.6,0
Packers,0,0,0,0,72,60.5,98,18.6,0
Oilers,0,0,0,0,93,41.3,89,23.1,0
Colts,0,0,0,0,79,57.7,121,22.6,0
Chiefs,0,0,0,0,93,53.8,106,20.7,0
Rams,0,0,0,0,101,70.1,177,26.9,0
Raiders,0,0,0,0,139,67.8,129,23.6,0
Dolphins,0,0,0,0,91,68.4,111,21.9,0
Vikings,0,0,0,0,99,55.3,137,25.5,0
Patriots,0,0,0,0,122,62.6,97,21.4,0
Saints,0,0,0,0,88,54,100,20.1,0
Giants,0,0,0,0,140,60.9,84,18.4,0
Jets,0,0,0,0,109,60.2,95,21,0
Eagles,0,0,0,0,147,53.4,103,24.7,0
Cardinals,0,0,0,0,111,52.9,96,23.1,0
Steelers,0,0,0,0,89,63.6,111,20,0
Chargers,0,0,0,0,93,57.8,88,20.4,0
49ers,0,0,0,0,127,54.5,97,23,0
Redskins,0,0,0,0,131,62.7,76,16.6,0
