Team,3rd Att,3rd Md,4th Att,4th Md,Rush 1st,Rush 1st%,Scrm Plys
Falcons,0,0,0,0,131,22.9,0
Bills,0,0,0,0,124,25.8,0
Bears,0,0,0,0,118,21.6,0
Bengals,0,0,0,0,115,24.3,0
Browns,0,0,0,0,124,22.8,0
Cowboys,0,0,0,0,100,21.1,0
Broncos,0,0,0,0,119,22.6,0
Lions,0,0,0,0,100,20.8,0
Packers,0,0,0,0,132,22.8,0
Oilers,0,0,0,0,104,20.9,0
Colts,0,0,0,0,101,22.3,0
Chiefs,0,0,0,0,149,26.5,0
Rams,0,0,0,0,77,18.2,0
Raiders,0,0,0,0,99,20.8,0
Dolphins,0,0,0,0,92,20.8,0
Vikings,0,0,0,0,77,20.1,0
Patriots,0,0,0,0,118,21.3,0
Saints,0,0,0,0,105,20.7,0
Giants,0,0,0,0,137,24.7,0
Jets,0,0,0,0,155,27,0
Eagles,0,0,0,0,130,24.6,0
Cardinals,0,0,0,0,118,24.2,0
Steelers,0,0,0,0,91,21.1,0
Chargers,0,0,0,0,154,25.4,0
49ers,0,0,0,0,102,19.7,0
Redskins,0,0,0,0,105,20,0
