Team,3rd Att,3rd Md,4th Att,4th Md,Rec 1st,Rec 1st%,Rush 1st,Rush 1st%,Scrm Plys
Falcons,0,0,0,0,173,55.4,75,23.6,947
Bills,0,0,0,0,177,63,136,25.6,1045
Bears,0,0,0,0,147,55.1,136,26.4,1029
Bengals,0,0,0,0,183,63.5,136,25.7,1083
Browns,0,0,0,0,161,52.1,101,22.5,1011
Cowboys,0,0,0,0,145,54.5,78,22,898
Broncos,0,0,0,0,163,63.7,125,22.6,1070
Lions,0,0,0,0,139,60.7,117,27.8,928
Packers,0,0,0,0,207,58.5,114,28.7,1046
Oilers,0,0,0,0,185,62.7,112,22.6,1028
Colts,0,0,0,0,140,55.3,118,25.8,979
Chiefs,0,0,0,0,165,63.7,120,21.5,1017
Rams,0,0,0,0,197,64,107,22.7,1027
Raiders,0,0,0,0,143,71.1,93,20.5,912
Dolphins,0,0,0,0,201,60.7,89,22.2,1011
Vikings,0,0,0,0,172,63.2,126,24.5,1053
Patriots,0,0,0,0,187,61.9,114,23.5,1129
Saints,0,0,0,0,167,58.8,108,21.5,999
Giants,0,0,0,0,158,63.7,118,21.2,1047
Jets,0,0,0,0,190,56.2,90,22.5,1032
Eagles,0,0,0,0,171,58.2,120,22.2,1123
Cardinals,0,0,0,0,157,56.3,83,20.4,986
Steelers,0,0,0,0,117,55.7,106,21.2,956
Chargers,0,0,0,0,149,55.2,95,22,987
49ers,0,0,0,0,209,61.6,124,25.2,1021
Seahawks,0,0,0,0,180,57,87,21.5,1009
Buccaneers,0,0,0,0,174,57.6,84,20.4,1025
Redskins,0,0,0,0,217,64.4,102,19.8,1119
