Team,3rd Att,3rd Md,4th Att,4th Md,Rec 1st,Rec 1st%,Rush 1st,Rush 1st%,Scrm Plys
Falcons,0,0,0,0,139,56.5,149,25.8,1086
Bills,0,0,0,0,156,53.1,101,24.1,962
Bears,0,0,0,0,118,56.7,166,27.4,1044
Bengals,0,0,0,0,184,64.1,135,25.9,1046
Browns,0,0,0,0,176,55.9,103,21.9,1046
Cowboys,0,0,0,0,200,62.7,101,22.6,1058
Broncos,0,0,0,0,184,60.1,95,20.9,1041
Lions,0,0,0,0,155,54.2,101,21.5,1011
Packers,0,0,0,0,172,56.4,97,22.9,1026
Oilers,0,0,0,0,176,61.1,103,21,1093
Colts,0,0,0,0,174,58,77,18.9,1046
Chiefs,0,0,0,0,153,59.5,83,19.2,1002
Rams,0,0,0,0,106,54.6,139,24,1008
Raiders,0,0,0,0,186,66.2,97,20.4,1071
Dolphins,0,0,0,0,254,64.8,84,24.1,1012
Vikings,0,0,0,0,187,64.5,115,25,1024
Patriots,0,0,0,0,202,59.4,78,16.6,1073
Saints,0,0,0,0,137,59,109,21.6,959
Giants,0,0,0,0,170,65.4,127,22.8,1076
Jets,0,0,0,0,189,56.6,106,21.6,1072
Eagles,0,0,0,0,150,56,112,22.4,1117
Cardinals,0,0,0,0,149,50.8,103,24.6,996
Steelers,0,0,0,0,142,59.7,124,22,1077
Chargers,0,0,0,0,212,62.5,99,21,1106
49ers,0,0,0,0,213,60.3,114,22.4,1118
Seahawks,0,0,0,0,159,59.3,122,23.8,1005
Buccaneers,0,0,0,0,145,59.2,101,22.2,969
Redskins,0,0,0,0,178,64.5,112,23.6,1043
