Team,Att,Cmp,Cmp %,Yds/Att,Pass Yds,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Dolphins,645,392,60.8,7.6,4898,46,23,93.3,254,39.4,60,14,85T,17,119
Chargers,604,339,56.1,6.7,4045,21,33,65.6,212,35.1,54,2,65,32,265
Colts,586,300,51.2,6.2,3615,16,24,62.5,174,29.7,45,9,84T,53,406
49ers,582,353,60.6,7.4,4299,21,20,81.1,213,36.6,43,16,66T,26,203
Packers,565,305,54,6.6,3708,18,27,65.1,172,30.4,45,10,62,37,261
Patriots,557,340,61,7.8,4321,29,13,92.9,202,36.3,61,10,69,47,367
Oilers,551,288,52.3,7,3843,14,31,59.7,177,32.1,64,7,81T,48,394
Broncos,549,306,55.7,6.9,3811,22,16,78.7,184,33.5,54,9,53,38,273
Cowboys,547,319,58.3,7.3,4003,21,24,75.7,200,36.6,51,8,84T,60,498
Redskins,542,276,50.9,7.6,4109,22,22,72.7,178,32.8,67,18,71T,28,240
Browns,538,315,58.6,7.5,4018,18,11,84.6,176,32.7,56,13,72,39,274
Jets,537,334,62.2,7.5,4032,27,21,85.7,189,35.2,43,12,83T,45,386
Raiders,530,281,53,7.5,3973,27,25,74.8,186,35.1,59,17,81,64,464
Chiefs,521,257,49.3,6,3122,23,18,68.5,153,29.4,38,10,70T,50,372
Vikings,519,290,55.9,8.1,4185,31,15,90.1,187,36,57,9,76T,44,272
Cardinals,516,293,56.8,6.1,3140,17,19,70.4,149,28.9,30,3,48,59,424
Eagles,514,268,52.1,6.3,3248,19,17,70.4,150,29.2,39,8,75,104,708
Lions,500,286,57.2,6.2,3107,18,20,71,155,31,37,4,73T,39,323
Bills,499,294,58.9,7.4,3697,22,19,80.9,156,31.3,44,11,84T,45,334
Bengals,497,287,57.8,8.4,4160,25,20,85.1,184,37,70,13,57,28,203
Steelers,491,238,48.5,5.6,2747,16,20,59.7,142,28.9,26,4,58T,20,159
Giants,472,260,55.1,7.4,3500,22,22,75,170,36,52,4,49T,46,367
Buccaneers,459,245,53.4,6.3,2892,13,25,59.6,145,31.6,36,7,46,56,394
Seahawks,453,268,59.2,7.6,3424,24,14,87.7,159,35.1,47,9,72,39,315
Falcons,452,246,54.4,6.7,3046,14,17,70.2,139,30.8,44,6,65,56,464
Saints,425,232,54.6,6.8,2893,13,25,61.6,137,32.2,37,5,84,27,225
Bears,415,208,50.1,7,2912,12,25,57.6,118,28.4,45,14,85,24,153
Rams,403,194,48.1,5.9,2380,15,15,63.7,106,26.3,33,4,65,27,184
